MARGINALPDBC;
2019;01;01;1;66.88;66.88;
2019;01;01;2;66.88;66.88;
2019;01;01;3;66;66;
2019;01;01;4;63.64;63.64;
2019;01;01;5;58.85;58.85;
2019;01;01;6;55.47;55.47;
2019;01;01;7;56;56;
2019;01;01;8;61.09;61.09;
2019;01;01;9;61.01;61.01;
2019;01;01;10;61;61;
2019;01;01;11;63;63;
2019;01;01;12;63;63;
2019;01;01;13;64.03;64.03;
2019;01;01;14;65.88;65.88;
2019;01;01;15;65.01;65.01;
2019;01;01;16;60.84;60.84;
2019;01;01;17;61.09;61.09;
2019;01;01;18;63.08;63.08;
2019;01;01;19;66.66;66.66;
2019;01;01;20;67.06;67.06;
2019;01;01;21;67.26;67.26;
2019;01;01;22;68.07;68.07;
2019;01;01;23;67.08;67.08;
2019;01;01;24;64.03;64.03;
*
MARGINALPDBC;
2019;01;02;1;61.74;61.74;
2019;01;02;2;54.87;53;
2019;01;02;3;54.42;48.23;
2019;01;02;4;52.99;47.23;
2019;01;02;5;51.1;45.24;
2019;01;02;6;51.09;45.7;
2019;01;02;7;51.1;51.1;
2019;01;02;8;58.37;58.37;
2019;01;02;9;63.75;63.75;
2019;01;02;10;66.1;66.1;
2019;01;02;11;65.88;65.88;
2019;01;02;12;63.63;63.63;
2019;01;02;13;62.8;62.8;
2019;01;02;14;63.16;63.16;
2019;01;02;15;61.5;61.5;
2019;01;02;16;60.69;60.69;
2019;01;02;17;62.19;62.19;
2019;01;02;18;67.1;67.1;
2019;01;02;19;69.3;69.3;
2019;01;02;20;69.25;69.25;
2019;01;02;21;68.07;68.07;
2019;01;02;22;68.01;68.01;
2019;01;02;23;66.66;66.66;
2019;01;02;24;64.28;64.28;
*
MARGINALPDBC;
2019;01;03;1;62.01;62.01;
2019;01;03;2;54.85;54.85;
2019;01;03;3;52.19;52.19;
2019;01;03;4;50.21;50.21;
2019;01;03;5;50.2;50.2;
2019;01;03;6;52.19;52.19;
2019;01;03;7;54.91;54.91;
2019;01;03;8;66.58;66.58;
2019;01;03;9;66.88;68.03;
2019;01;03;10;69.12;69.12;
2019;01;03;11;69.19;69.19;
2019;01;03;12;68.01;68.01;
2019;01;03;13;67.2;67.2;
2019;01;03;14;66.7;66.7;
2019;01;03;15;67;67;
2019;01;03;16;68.01;68.01;
2019;01;03;17;68.99;68.99;
2019;01;03;18;70;70;
2019;01;03;19;71.1;71.1;
2019;01;03;20;70.55;70.55;
2019;01;03;21;68.38;68.38;
2019;01;03;22;67.83;67.83;
2019;01;03;23;66.1;66.1;
2019;01;03;24;66.88;66.88;
*
MARGINALPDBC;
2019;01;04;1;67.2;67.2;
2019;01;04;2;63.75;63.75;
2019;01;04;3;58.89;58.89;
2019;01;04;4;54.94;54.94;
2019;01;04;5;54.85;54.85;
2019;01;04;6;58;58;
2019;01;04;7;63;63;
2019;01;04;8;68.4;68.4;
2019;01;04;9;69.71;69.71;
2019;01;04;10;71.06;71.06;
2019;01;04;11;71.06;71.06;
2019;01;04;12;70.16;70.16;
2019;01;04;13;70.01;70.01;
2019;01;04;14;69.17;69.17;
2019;01;04;15;69.15;69.15;
2019;01;04;16;68.4;68.4;
2019;01;04;17;68.4;68.4;
2019;01;04;18;69.15;69.15;
2019;01;04;19;71.06;71.06;
2019;01;04;20;71.94;71.94;
2019;01;04;21;70.2;70.2;
2019;01;04;22;68.71;68.71;
2019;01;04;23;68.68;68.68;
2019;01;04;24;68.17;68.17;
*
MARGINALPDBC;
2019;01;05;1;71.68;71.68;
2019;01;05;2;69.5;69.5;
2019;01;05;3;68.07;68.07;
2019;01;05;4;66;66;
2019;01;05;5;63.93;63.93;
2019;01;05;6;62;62;
2019;01;05;7;60.84;60.84;
2019;01;05;8;62.92;62.92;
2019;01;05;9;60.79;60.79;
2019;01;05;10;66.92;66.92;
2019;01;05;11;69.12;69.12;
2019;01;05;12;68.25;68.25;
2019;01;05;13;67.67;67.67;
2019;01;05;14;64;64;
2019;01;05;15;61.57;61.57;
2019;01;05;16;59.4;59.4;
2019;01;05;17;58.31;58.31;
2019;01;05;18;67.2;67.2;
2019;01;05;19;69;69;
2019;01;05;20;68.71;68.71;
2019;01;05;21;68.07;68.07;
2019;01;05;22;65.38;65.38;
2019;01;05;23;65.76;65.76;
2019;01;05;24;62.8;62.8;
*
MARGINALPDBC;
2019;01;06;1;63.75;63.75;
2019;01;06;2;54.7;54.7;
2019;01;06;3;54.05;54.05;
2019;01;06;4;52.2;48.06;
2019;01;06;5;50.2;48.37;
2019;01;06;6;50.2;47.17;
2019;01;06;7;50.2;48.19;
2019;01;06;8;50.2;50.2;
2019;01;06;9;52.2;52.2;
2019;01;06;10;54.7;54.7;
2019;01;06;11;62;62;
2019;01;06;12;64.01;64.01;
2019;01;06;13;64.18;64.18;
2019;01;06;14;64.86;64.86;
2019;01;06;15;64.01;64.01;
2019;01;06;16;58.31;58.31;
2019;01;06;17;54.94;54.94;
2019;01;06;18;63.43;63.43;
2019;01;06;19;67.37;67.37;
2019;01;06;20;67.2;67.2;
2019;01;06;21;66.03;66.03;
2019;01;06;22;68;68;
2019;01;06;23;67.65;67.65;
2019;01;06;24;65.38;65.38;
*
MARGINALPDBC;
2019;01;07;1;59.59;59.59;
2019;01;07;2;54.09;54.09;
2019;01;07;3;52.2;52.2;
2019;01;07;4;50.9;50.9;
2019;01;07;5;50.5;50.5;
2019;01;07;6;50.9;50.9;
2019;01;07;7;55.77;55.77;
2019;01;07;8;68.61;68.61;
2019;01;07;9;69.15;69.15;
2019;01;07;10;69.7;69.7;
2019;01;07;11;69.49;69.49;
2019;01;07;12;69.01;69.01;
2019;01;07;13;69;69;
2019;01;07;14;68.74;68.74;
2019;01;07;15;66.62;66.62;
2019;01;07;16;64.99;64.99;
2019;01;07;17;62.67;62.67;
2019;01;07;18;67.04;67.04;
2019;01;07;19;70.39;70.39;
2019;01;07;20;70.33;70.33;
2019;01;07;21;69;69;
2019;01;07;22;67.14;67.14;
2019;01;07;23;63;63;
2019;01;07;24;60.84;60.84;
*
MARGINALPDBC;
2019;01;08;1;59.59;59.59;
2019;01;08;2;54.34;54.34;
2019;01;08;3;52.1;52.1;
2019;01;08;4;50.71;50.71;
2019;01;08;5;50.5;50.5;
2019;01;08;6;51.17;51.17;
2019;01;08;7;54.69;54.69;
2019;01;08;8;65.82;65.82;
2019;01;08;9;67.2;67.2;
2019;01;08;10;68.16;68.16;
2019;01;08;11;68.53;68.53;
2019;01;08;12;68.15;68.15;
2019;01;08;13;67.95;67.95;
2019;01;08;14;67.97;67.97;
2019;01;08;15;65.48;65.48;
