Municipio,Potencia,Grupo,Fecha,Provincia,__mun_key__,LATITUD_ETRS89,LONGITUD_ETRS89
Borja,48510.0,Eolico,2021-03-17,Zaragoza,borja,"41,83498182","-1,53215004"
Zaragoza,49400.0,Eolico,2021-02-19,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Azuara,49400.0,Eolico,2021-03-03,Zaragoza,azuara,"41,25600151","-0,87161579"
Zaragoza,49400.0,Eolico,2021-02-19,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Blesa,21300.0,Eolico,2021-05-04,Teruel,blesa,"41,05162774","-0,88472909"
Borja,23925.0,Eolico,2021-06-28,Zaragoza,borja,"41,83498182","-1,53215004"
AguilÃ³n,49400.0,Eolico,2021-03-03,Zaragoza,aguila3n,,
CaÃ±ada Vellida,41600.0,Solar,2021-02-03,Teruel,caa+ ada vellida,,
FuendejalÃ³n,50000.0,Eolico,2021-03-01,Zaragoza,fuendejala3n,,
FuendejalÃ³n,46000.0,Eolico,2021-03-01,Zaragoza,fuendejala3n,,
Azuara,49400.0,Eolico,2021-03-08,Zaragoza,azuara,"41,25600151","-0,87161579"
Azuara,49400.0,Eolico,2021-03-08,Zaragoza,azuara,"41,25600151","-0,87161579"
Azuara,14500.0,Eolico,2021-03-01,Zaragoza,azuara,"41,25600151","-0,87161579"
Lalueza,811.3,Solar,2021-05-04,Huesca,lalueza,"41,84211095","-0,25559198"
Almochuel,41250.0,Solar,2021-05-25,Zaragoza,almochuel,"41,28018845","-0,54963666"
Almochuel,41250.0,Solar,2021-05-25,Zaragoza,almochuel,"41,28018845","-0,54963666"
Almochuel,41250.0,Solar,2021-05-25,Zaragoza,almochuel,"41,28018845","-0,54963666"
Almochuel,41250.0,Solar,2021-05-25,Zaragoza,almochuel,"41,28018845","-0,54963666"
Almochuel,41250.0,Solar,2021-05-25,Zaragoza,almochuel,"41,28018845","-0,54963666"
Ãpila,198.0,Solar,2021-03-19,Zaragoza,apila,,
AlcaÃ±iz,30478.0,Solar,2022-01-12,Teruel,alcaa+ iz,,
Azaila,42560.0,Solar,2021-11-18,Teruel,azaila,"41,29189056","-0,49335843"
Pozuelo de AragÃ³n,49500.0,Eolico,2021-08-19,Zaragoza,pozuelo araga3n,,
FuendejalÃ³n,49500.0,Eolico,2021-08-19,Zaragoza,fuendejala3n,,
Ejea de los Caballeros,10000.0,Solar,2021-12-01,Zaragoza,ejea caballeros,"42,126751","-1,138547"
San Mateo de GÃ¡llego,46748.0,Solar,2021-09-06,Zaragoza,san mateo ga!llego,,
Villar de los Navarros,179900.0,Eolico,2022-05-10,Zaragoza,villar navarros,"41,15864639","-1,04280257"
EscatrÃ³n,6975.0,Solar,2022-01-28,Zaragoza,escatra3n,,
Zuera,11400.0,Solar,2022-10-13,Zaragoza,zuera,"41,86907598","-0,78671918"
Azuara,35875.0,Solar,2023-08-01,Zaragoza,azuara,"41,25600151","-0,87161579"
Rueda de JalÃ³n,50000.0,Eolico,2022-05-03,Zaragoza,rueda jala3n,,
Pozuelo de AragÃ³n,16120.0,Eolico,2022-03-18,Zaragoza,pozuelo araga3n,,
BurbÃ¡guena,900.0,Solar,2022-01-14,Teruel,burba!guena,,
Azuara,15200.0,Eolico,2022-06-16,Zaragoza,azuara,"41,25600151","-0,87161579"
Benabarre,999.495,Solar,2022-02-02,Huesca,benabarre,"42,10699352","0,48188113"
Paracuellos de Jiloca,44681.0,Solar,2022-10-03,Zaragoza,paracuellos jiloca,"41,31360004","-1,6396572"
Chiprana,47190.0,Solar,2022-05-24,Zaragoza,chiprana,"41,26235164","-0,12722335"
Zuera,2000.0,Solar,2023-02-09,Zaragoza,zuera,"41,86907598","-0,78671918"
MagallÃ³n,31950.0,Eolico,2022-10-04,Zaragoza,magalla3n,,
MagallÃ³n,4700.0,Eolico,2022-10-04,Zaragoza,magalla3n,,
Jaca,2514.0,Solar,2022-05-12,Huesca,jaca,"42,57073634","-0,54955746"
Rueda de JalÃ³n,50000.0,Eolico,2022-06-23,Zaragoza,rueda jala3n,,
Azuara,44800.0,Eolico,2022-07-21,Zaragoza,azuara,"41,25600151","-0,87161579"
Calamocha,46200.0,Solar,2022-10-27,Teruel,calamocha,"40,91961258","-1,30091517"
Luesma,25200.0,Eolico,2022-08-30,Zaragoza,luesma,"41,1668345","-1,14733247"
Azuara,49500.0,Eolico,2022-08-31,Zaragoza,azuara,"41,25600151","-0,87161579"
Loscos,19800.0,Eolico,2022-11-17,Teruel,loscos,"41,08119021","-1,04479453"
Monreal del Campo,350.0,Solar,2022-08-31,Teruel,monreal campo,"40,79010149","-1,35403777"
Loscos,18000.0,Eolico,2023-04-21,Teruel,loscos,"41,08119021","-1,04479453"
Herrera de los Navarros,35000.0,Eolico,2022-11-03,Zaragoza,herrera navarros,"41,21059411","-1,08257115"
Azuara,28000.0,Solar,2023-01-20,Zaragoza,azuara,"41,25600151","-0,87161579"
Robres,875.0,Solar,2025-03-28,Huesca,robres,"41,86620729","-0,4607889"
Biel,232.0,Solar,2022-10-13,Zaragoza,biel,"42,38756817","-0,93657238"
MagallÃ³n,10000.0,Eolico,2023-01-10,Zaragoza,magalla3n,,
Cuevas de AlmudÃ©n,45325.0,Solar,2023-03-15,Teruel,cuevas almuda c n,,
Calatorao,46150.0,Solar,2024-02-26,Zaragoza,calatorao,"41,52342482","-1,34507004"
ViciÃ©n,500.0,Solar,2022-10-27,Huesca,vicia c n,,
CastelserÃ¡s,1100.0,Solar,2023-02-17,Teruel,castelsera!s,,
Mas de las Matas,2200.0,Solar,2023-02-17,Teruel,mas matas,"40,83375152","-0,2416086"
Muela (La),43975.0,Solar,2023-02-02,Zaragoza,muela,"41,57946381","-1,11675821"
Zaragoza,9200.0,Solar,2023-03-15,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Muel,9000.0,Solar,2023-04-26,Zaragoza,muel,"41,46663061","-1,08483691"
Muel,8550.0,Solar,2023-04-26,Zaragoza,muel,"41,46663061","-1,08483691"
AguilÃ³n,50000.0,Eolico,2023-09-12,Zaragoza,aguila3n,,
Muel,30375.0,Solar,2023-04-25,Zaragoza,muel,"41,46663061","-1,08483691"
AguilÃ³n,50000.0,Eolico,2023-08-02,Zaragoza,aguila3n,,
Lalueza,500.0,Solar,2023-03-08,Huesca,lalueza,"41,84211095","-0,25559198"
Peralta de Alcofea,675.36,Solar,2023-02-13,Huesca,peralta alcofea,"41,93203455","-0,06647763"
Andorra,43900.0,Solar,2023-12-20,Teruel,andorra,"40,97509431","-0,44371856"
San Mateo de GÃ¡llego,900.0,Solar,2025-03-28,Zaragoza,san mateo ga!llego,,
Candasnos,2800.0,Solar,2023-06-16,Huesca,candasnos,"41,50337098","0,06397647"
AguilÃ³n,8200.0,Eolico,2023-09-12,Zaragoza,aguila3n,,
Fuentes de Ebro,15800.0,Solar,2023-07-24,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Fuentes de Ebro,46000.0,Solar,2023-07-24,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Fuentes de Ebro,46000.0,Solar,2023-07-24,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Fuentes de Ebro,17000.0,Solar,2023-07-24,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
IgriÃ©s,1000.0,Solar,2023-09-12,Huesca,igria c s,,
IgriÃ©s,1000.0,Solar,2023-07-24,Huesca,igria c s,,
SariÃ±ena,925.0,Solar,2023-05-29,Huesca,saria+ ena,,
Pedrola,15600.0,Eolico,2023-08-10,Zaragoza,pedrola,"41,79055322","-1,21554213"
Pedrola,24100.0,Eolico,2023-09-12,Zaragoza,pedrola,"41,79055322","-1,21554213"
Torrevelilla,100.0,Solar,2023-05-16,Teruel,torrevelilla,"40,90316774","-0,10936575"
SÃ¡daba,900.0,Solar,2025-06-02,Zaragoza,sa!daba,,
Galve,36400.0,Solar,2024-05-17,Teruel,galve,"40,65478266","-0,88281029"
San Mateo de GÃ¡llego,18714.0,Solar,2023-10-16,Zaragoza,san mateo ga!llego,,
Fuentes de Ebro,33200.0,Solar,2023-08-10,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Fuentes de Ebro,12000.0,Solar,2023-08-10,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Fuentes de Ebro,15200.0,Solar,2023-09-12,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Fuentes de Ebro,30000.0,Solar,2023-09-12,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Ferreruela de Huerva,1000.0,Solar,2023-09-12,Teruel,ferreruela huerva,"41,0635092","-1,23322286"
Fuentes de Ebro,12000.0,Solar,2023-08-10,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Fuentes de Ebro,33200.0,Solar,2023-08-10,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Almunia de DoÃ±a Godina (La),10512.0,Solar,2023-11-09,Zaragoza,almunia doa+ a godina,,
Peralta de Alcofea,289.44,Solar,2024-10-07,Huesca,peralta alcofea,"41,93203455","-0,06647763"
Fuentes de Ebro,750.0,Solar,2023-11-22,Zaragoza,fuentes ebro,"41,51287994","-0,63028731"
Ferreruela de Huerva,700.0,Solar,2023-12-20,Teruel,ferreruela huerva,"41,0635092","-1,23322286"
San Mateo de GÃ¡llego,22800.0,Solar,2023-11-08,Zaragoza,san mateo ga!llego,,
Robres,6000.0,Eolico,2024-11-27,Huesca,robres,"41,86620729","-0,4607889"
Lagueruela,15.0,Solar,2023-05-26,Teruel,lagueruela,"41,04222713","-1,19218812"
Zaragoza,21950.0,Solar,2024-01-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,10975.0,Solar,2023-01-12,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,21950.0,Solar,2024-01-12,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Sotonera (La),14549.58,Solar,2024-01-11,Huesca,sotonera,"42,26068265","-0,55234336"
Muniesa,37800.0,Solar,2024-03-19,Teruel,muniesa,"41,03377207","-0,81222812"
Zaragoza,16120.0,Eolico,2024-08-23,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Andorra,41280.0,Solar,2024-08-23,Teruel,andorra,"40,97509431","-0,44371856"
Zuera,900.0,Solar,2024-02-07,Zaragoza,zuera,"41,86907598","-0,78671918"
Zaragoza,22000.0,Eolico,2024-01-09,Zaragoza,zaragoza,"41,65645655","-0,87928652"
MarÃ­a de Huerva,900.0,Solar,2024-12-11,Zaragoza,maraa huerva,,
Gurrea de GÃ¡llego,15500.0,Eolico,2024-04-02,Huesca,gurrea ga!llego,,
Marracos,11800.0,Eolico,2024-04-03,Zaragoza,marracos,"42,09091716","-0,77641575"
Azuara,94400.0,Eolico,2024-02-08,Zaragoza,azuara,"41,25600151","-0,87161579"
GraÃ±Ã©n,1584.0,Solar,2024-08-21,Huesca,graa+ a c n,,
Rueda de JalÃ³n,4500.0,Eolico,2024-08-21,Zaragoza,rueda jala3n,,
Zaragoza,4885.92,Solar,2024-08-21,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Jaca,960.0,Solar,2024-07-25,Huesca,jaca,"42,57073634","-0,54955746"
Almunia de DoÃ±a Godina (La),220.0,Solar,2024-04-08,Zaragoza,almunia doa+ a godina,,
AlmudÃ©var,6100.0,Eolico,2024-10-14,Huesca,almuda c var,,
AlmudÃ©var,41900.0,Eolico,2024-10-14,Huesca,almuda c var,,
Loscos,35000.0,Eolico,2024-08-23,Teruel,loscos,"41,08119021","-1,04479453"
San Mateo de GÃ¡llego,5748.0,Solar,2024-09-19,Zaragoza,san mateo ga!llego,,
Loscos,45000.0,Eolico,2024-08-23,Teruel,loscos,"41,08119021","-1,04479453"
LupiÃ±Ã©n-Ortilla,11496.0,Solar,2024-12-13,Huesca,lupia+ a c n ortilla,,
AgÃ³n,9400.0,Eolico,2025-01-23,Zaragoza,aga3n,,
Zaragoza,43900.0,Solar,2024-10-18,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,12070.0,Solar,2024-10-23,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Monforte de Moyuela,29500.0,Eolico,2024-12-26,Teruel,monforte moyuela,"41,05425776","-1,0147619"
Monforte de Moyuela,49800.0,Eolico,2024-12-26,Teruel,monforte moyuela,"41,05425776","-1,0147619"
Zaragoza,27300.0,Solar,2025-01-13,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Muniesa,9000.0,Eolico,2025-03-13,Teruel,muniesa,"41,03377207","-0,81222812"
Torrijo de la CaÃ±ada,700.0,Solar,2024-08-20,Zaragoza,torrijo caa+ ada,,
Moneva,47400.0,Solar,2024-10-07,Zaragoza,moneva,"41,12871851","-0,8347105"
Muel,750.0,Solar,2024-10-02,Zaragoza,muel,"41,46663061","-1,08483691"
Muel,750.0,Solar,2024-11-29,Zaragoza,muel,"41,46663061","-1,08483691"
San Esteban de Litera,11496.0,Solar,2025-02-14,Huesca,san esteban litera,"41,90387404","0,32599128"
Zaragoza,11496.0,Solar,2025-02-14,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Ejea de los Caballeros,5000.0,Solar,2025-02-12,Zaragoza,ejea caballeros,"42,126751","-1,138547"
Albeta,1900.0,Solar,2025-02-14,Zaragoza,albeta,"41,82722238","-1,50040452"
Albeta,1900.0,Solar,2025-02-14,Zaragoza,albeta,"41,82722238","-1,50040452"
AlfajarÃ­n,200.0,Solar,2024-10-23,Zaragoza,alfajaran,,
Puebla de AlfindÃ©n (La),133.0,Solar,2024-10-30,Zaragoza,puebla alfinda c n,,
Alhama de AragÃ³n,750.0,Solar,2025-06-20,Zaragoza,alhama araga3n,,
Zaragoza,4800.0,Solar,2024-12-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,4800.0,Solar,2024-12-10,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Luna,15600.0,Eolico,2025-03-14,Zaragoza,luna,"42,16908363","-0,93013543"
Zaragoza,31000.0,Eolico,2025-03-14,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,48800.0,Eolico,2025-04-04,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Luna,46800.0,Eolico,2025-03-17,Zaragoza,luna,"42,16908363","-0,93013543"
Andorra,66000.0,Solar,2025-07-10,Teruel,andorra,"40,97509431","-0,44371856"
Pedrola,4000.0,Solar,2025-06-16,Zaragoza,pedrola,"41,79055322","-1,21554213"
Fuendetodos,29900.0,Eolico,2025-04-24,Zaragoza,fuendetodos,"41,34240218","-0,95939508"
Puebla de AlbortÃ³n,49500.0,Eolico,2025-04-25,Zaragoza,puebla alborta3n,,
Farlete,20000.0,Eolico,2025-06-09,Zaragoza,farlete,"41,68234305","-0,50528092"
Pedrola,3000.0,Solar,2025-06-12,Zaragoza,pedrola,"41,79055322","-1,21554213"
Pedrola,2950.0,Solar,2025-06-12,Zaragoza,pedrola,"41,79055322","-1,21554213"
Zaragoza,9600.0,Solar,2025-07-28,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaragoza,9600.0,Solar,2025-07-28,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Zaida (La),750.0,Solar,2025-04-04,Zaragoza,zaida,"41,32911648","-0,42740838"
Pedrola,5000.0,Solar,2025-05-07,Zaragoza,pedrola,"41,79055322","-1,21554213"
Peralta de Alcofea,15000.0,Eolico,2025-06-02,Huesca,peralta alcofea,"41,93203455","-0,06647763"
Berbegal,24400.0,Eolico,2025-06-02,Huesca,berbegal,"41,96104308","-0,00282676"
Zaragoza,11496.0,Solar,2025-07-11,Zaragoza,zaragoza,"41,65645655","-0,87928652"
Peralta de Alcofea,24400.0,Eolico,2025-07-11,Huesca,peralta alcofea,"41,93203455","-0,06647763"
Peralta de Alcofea,18000.0,Eolico,2025-07-11,Huesca,peralta alcofea,"41,93203455","-0,06647763"
Andorra,48070.0,Solar,2025-06-24,Teruel,andorra,"40,97509431","-0,44371856"
Contamina,80.0,Solar,2025-05-07,Zaragoza,contamina,"41,30566913","-1,91756388"
Peralta de Alcofea,15000.0,Eolico,2025-07-11,Huesca,peralta alcofea,"41,93203455","-0,06647763"
SariÃ±ena,12000.0,Eolico,2025-07-11,Huesca,saria+ ena,,
Alcorisa,25.0,Solar,2025-06-05,Teruel,alcorisa,"40,89137363","-0,38074056"
SÃ¡stago,750.0,Solar,2025-06-19,Zaragoza,sa!stago,,
SÃ¡stago,750.0,Solar,2025-06-23,Zaragoza,sa!stago,,
Borja,750.0,Eolico,2004-06-01,Zaragoza,borja,"41,83498182","-1,53215004"
Borja,1500.0,Eolico,2004-06-01,Zaragoza,borja,"41,83498182","-1,53215004"
Maella,2000.0,Eolico,2004-07-01,Zaragoza,maella,"41,12199909","0,14256843"
Rueda de JalÃ³n,37500.0,Eolico,2004-12-20,Zaragoza,rueda jala3n,,
AguarÃ³n,5.0,Solar,2004-07-01,Zaragoza,aguara3n,,
Siero,2.5,Solar,2000-09-27,Asturias,siero,"43,39474647","-5,66321486"
Tineo,24420.0,Eolico,2005-01-24,Asturias,tineo,"43,33525572","-6,4149822"
Villanueva de Oscos,49300.0,Eolico,2002-05-08,Asturias,villanueva oscos,"43,31181691","-6,98564909"
Grandas de Salime,17820.0,Eolico,2004-02-05,Asturias,grandas salime,"43,21773395","-6,87638973"
Allande,38940.0,Eolico,2003-10-30,Asturias,allande,"43,27229373","-6,60838301"
Colunga,4.8,Solar,2001-07-02,Asturias,colunga,"43,48545033","-5,27038403"
Colunga,4.8,Solar,2001-07-02,Asturias,colunga,"43,48545033","-5,27038403"
Colunga,4.8,Solar,2001-07-02,Asturias,colunga,"43,48545033","-5,27038403"
Villaviciosa,4.0,Solar,2003-09-23,Asturias,villaviciosa,"43,48140933","-5,43480263"
ValdÃ©s,5.0,Solar,2002-09-27,Asturias,valda c s,,
Boal,5950.0,Eolico,2004-11-29,Asturias,boal,"43,42900287","-6,81759886"
Grado,4.0,Solar,2003-03-10,Asturias,grado,"42,15146924","0,22353061"
Villaviciosa,1.0,Solar,2006-03-17,Asturias,villaviciosa,"43,48140933","-5,43480263"
GijÃ³n,3.84,Solar,2002-11-20,Asturias,gija3n,,
Siero,5.0,Solar,2003-02-20,Asturias,siero,"43,39474647","-5,66321486"
Corvera de Asturias,5.0,Solar,2002-02-08,Asturias,corvera asturias,"43,5219585","-5,87012215"
Siero,5.0,Solar,2001-11-06,Asturias,siero,"43,39474647","-5,66321486"
Siero,5.0,Solar,2001-11-06,Asturias,siero,"43,39474647","-5,66321486"
Siero,4.0,Solar,2002-02-08,Asturias,siero,"43,39474647","-5,66321486"
PiloÃ±a,5.0,Solar,2003-12-04,Asturias,piloa+ a,,
GijÃ³n,5.0,Solar,2004-10-28,Asturias,gija3n,,
Salas,18000.0,Eolico,2005-02-22,Asturias,salas,"43,40897","-6,26079"
Santa Eulalia de Oscos,5.0,Solar,2004-03-17,Asturias,santa eulalia oscos,"43,25891049","-7,02039961"
GijÃ³n,5.0,Solar,2003-11-03,Asturias,gija3n,,
Belmonte de Miranda,34850.0,Eolico,2006-10-31,Asturias,belmonte miranda,"43,28188653","-6,21778488"
Grandas de Salime,7920.0,Eolico,2003-05-09,Asturias,grandas salime,"43,21773395","-6,87638973"
Llanera,2.5,Solar,2004-12-14,Asturias,llanera,"43,44134929","-5,85167484"
Pravia,4.0,Solar,2003-11-24,Asturias,pravia,"43,48912351","-6,11182497"
Regueras (Las),5.0,Solar,2004-03-03,Asturias,regueras,"43,41444834","-5,96790968"
Salas,2550.0,Eolico,2010-03-26,Asturias,salas,"43,40897","-6,26079"
Salas,3400.0,Eolico,2011-12-14,Asturias,salas,"43,40897","-6,26079"
Salas,42500.0,Eolico,2007-07-18,Asturias,salas,"43,40897","-6,26079"
Salas,850.0,Eolico,2010-03-26,Asturias,salas,"43,40897","-6,26079"
Salas,1700.0,Eolico,2010-03-26,Asturias,salas,"43,40897","-6,26079"
Salas,30600.0,Eolico,2007-07-31,Asturias,salas,"43,40897","-6,26079"
Salas,2550.0,Eolico,2010-03-26,Asturias,salas,"43,40897","-6,26079"
Salas,5100.0,Eolico,2011-11-14,Asturias,salas,"43,40897","-6,26079"
AvilÃ©s,2.2,Solar,2004-10-08,Asturias,avila c s,,
VillayÃ³n,21000.0,Eolico,2021-10-05,Asturias,villaya3n,,
Villanueva de Oscos,28000.0,Eolico,2009-04-14,Asturias,villanueva oscos,"43,31181691","-6,98564909"
Villanueva de Oscos,5.0,Solar,2004-03-17,Asturias,villanueva oscos,"43,31181691","-6,98564909"
CoaÃ±a,6000.0,Eolico,2007-06-29,Asturias,coaa+ a,,
Castropol,38000.0,Eolico,2012-10-30,Asturias,castropol,"43,52757398","-7,03005089"
Llanera,5.0,Solar,2005-10-25,Asturias,llanera,"43,44134929","-5,85167484"
Laviana,3.3,Solar,2005-11-30,Asturias,laviana,"43,24712327","-5,56393683"
Santo Adriano,5.0,Solar,2005-04-06,Asturias,santo adriano,"43,27080128","-6,00126868"
GijÃ³n,21.7,Solar,2005-08-29,Asturias,gija3n,,
Langreo,4.4,Solar,2005-07-14,Asturias,langreo,"43,29473461","-5,68337382"
GijÃ³n,10.0,Solar,2005-08-29,Asturias,gija3n,,
Yernes y Tameza,2.4,Solar,2006-05-17,Asturias,yernes tameza,"43,25115414","-6,12852371"
GijÃ³n,4.4,Solar,2006-05-09,Asturias,gija3n,,
Villaviciosa,5.7,Solar,2006-06-19,Asturias,villaviciosa,"43,48140933","-5,43480263"
Caso,2.5,Solar,2006-07-13,Asturias,caso,"43,18235684","-5,34401882"
Taramundi,2.5,Solar,2006-12-18,Asturias,taramundi,"43,36130859","-7,10929886"
Ribera de Arriba,2.4,Solar,2006-12-26,Asturias,ribera arriba,"43,30958383","-5,87580874"
CarreÃ±o,2.5,Solar,2006-03-19,Asturias,carrea+ o,,
GijÃ³n,5.0,Solar,2007-04-27,Asturias,gija3n,,
Proaza,3.3,Solar,2007-04-26,Asturias,proaza,"43,25306969","-6,01490537"
Santo Adriano,3.3,Solar,2007-06-07,Asturias,santo adriano,"43,27080128","-6,00126868"
Cangas del Narcea,3.0,Solar,2007-07-17,Asturias,cangas narcea,"43,1772214","-6,55205753"
GijÃ³n,10.0,Solar,2007-07-12,Asturias,gija3n,,
Santo Adriano,5.0,Solar,2007-08-27,Asturias,santo adriano,"43,27080128","-6,00126868"
Navia,4.6,Solar,2007-11-09,Asturias,navia,"43,53906309","-6,72264777"
Salas,2.5,Solar,2008-04-02,Asturias,salas,"43,40897","-6,26079"
Cangas de OnÃ­s,2.5,Solar,2008-04-30,Asturias,cangas onas,,
GijÃ³n,5.0,Solar,2008-04-29,Asturias,gija3n,,
Oviedo,5.4,Solar,2008-05-29,Asturias,oviedo,"43,36232165","-5,84372206"
DegaÃ±a,2.5,Solar,2008-06-09,Asturias,degaa+ a,,
Llanes,5.0,Solar,2008-08-11,Asturias,llanes,"43,42236986","-4,75450323"
Llanera,100.0,Solar,2008-08-14,Asturias,llanera,"43,44134929","-5,85167484"
Llanera,5.0,Solar,2008-08-20,Asturias,llanera,"43,44134929","-5,85167484"
Laviana,4.6,Solar,2008-08-28,Asturias,laviana,"43,24712327","-5,56393683"
GijÃ³n,5.0,Solar,2008-09-12,Asturias,gija3n,,
GijÃ³n,20.0,Solar,2008-09-17,Asturias,gija3n,,
Oviedo,5.0,Solar,2008-09-23,Asturias,oviedo,"43,36232165","-5,84372206"
GijÃ³n,20.0,Solar,2008-09-25,Asturias,gija3n,,
Siero,49.8,Solar,2008-09-26,Asturias,siero,"43,39474647","-5,66321486"
Mieres,5.0,Solar,2008-10-20,Asturias,mieres,"42,12441236","2,64011215"
Cangas de OnÃ­s,5.0,Solar,2008-11-18,Asturias,cangas onas,,
Tineo,44000.0,Eolico,2009-05-08,Asturias,tineo,"43,33525572","-6,4149822"
Ponga,2.75,Solar,2009-05-18,Asturias,ponga,"43,19144454","-5,1648398"
Siero,50.0,Solar,2010-02-18,Asturias,siero,"43,39474647","-5,66321486"
VillayÃ³n,2.5,Solar,2010-04-05,Asturias,villaya3n,,
GijÃ³n,30.0,Solar,2010-09-06,Asturias,gija3n,,
Santo Adriano,5.0,Solar,2009-08-20,Asturias,santo adriano,"43,27080128","-6,00126868"
Llanera,18.05,Solar,2010-12-23,Asturias,llanera,"43,44134929","-5,85167484"
Allande,8000.0,Eolico,2011-11-17,Asturias,allande,"43,27229373","-6,60838301"
Allande,4000.0,Eolico,2011-11-17,Asturias,allande,"43,27229373","-6,60838301"
Allande,16000.0,Eolico,2011-11-17,Asturias,allande,"43,27229373","-6,60838301"
Allande,8000.0,Eolico,2011-11-17,Asturias,allande,"43,27229373","-6,60838301"
Allande,12000.0,Eolico,2011-11-17,Asturias,allande,"43,27229373","-6,60838301"
Allande,2000.0,Eolico,2012-07-12,Asturias,allande,"43,27229373","-6,60838301"
CarreÃ±o,20.0,Solar,2011-05-19,Asturias,carrea+ o,,
Candamo,16000.0,Eolico,2011-12-15,Asturias,candamo,"43,43659271","-6,0591576"
CarreÃ±o,10.0,Solar,2011-11-15,Asturias,carrea+ o,,
GozÃ³n,26.6,Solar,2012-02-28,Asturias,goza3n,,
Siero,10.0,Solar,2012-10-22,Asturias,siero,"43,39474647","-5,66321486"
San Tirso de Abres,1000.0,Eolico,2020-06-17,Asturias,san tirso abres,"43,40890584","-7,14287065"
San Tirso de Abres,8000.0,Eolico,2012-12-07,Asturias,san tirso abres,"43,40890584","-7,14287065"
VillayÃ³n,12000.0,Eolico,2012-12-07,Asturias,villaya3n,,
VillayÃ³n,10000.0,Eolico,2012-12-18,Asturias,villaya3n,,
VillayÃ³n,14000.0,Eolico,2012-12-18,Asturias,villaya3n,,
GijÃ³n,45.0,Solar,2012-12-27,Asturias,gija3n,,
Oviedo,2.75,Solar,2013-06-28,Asturias,oviedo,"43,36232165","-5,84372206"
Villanueva de Oscos,6000.0,Eolico,2013-11-07,Asturias,villanueva oscos,"43,31181691","-6,98564909"
Siero,10.0,Solar,2015-02-09,Asturias,siero,"43,39474647","-5,66321486"
AvilÃ©s,99.925,Solar,2018-11-09,Asturias,avila c s,,
GijÃ³n,8.0,Solar,2019-12-05,Asturias,gija3n,,
Navia,2625.0,Eolico,2021-11-08,Asturias,navia,"43,53906309","-6,72264777"
Navia,34125.0,Eolico,2021-11-08,Asturias,navia,"43,53906309","-6,72264777"
Tineo,34125.0,Eolico,2021-10-05,Asturias,tineo,"43,33525572","-6,4149822"
VillayÃ³n,36750.0,Eolico,2021-11-10,Asturias,villaya3n,,
Siero,250.0,Solar,2021-10-27,Asturias,siero,"43,39474647","-5,66321486"
ValdÃ©s,40000.0,Eolico,2022-10-07,Asturias,valda c s,,
ValdÃ©s,10000.0,Eolico,2022-10-07,Asturias,valda c s,,
Llanera,60.0,Solar,2023-03-14,Asturias,llanera,"43,44134929","-5,85167484"
Siero,79.06,Solar,2023-11-21,Asturias,siero,"43,39474647","-5,66321486"
Siero,60.0,Solar,2024-08-28,Asturias,siero,"43,39474647","-5,66321486"
Siero,4.5,Solar,2004-06-11,Asturias,siero,"43,39474647","-5,66321486"
Siero,4.5,Solar,2004-06-11,Asturias,siero,"43,39474647","-5,66321486"
Villaviciosa,4.4,Solar,2004-06-16,Asturias,villaviciosa,"43,48140933","-5,43480263"
Vegadeo,5.0,Solar,2004-07-09,Asturias,vegadeo,"43,46464665","-7,05066334"
Vegadeo,1.7,Solar,2004-07-09,Asturias,vegadeo,"43,46464665","-7,05066334"
PiÃ©lagos,5.0,Solar,2014-06-19,Cantabria,pia c lagos,,
Camargo,5.0,Solar,2003-12-05,Cantabria,camargo,"43,42352778","-3,855083333"
RibamontÃ¡n al Mar,3.4,Solar,2005-03-04,Cantabria,ribamonta!n al mar,,
