Municipio,Potencia,Grupo,Fecha,Provincia,__mun_key__,LATITUD_ETRS89,LONGITUD_ETRS89
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,15.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,15.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,15.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,75.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,75.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,75.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,45.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,45.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,15.0,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,97.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Murchante,7.5,Solar,2007-02-27,Navarra,murchante,"42,02926813","-1,65720572"
Olite,50.0,Solar,2007-04-10,Navarra,olite,,
Olite,80.0,Solar,2007-04-10,Navarra,olite,,
Olite,35.0,Solar,2007-04-10,Navarra,olite,,
Olite,80.0,Solar,2007-04-10,Navarra,olite,,
Olite,45.0,Solar,2007-04-10,Navarra,olite,,
Olite,45.0,Solar,2007-04-10,Navarra,olite,,
Olite,50.0,Solar,2007-04-10,Navarra,olite,,
Olite,25.0,Solar,2007-04-10,Navarra,olite,,
Olite,40.0,Solar,2007-04-10,Navarra,olite,,
Olite,50.0,Solar,2007-04-10,Navarra,olite,,
Olite,80.0,Solar,2007-04-10,Navarra,olite,,
Olite,15.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,15.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,15.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,30.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,25.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,50.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,15.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,15.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,20.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,10.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Olite,5.0,Solar,2007-04-10,Navarra,olite,,
Tiebas-Muruarte de Reta,5.0,Solar,2007-03-26,Navarra,tiebas muruarte reta,"42,69421255","-1,63887849"
Tudela,15.0,Solar,2007-05-03,Navarra,tudela,"42,06346352","-1,60578122"
Viana,50.0,Solar,2007-05-03,Navarra,viana,"42,51526446","-2,37140346"
CastejÃ³n,50.0,Solar,2007-05-17,Navarra,casteja3n,,
Eulate,17.64,Solar,2007-05-25,Navarra,eulate,"42,77678422","-2,20858103"
Murchante,5.0,Solar,2007-05-22,Navarra,murchante,"42,02926813","-1,65720572"
Ribaforada,3.5,Solar,2007-05-31,Navarra,ribaforada,"41,99815564","-1,50950675"
Ribaforada,3.5,Solar,2007-05-31,Navarra,ribaforada,"41,99815564","-1,50950675"
Tafalla,7.5,Solar,2005-11-15,Navarra,tafalla,"42,52831262","-1,67714182"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
Murillo el Cuende,5.0,Solar,2007-06-11,Navarra,murillo cuende,"42,39818663","-1,62939632"
