Municipio,Potencia,Grupo,Fecha,Provincia
Borges Blanques (Les),100.0,Solar,2008-06-25,Lerida
Borges Blanques (Les),100.0,Solar,2008-06-25,Lerida
Tàrrega,19.8,Solar,2008-07-11,Lerida
Tàrrega,19.8,Solar,2008-07-11,Lerida
Tàrrega,29.7,Solar,2008-07-11,Lerida
Tàrrega,19.8,Solar,2008-07-11,Lerida
Tàrrega,29.7,Solar,2008-07-11,Lerida
Tàrrega,9.9,Solar,2008-07-11,Lerida
Tàrrega,9.9,Solar,2008-07-11,Lerida
Tàrrega,29.7,Solar,2008-07-11,Lerida
Tàrrega,99.0,Solar,2008-07-11,Lerida
Tàrrega,9.9,Solar,2008-07-11,Lerida
Tàrrega,29.7,Solar,2008-07-11,Lerida
Tàrrega,9.9,Solar,2008-07-11,Lerida
Tàrrega,9.9,Solar,2008-07-11,Lerida
Tàrrega,19.8,Solar,2008-07-11,Lerida
Tàrrega,19.8,Solar,2008-07-11,Lerida
Tàrrega,19.8,Solar,2008-07-11,Lerida
Tàrrega,29.7,Solar,2008-07-11,Lerida
Tàrrega,29.7,Solar,2008-07-11,Lerida
Tàrrega,9.9,Solar,2008-07-11,Lerida
Tàrrega,49.5,Solar,2008-07-11,Lerida
Tàrrega,19.8,Solar,2008-07-11,Lerida
Tàrrega,29.7,Solar,2008-07-11,Lerida
Tàrrega,9.9,Solar,2008-07-11,Lerida
Vila-sana,10.0,Solar,2008-06-30,Lerida
Vila-sana,100.0,Solar,2008-06-30,Lerida
Vila-sana,90.0,Solar,2008-06-30,Lerida
Vila-sana,40.0,Solar,2008-06-30,Lerida
Vila-sana,10.0,Solar,2008-06-30,Lerida
Vila-sana,20.0,Solar,2008-06-30,Lerida
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,90.0,Solar,2008-07-29,Gerona
Ordis,10.0,Solar,2008-07-29,Gerona
Ordis,10.0,Solar,2008-07-29,Gerona
Golmés,297.0,Solar,2008-07-09,Lerida
Golmés,16.5,Solar,2008-07-09,Lerida
Golmés,55.0,Solar,2008-07-09,Lerida
Golmés,82.5,Solar,2008-07-09,Lerida
Golmés,5.5,Solar,2008-07-09,Lerida
Golmés,16.5,Solar,2008-07-09,Lerida
Golmés,11.0,Solar,2008-07-09,Lerida
Golmés,16.5,Solar,2008-07-09,Lerida
Borges Blanques (Les),82.5,Solar,2008-07-25,Lerida
Borges Blanques (Les),82.5,Solar,2008-07-25,Lerida
Borges Blanques (Les),82.5,Solar,2008-07-25,Lerida
Borges Blanques (Les),82.5,Solar,2008-07-25,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-07-09,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-07-09,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-07-09,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-07-09,Lerida
Poal (El),2000.0,Solar,2008-07-28,Lerida
Prats de Lluçanès,94.5,Solar,2008-08-25,Barcelona
Prats de Lluçanès,94.5,Solar,2008-08-25,Barcelona
Prats de Lluçanès,94.5,Solar,2008-08-25,Barcelona
Prats de Lluçanès,94.5,Solar,2008-08-25,Barcelona
Prats de Lluçanès,94.5,Solar,2008-08-25,Barcelona
Prats de Lluçanès,94.5,Solar,2008-08-25,Barcelona
Prats de Lluçanès,94.5,Solar,2008-08-25,Barcelona
Prats de Lluçanès,94.5,Solar,2008-08-25,Barcelona
Prats de Lluçanès,47.25,Solar,2008-08-25,Barcelona
Prats de Lluçanès,47.25,Solar,2008-08-25,Barcelona
Prats de Lluçanès,27.0,Solar,2008-08-25,Barcelona
Pineda de Mar,200.0,Solar,2008-08-27,Barcelona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Ulldecona,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Aldover,100.0,Solar,2008-08-14,Tarragona
Bellvís,5.5,Solar,2008-08-08,Lerida
Bellvís,49.5,Solar,2008-08-08,Lerida
Bellvís,44.0,Solar,2008-08-08,Lerida
Bellvís,55.0,Solar,2008-08-08,Lerida
Bellvís,99.0,Solar,2008-08-08,Lerida
Bellvís,99.0,Solar,2008-08-08,Lerida
Bellvís,82.5,Solar,2008-08-08,Lerida
Bellvís,82.5,Solar,2008-08-08,Lerida
Bellvís,66.0,Solar,2008-08-08,Lerida
Bellvís,38.5,Solar,2008-08-08,Lerida
Bellvís,99.0,Solar,2008-08-08,Lerida
Bellvís,33.0,Solar,2008-08-08,Lerida
Bellvís,33.0,Solar,2008-08-08,Lerida
Bellvís,33.0,Solar,2008-08-08,Lerida
Bellvís,27.5,Solar,2008-08-08,Lerida
Bellvís,16.5,Solar,2008-08-08,Lerida
Bellvís,88.0,Solar,2008-08-08,Lerida
Bellvís,99.0,Solar,2008-08-08,Lerida
Bellvís,99.0,Solar,2008-08-08,Lerida
Bellvís,99.0,Solar,2008-08-08,Lerida
Bellvís,99.0,Solar,2008-08-08,Lerida
Bellvís,99.0,Solar,2008-08-08,Lerida
Bellvís,49.5,Solar,2008-08-08,Lerida
Fonollosa,25.0,Solar,2008-08-25,Barcelona
Fonollosa,25.0,Solar,2008-08-25,Barcelona
Fonollosa,80.0,Solar,2008-08-25,Barcelona
Fonollosa,80.0,Solar,2008-08-25,Barcelona
Fonollosa,80.0,Solar,2008-08-25,Barcelona
Fonollosa,80.0,Solar,2008-08-25,Barcelona
Fonollosa,50.0,Solar,2008-08-25,Barcelona
Fonollosa,50.0,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,20.0,Solar,2008-08-25,Barcelona
Fonollosa,50.0,Solar,2008-08-25,Barcelona
Fonollosa,50.0,Solar,2008-08-25,Barcelona
Fonollosa,50.0,Solar,2008-08-25,Barcelona
Fonollosa,50.0,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,100.0,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,9.3,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,11.4,Solar,2008-08-25,Barcelona
Fonollosa,50.0,Solar,2008-08-25,Barcelona
Galera (La),100.0,Solar,2008-08-14,Tarragona
Galera (La),100.0,Solar,2008-08-14,Tarragona
Galera (La),50.0,Solar,2008-08-14,Tarragona
Galera (La),50.0,Solar,2008-08-14,Tarragona
Galera (La),50.0,Solar,2008-08-14,Tarragona
Galera (La),20.0,Solar,2008-08-14,Tarragona
Amposta,100.0,Solar,2008-08-14,Tarragona
Amposta,100.0,Solar,2008-08-14,Tarragona
Amposta,100.0,Solar,2008-08-14,Tarragona
Amposta,100.0,Solar,2008-08-14,Tarragona
Amposta,100.0,Solar,2008-08-14,Tarragona
Amposta,30.0,Solar,2008-08-14,Tarragona
Amposta,50.0,Solar,2008-08-14,Tarragona
Amposta,50.0,Solar,2008-08-14,Tarragona
Amposta,30.0,Solar,2008-08-14,Tarragona
Amposta,20.0,Solar,2008-08-14,Tarragona
Amposta,100.0,Solar,2008-08-14,Tarragona
Amposta,100.0,Solar,2008-08-14,Tarragona
Amposta,50.0,Solar,2008-08-14,Tarragona
Amposta,100.0,Solar,2008-08-14,Tarragona
Amposta,50.0,Solar,2008-08-14,Tarragona
Sant Esteve Sesrovires,678.3,Solar,2008-08-27,Barcelona
Pacs del Penedès,648.0,Solar,2008-08-27,Barcelona
Prat de Llobregat (El),720.0,Solar,2008-09-04,Barcelona
Prat de Llobregat (El),810.0,Solar,2008-09-04,Barcelona
Maials,1000.0,Solar,2008-08-22,Lerida
Juneda,99.0,Solar,2008-08-14,Lerida
Juneda,90.0,Solar,2008-08-14,Lerida
Juneda,90.0,Solar,2008-08-14,Lerida
Juneda,90.0,Solar,2008-08-14,Lerida
Juneda,90.0,Solar,2008-08-14,Lerida
Juneda,90.0,Solar,2008-08-14,Lerida
Juneda,90.0,Solar,2008-08-14,Lerida
Juneda,72.0,Solar,2008-08-14,Lerida
Juneda,81.0,Solar,2008-08-14,Lerida
Bellvís,44.0,Solar,2008-08-29,Lerida
Bellvís,22.0,Solar,2008-08-29,Lerida
Bellvís,33.0,Solar,2008-08-29,Lerida
Bellvís,99.0,Solar,2008-08-29,Lerida
Bellvís,99.0,Solar,2008-08-29,Lerida
Bellvís,99.0,Solar,2008-08-29,Lerida
Bellvís,99.0,Solar,2008-08-29,Lerida
Bellvís,99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Palau d'Anglesola (El),99.0,Solar,2008-08-29,Lerida
Corbins,88.0,Solar,2008-08-08,Lerida
Corbins,88.0,Solar,2008-08-08,Lerida
Barcelona,600.0,Solar,2008-09-05,Barcelona
Juneda,99.0,Solar,2008-08-08,Lerida
Juneda,99.0,Solar,2008-08-08,Lerida
Olèrdola,325.0,Solar,2008-09-09,Barcelona
Cardona,300.0,Solar,2008-09-10,Barcelona
Albesa,2200.0,Solar,2008-08-29,Lerida
Mediona,400.0,Solar,2008-09-09,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Montmajor,100.0,Solar,2008-09-10,Barcelona
Aguilar de Segarra,605.0,Solar,2008-09-10,Barcelona
Alamús (Els),1500.0,Solar,2008-09-03,Lerida
Cervià de les Garrigues,1000.0,Solar,2008-09-03,Lerida
Cervera,99.0,Solar,2008-08-01,Lerida
Cervera,99.0,Solar,2008-08-01,Lerida
Cervera,99.0,Solar,2008-08-01,Lerida
Cervera,99.0,Solar,2008-08-01,Lerida
Borges Blanques (Les),1500.0,Solar,2008-09-01,Lerida
Seròs,79.2,Solar,2008-08-14,Lerida
Seròs,79.2,Solar,2008-08-14,Lerida
Seròs,79.2,Solar,2008-08-14,Lerida
Seròs,79.2,Solar,2008-08-14,Lerida
Seròs,79.2,Solar,2008-08-14,Lerida
Seròs,99.0,Solar,2008-08-14,Lerida
Seròs,99.0,Solar,2008-08-14,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Arbeca,100.0,Solar,2008-08-22,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Borges Blanques (Les),100.0,Solar,2008-08-29,Lerida
Cervera,1500.0,Solar,2008-08-14,Lerida
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,90.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,15.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,30.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,30.0,Solar,2008-09-16,Gerona
Sant Andreu Salou,10.0,Solar,2008-09-16,Gerona
Vila-rodona,1175.0,Solar,2008-09-08,Tarragona
Siurana,1000.0,Solar,2008-09-22,Gerona
Siurana,85.0,Solar,2008-09-22,Gerona
Siurana,100.0,Solar,2008-09-22,Gerona
Siurana,100.0,Solar,2008-09-22,Gerona
Siurana,100.0,Solar,2008-09-22,Gerona
Siurana,100.0,Solar,2008-09-22,Gerona
Siurana,100.0,Solar,2008-09-22,Gerona
Siurana,100.0,Solar,2008-09-22,Gerona
Siurana,100.0,Solar,2008-09-22,Gerona
Capmany,400.0,Solar,2008-09-25,Gerona
Organyà,500.0,Solar,2008-09-24,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Juneda,99.0,Solar,2008-09-15,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Biosca,100.0,Solar,2008-09-05,Lerida
Algerri,99.75,Solar,2008-09-16,Lerida
Algerri,99.75,Solar,2008-09-16,Lerida
Algerri,99.75,Solar,2008-09-16,Lerida
Algerri,99.0,Solar,2008-09-16,Lerida
Algerri,99.0,Solar,2008-09-16,Lerida
Algerri,99.0,Solar,2008-09-16,Lerida
Torres de Segre,99.75,Solar,2008-09-09,Lerida
Torres de Segre,99.75,Solar,2008-09-09,Lerida
Torres de Segre,99.75,Solar,2008-09-09,Lerida
Torres de Segre,99.75,Solar,2008-09-09,Lerida
Torres de Segre,99.0,Solar,2008-09-15,Lerida
Torres de Segre,99.0,Solar,2008-09-15,Lerida
Torres de Segre,99.0,Solar,2008-09-15,Lerida
Torres de Segre,99.0,Solar,2008-09-15,Lerida
Torres de Segre,99.0,Solar,2008-09-15,Lerida
Torres de Segre,11.0,Solar,2008-09-15,Lerida
Torres de Segre,5.5,Solar,2008-09-15,Lerida
Torres de Segre,11.0,Solar,2008-09-15,Lerida
Torres de Segre,11.0,Solar,2008-09-15,Lerida
Torres de Segre,11.0,Solar,2008-09-15,Lerida
Puigverd de Lleida,50.0,Solar,2008-09-25,Lerida
Puigverd de Lleida,50.0,Solar,2008-09-25,Lerida
Puigverd de Lleida,50.0,Solar,2008-09-25,Lerida
Puigverd de Lleida,30.0,Solar,2008-09-25,Lerida
Reus,54.0,Solar,2008-09-22,Tarragona
Reus,100.0,Solar,2008-09-22,Tarragona
Reus,5.0,Solar,2008-09-22,Tarragona
Reus,20.0,Solar,2008-09-22,Tarragona
Reus,35.0,Solar,2008-09-22,Tarragona
Reus,100.0,Solar,2008-09-22,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Móra la Nova,100.0,Solar,2008-09-05,Tarragona
Sallent,320.0,Solar,2008-09-16,Barcelona
Centelles,200.0,Solar,2008-09-16,Barcelona
Tortosa,299.25,Solar,2008-09-09,Tarragona
Alfés,50.0,Solar,2008-08-14,Lerida
Alfés,100.0,Solar,2008-08-14,Lerida
Alfés,100.0,Solar,2008-08-14,Lerida
Alfés,100.0,Solar,2008-08-14,Lerida
Alfés,25.0,Solar,2008-08-14,Lerida
Alfés,50.0,Solar,2008-08-14,Lerida
Alfés,25.0,Solar,2008-08-14,Lerida
Juneda,80.0,Solar,2008-08-29,Lerida
Juneda,80.0,Solar,2008-08-29,Lerida
Quar (La),78.2,Solar,2008-09-16,Barcelona
Quar (La),41.4,Solar,2008-09-16,Barcelona
Quar (La),41.4,Solar,2008-09-16,Barcelona
Quar (La),18.4,Solar,2008-09-16,Barcelona
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Vila-sana,100.0,Solar,2008-08-27,Lerida
Linyola,99.0,Solar,2008-08-27,Lerida
Linyola,99.0,Solar,2008-08-27,Lerida
Linyola,99.0,Solar,2008-08-27,Lerida
Linyola,99.0,Solar,2008-08-27,Lerida
Linyola,99.0,Solar,2008-08-27,Lerida
Linyola,69.3,Solar,2008-08-27,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-08-22,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-08-22,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-08-22,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-08-22,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-08-22,Lerida
Bell-lloc d'Urgell,99.0,Solar,2008-08-22,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Linyola,49.5,Solar,2008-08-14,Lerida
Martorell,247.5,Solar,2008-09-22,Barcelona
Barcelona,746.0,Solar,2008-09-23,Barcelona
Abrera,2784.0,Solar,2008-09-23,Barcelona
Sant Quirze del Vallès,400.0,Solar,2008-09-22,Barcelona
Granollers,150.0,Solar,2008-09-22,Barcelona
Masquefa,250.0,Solar,2008-09-22,Barcelona
Olèrdola,200.0,Solar,2008-09-22,Barcelona
Roca del Vallès (La),1100.0,Solar,2008-09-22,Barcelona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,99.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,99.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,96.0,Solar,2008-09-18,Tarragona
Flix,99.0,Solar,2008-09-18,Tarragona
Flix,99.0,Solar,2008-09-18,Tarragona
Flix,99.0,Solar,2008-09-18,Tarragona
Flix,99.0,Solar,2008-09-18,Tarragona
Flix,99.0,Solar,2008-09-18,Tarragona
Flix,99.0,Solar,2008-09-18,Tarragona
Constantí,200.0,Solar,2008-09-17,Tarragona
Valls,180.0,Solar,2008-09-17,Tarragona
Cambrils,300.0,Solar,2008-09-17,Tarragona
Constantí,200.0,Solar,2008-09-16,Tarragona
Riudarenes,79.2,Solar,2008-06-06,Gerona
Palol de Revardit,54.3,Solar,2008-06-11,Gerona
Cornellà del Terri,15.0,Solar,2008-06-11,Gerona
Cornellà del Terri,49.8,Solar,2008-06-16,Gerona
Camprodon,1.0,Solar,2008-06-26,Gerona
Begur,4.8,Solar,2008-06-27,Gerona
Cornellà del Terri,7.8,Solar,2008-07-04,Gerona
Lloret de Mar,5.0,Solar,2008-07-04,Gerona
Porqueres,50.0,Solar,2008-07-08,Gerona
Preses (Les),55.0,Solar,2008-07-10,Gerona
Cervera,1.1,Solar,2008-07-16,Lerida
Tornabous,13.8,Solar,2008-07-16,Lerida
Lleida,99.0,Solar,2008-07-17,Lerida
Cornellà del Terri,75.0,Solar,2008-07-18,Gerona
Cornellà del Terri,15.6,Solar,2008-07-18,Gerona
Lleida,45.0,Solar,2008-07-18,Lerida
Querol,25.0,Solar,2008-07-22,Tarragona
Reus,35.0,Solar,2008-07-22,Tarragona
Tornabous,39.6,Solar,2008-07-23,Lerida
Rabós,1.1,Solar,2008-07-23,Gerona
Arbúcies,100.0,Solar,2008-07-24,Gerona
Lleida,20.0,Solar,2008-07-24,Lerida
Arbúcies,30.0,Solar,2008-07-24,Gerona
Camarasa,95.0,Solar,2008-07-25,Lerida
Barcelona,97.5,Solar,2008-07-25,Barcelona
Tarragona,15.0,Solar,2008-07-25,Tarragona
Tarragona,85.0,Solar,2008-07-28,Tarragona
Juneda,100.0,Solar,2008-07-29,Lerida
Barbens,30.0,Solar,2008-07-29,Lerida
Castell-Platja d'Aro,9.9,Solar,2008-07-30,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
Sant Feliu de Buixalleu,90.0,Solar,2008-09-24,Gerona
