Municipio,Potencia,Grupo,Fecha,Provincia
Gijón,10.0,Solar,2007-07-12,Asturias
Santo Adriano,5.0,Solar,2007-08-27,Asturias
Navia,4.6,Solar,2007-11-09,Asturias
Salas,2.5,Solar,2008-04-02,Asturias
Cangas de Onís,2.5,Solar,2008-04-30,Asturias
Gijón,5.0,Solar,2008-04-29,Asturias
Oviedo,5.4,Solar,2008-05-29,Asturias
Degaña,2.5,Solar,2008-06-09,Asturias
Llanes,5.0,Solar,2008-08-11,Asturias
Llanera,100.0,Solar,2008-08-14,Asturias
Llanera,5.0,Solar,2008-08-20,Asturias
Laviana,4.6,Solar,2008-08-28,Asturias
Gijón,5.0,Solar,2008-09-12,Asturias
Gijón,20.0,Solar,2008-09-17,Asturias
Oviedo,5.0,Solar,2008-09-23,Asturias
Gijón,20.0,Solar,2008-09-25,Asturias
Siero,49.8,Solar,2008-09-26,Asturias
Mieres,5.0,Solar,2008-10-20,Asturias
Cangas de Onís,5.0,Solar,2008-11-18,Asturias
Tineo,44000.0,Eolico,2009-05-08,Asturias
Ponga,2.75,Solar,2009-05-18,Asturias
Siero,50.0,Solar,2010-02-18,Asturias
Villayón,2.5,Solar,2010-04-05,Asturias
Gijón,30.0,Solar,2010-09-06,Asturias
Santo Adriano,5.0,Solar,2009-08-20,Asturias
Llanera,18.05,Solar,2010-12-23,Asturias
Allande,8000.0,Eolico,2011-11-17,Asturias
Allande,4000.0,Eolico,2011-11-17,Asturias
Allande,16000.0,Eolico,2011-11-17,Asturias
Allande,8000.0,Eolico,2011-11-17,Asturias
Allande,12000.0,Eolico,2011-11-17,Asturias
Allande,2000.0,Eolico,2012-07-12,Asturias
Carreño,20.0,Solar,2011-05-19,Asturias
Candamo,16000.0,Eolico,2011-12-15,Asturias
Carreño,10.0,Solar,2011-11-15,Asturias
Gozón,26.6,Solar,2012-02-28,Asturias
Siero,10.0,Solar,2012-10-22,Asturias
San Tirso de Abres,1000.0,Eolico,2020-06-17,Asturias
San Tirso de Abres,8000.0,Eolico,2012-12-07,Asturias
Villayón,12000.0,Eolico,2012-12-07,Asturias
Villayón,10000.0,Eolico,2012-12-18,Asturias
Villayón,14000.0,Eolico,2012-12-18,Asturias
Gijón,45.0,Solar,2012-12-27,Asturias
Oviedo,2.75,Solar,2013-06-28,Asturias
Villanueva de Oscos,6000.0,Eolico,2013-11-07,Asturias
Siero,10.0,Solar,2015-02-09,Asturias
Avilés,99.925,Solar,2018-11-09,Asturias
Gijón,8.0,Solar,2019-12-05,Asturias
Navia,2625.0,Eolico,2021-11-08,Asturias
Navia,34125.0,Eolico,2021-11-08,Asturias
Tineo,34125.0,Eolico,2021-10-05,Asturias
Villayón,36750.0,Eolico,2021-11-10,Asturias
Siero,250.0,Solar,2021-10-27,Asturias
Valdés,40000.0,Eolico,2022-10-07,Asturias
Valdés,10000.0,Eolico,2022-10-07,Asturias
Llanera,60.0,Solar,2023-03-14,Asturias
Siero,79.06,Solar,2023-11-21,Asturias
Siero,60.0,Solar,2024-08-28,Asturias
Siero,4.5,Solar,2004-06-11,Asturias
Siero,4.5,Solar,2004-06-11,Asturias
Villaviciosa,4.4,Solar,2004-06-16,Asturias
Vegadeo,5.0,Solar,2004-07-09,Asturias
Vegadeo,1.7,Solar,2004-07-09,Asturias
Piélagos,5.0,Solar,2014-06-19,Cantabria
Camargo,5.0,Solar,2003-12-05,Cantabria
Ribamontán al Mar,3.4,Solar,2005-03-04,Cantabria
Santander,5.0,Solar,2005-04-04,Cantabria
Campoo de Enmedio,5.0,Solar,2005-05-26,Cantabria
Camargo,12.5,Solar,2005-05-24,Cantabria
Camargo,5.0,Solar,2005-03-23,Cantabria
Torrelavega,5.0,Solar,2005-03-21,Cantabria
Torrelavega,12.5,Solar,2007-11-06,Cantabria
Camargo,5.0,Solar,2005-03-23,Cantabria
Camargo,5.0,Solar,2005-03-21,Cantabria
Santander,5.0,Solar,2005-08-24,Cantabria
Medio Cudeyo,5.0,Solar,2005-07-12,Cantabria
Liérganes,10.0,Solar,2005-08-22,Cantabria
Puente Viesgo,5.0,Solar,2005-12-05,Cantabria
Marina de Cudeyo,10.0,Solar,2007-07-13,Cantabria
Marina de Cudeyo,5.0,Solar,2006-01-18,Cantabria
Reinosa,2.5,Solar,2006-02-27,Cantabria
Riotuerto,22.1,Solar,2006-02-21,Cantabria
Miengo,5.0,Solar,2006-04-19,Cantabria
Astillero (El),10.0,Solar,2006-04-12,Cantabria
Santander,2.5,Solar,2005-08-24,Cantabria
Camargo,5.0,Solar,2005-08-22,Cantabria
Torrelavega,5.0,Solar,2005-07-12,Cantabria
Suances,50.0,Solar,2006-05-23,Cantabria
Penagos,5.0,Solar,2006-05-25,Cantabria
Escalante,5.0,Solar,2006-07-03,Cantabria
Piélagos,5.0,Solar,2006-07-03,Cantabria
Escalante,5.0,Solar,2006-07-03,Cantabria
Camargo,5.0,Solar,2006-07-03,Cantabria
Villacarriedo,5.0,Solar,2006-07-03,Cantabria
Piélagos,5.0,Solar,2006-07-03,Cantabria
Piélagos,5.0,Solar,2006-07-31,Cantabria
Piélagos,5.0,Solar,2006-07-31,Cantabria
Riotuerto,5.0,Solar,2006-07-31,Cantabria
Laredo,80.0,Solar,2006-07-19,Cantabria
Entrambasaguas,60.0,Solar,2006-09-06,Cantabria
Torrelavega,5.0,Solar,2006-09-22,Cantabria
Santander,80.0,Solar,2006-11-06,Cantabria
Santa Cruz de Bezana,5.0,Solar,2006-11-14,Cantabria
Santa Cruz de Bezana,5.0,Solar,2006-11-14,Cantabria
Pesquera,5.0,Solar,2007-02-20,Cantabria
Valdeolea,5.0,Solar,2007-02-28,Cantabria
Piélagos,5.0,Solar,2007-03-05,Cantabria
Santander,15.0,Solar,2007-04-09,Cantabria
Hermandad de Campoo de Suso,10.0,Solar,2007-04-19,Cantabria
San Pedro del Romeral,90.0,Solar,2007-08-02,Cantabria
Reocín,25.0,Solar,2007-11-06,Cantabria
Reocín,50.0,Solar,2007-11-06,Cantabria
Reocín,25.0,Solar,2007-11-06,Cantabria
Soba,17850.0,Eolico,2007-12-26,Cantabria
Soba,14450.0,Eolico,2010-11-26,Cantabria
Miengo,3.3,Solar,2007-11-16,Cantabria
Bárcena de Cicero,5.0,Solar,2008-01-29,Cantabria
Rasines,80.0,Solar,2008-02-19,Cantabria
Liendo,3.3,Solar,2008-02-05,Cantabria
Santander,60.0,Solar,2008-02-13,Cantabria
Arnuero,3.3,Solar,2008-05-02,Cantabria
Villacarriedo,2.5,Solar,2008-04-17,Cantabria
Saro,2.5,Solar,2008-04-01,Cantabria
Rozas de Valdearroyo (Las),3.3,Solar,2008-04-07,Cantabria
Selaya,2.5,Solar,2008-05-21,Cantabria
Santoña,3.0,Solar,2008-05-21,Cantabria
Molledo,5.0,Solar,2008-06-10,Cantabria
Laredo,50.0,Solar,2008-09-26,Cantabria
Valderredible,4.3,Solar,2008-09-04,Cantabria
Selaya,15.0,Solar,2008-08-11,Cantabria
Liérganes,4.2,Solar,2008-07-29,Cantabria
Corrales de Buelna (Los),5.0,Solar,2008-08-13,Cantabria
Cabezón de la Sal,3.2,Solar,2008-09-01,Cantabria
Alfoz de Lloredo,5.0,Solar,2008-07-29,Cantabria
Villafufre,15.0,Solar,2008-09-01,Cantabria
Selaya,5.0,Solar,2008-09-01,Cantabria
Santa María de Cayón,5.0,Solar,2008-09-04,Cantabria
Ruesga,5.0,Solar,2008-09-22,Cantabria
Ribamontán al Mar,96.0,Solar,2008-09-04,Cantabria
Ribamontán al Mar,96.0,Solar,2008-09-04,Cantabria
Piélagos,5.0,Solar,2008-09-04,Cantabria
Cartes,8.5,Solar,2008-09-04,Cantabria
Astillero (El),90.0,Solar,2008-09-19,Cantabria
Cabezón de la Sal,40.0,Solar,2008-09-04,Cantabria
Medio Cudeyo,2.5,Solar,2008-09-23,Cantabria
Santillana del Mar,3.8,Solar,2008-09-19,Cantabria
Camargo,5.0,Solar,2008-09-19,Cantabria
Camargo,3.4,Solar,2008-09-22,Cantabria
Santander,2.5,Solar,2008-09-22,Cantabria
Camargo,100.0,Solar,2008-09-12,Cantabria
Santa Cruz de Bezana,25.0,Solar,2008-09-12,Cantabria
Piélagos,70.0,Solar,2008-09-19,Cantabria
Camargo,100.0,Solar,2008-09-18,Cantabria
Soba,50.0,Solar,2008-09-26,Cantabria
Ribamontán al Monte,2.5,Solar,2009-06-17,Cantabria
Vega de Pas,3.3,Solar,2009-05-11,Cantabria
Cartes,20.0,Solar,2010-02-01,Cantabria
Miera,3.3,Solar,2009-06-25,Cantabria
Ribamontán al Mar,20.0,Solar,2010-02-08,Cantabria
Saro,3.3,Solar,2009-06-29,Cantabria
Cartes,10.0,Solar,2010-03-10,Cantabria
Santiurde de Toranzo,4.6,Solar,2010-06-01,Cantabria
Santa Cruz de Bezana,4.6,Solar,2010-04-23,Cantabria
Tresviso,2.75,Solar,2009-11-03,Cantabria
Cillorigo de Liébana,3.0,Solar,2011-02-22,Cantabria
Cabezón de la Sal,3.0,Solar,2011-02-22,Cantabria
Soba,3.0,Solar,2011-02-10,Cantabria
Meruelo,3.5,Solar,2010-12-22,Cantabria
Marina de Cudeyo,5.0,Solar,2011-01-31,Cantabria
Hermandad de Campoo de Suso,5.0,Solar,2010-05-17,Cantabria
Villacarriedo,3.3,Solar,2010-02-02,Cantabria
Selaya,4.6,Solar,2010-06-01,Cantabria
Laredo,3.0,Solar,2011-02-08,Cantabria
Ruesga,3.0,Solar,2011-02-10,Cantabria
Santillana del Mar,3.3,Solar,2011-01-31,Cantabria
Cartes,3.3,Solar,2011-05-18,Cantabria
Astillero (El),5.0,Solar,2011-04-12,Cantabria
Bareyo,4.2,Solar,2011-08-23,Cantabria
Colindres,4.2,Solar,2011-10-11,Cantabria
Molledo,3.3,Solar,2010-11-08,Cantabria
Santiurde de Reinosa,3.3,Solar,2010-11-08,Cantabria
Campoo de Enmedio,4.62,Solar,2010-12-15,Cantabria
Campoo de Enmedio,4.62,Solar,2010-12-15,Cantabria
Santander,20.0,Solar,2010-06-01,Cantabria
Castro-Urdiales,2.5,Solar,2010-06-01,Cantabria
Mazcuerras,4.1,Solar,2010-08-02,Cantabria
Piélagos,5.0,Solar,2011-08-29,Cantabria
Alfoz de Lloredo,6.3,Solar,2011-04-07,Cantabria
Valdeolea,2.5,Solar,2010-11-08,Cantabria
Ampuero,2.5,Solar,2010-11-08,Cantabria
San Miguel de Aguayo,3.4,Solar,2010-11-08,Cantabria
Corrales de Buelna (Los),3.6,Solar,2010-11-08,Cantabria
Santander,6.6,Solar,2011-06-27,Cantabria
Cabezón de la Sal,3.3,Solar,2011-03-08,Cantabria
Santa María de Cayón,3.0,Solar,2010-09-17,Cantabria
Valderredible,5.0,Solar,2008-04-16,Cantabria
Santander,2.5,Solar,2011-03-17,Cantabria
Villaescusa,3.3,Solar,2011-05-18,Cantabria
Santander,3.5,Eolico,2011-08-01,Cantabria
Campoo de Enmedio,3000.0,Eolico,2012-01-26,Cantabria
Cabezón de Liébana,3.8,Solar,2012-06-18,Cantabria
Reinosa,99.9,Solar,2012-04-11,Cantabria
Piélagos,1.2,Solar,2013-12-09,Cantabria
Camargo,1.2,Solar,2013-05-21,Cantabria
Cabezón de la Sal,0.525,Solar,2013-05-29,Cantabria
Santillana del Mar,3.5,Eolico,2013-12-09,Cantabria
Santander,20.0,Solar,2013-07-19,Cantabria
Comillas,10.0,Solar,2015-08-10,Cantabria
Liérganes,1.92,Solar,2015-12-07,Cantabria
Santander,12.0,Solar,2017-04-18,Cantabria
Santander,7.52,Solar,2017-03-07,Cantabria
Santander,54.0,Solar,2016-04-05,Cantabria
Valderredible,100.0,Solar,2023-11-28,Cantabria
Valderredible,600.0,Solar,2021-07-07,Cantabria
Valderredible,900.0,Solar,2021-10-25,Cantabria
Camargo,20.0,Solar,2021-08-06,Cantabria
Camargo,410.0,Solar,2024-03-07,Cantabria
Camargo,330.0,Solar,2022-11-08,Cantabria
Reinosa,100.0,Solar,2022-08-17,Cantabria
Santillana del Mar,27.0,Solar,2022-10-14,Cantabria
Corrales de Buelna (Los),50.0,Solar,2022-10-15,Cantabria
Campoo de Enmedio,99.0,Solar,2022-08-17,Cantabria
Santander,120.0,Solar,2021-02-19,Cantabria
Campoo de Yuso,25.0,Solar,2022-10-14,Cantabria
Valderredible,100.0,Solar,2023-10-06,Cantabria
Meruelo,100.0,Solar,2023-03-02,Cantabria
Ribamontán al Monte,12.0,Solar,2023-06-05,Cantabria
Marina de Cudeyo,50.0,Solar,2024-09-30,Cantabria
Comillas,5.0,Solar,2004-04-28,Cantabria
Cillorigo de Liébana,5.0,Solar,2004-06-21,Cantabria
Santillana del Mar,5.0,Solar,2004-07-20,Cantabria
Piélagos,5.0,Solar,2004-07-20,Cantabria
Torrelavega,5.0,Solar,2004-07-29,Cantabria
Valdecasa,30600.0,Eolico,2010-04-26,Avila
San Juan del Olmo,8000.0,Eolico,2011-09-30,Avila
San Juan del Olmo,29600.0,Eolico,2011-09-30,Avila
Alcubilla de las Peñas,40000.0,Eolico,2010-01-18,Soria
Navas del Marqués (Las),17160.0,Eolico,2002-03-06,Avila
Navas del Marqués (Las),21120.0,Eolico,2002-03-06,Avila
Monasterio de Rodilla,29750.0,Eolico,2006-06-26,Burgos
Fresno de Rodilla,14450.0,Eolico,2006-06-26,Burgos
Arcos de Jalón,50000.0,Eolico,2012-06-01,Soria
Valle de Losa,300.0,Eolico,2001-10-02,Burgos
Cueva de Ágreda,18000.0,Eolico,1999-03-31,Soria
Cueva de Ágreda,7260.0,Eolico,2001-01-17,Soria
Pozalmuro,1500.0,Eolico,2001-11-02,Soria
Valle de Manzanedo,15180.0,Eolico,2000-05-15,Burgos
Valle de Manzanedo,5100.0,Eolico,2002-09-16,Burgos
Beratón,19800.0,Eolico,1999-12-20,Soria
Ólvega,13860.0,Eolico,2000-02-14,Soria
Ólvega,17250.0,Eolico,2000-03-29,Soria
Valle de Sedano,19800.0,Eolico,2000-05-15,Burgos
Santa María del Cubillo,14520.0,Eolico,2000-05-15,Avila
Santa María del Cubillo,14250.0,Solar,2024-12-12,Avila
Santa María del Cubillo,14520.0,Eolico,2000-05-15,Avila
Ojos-Albos,14520.0,Eolico,2000-05-15,Avila
Aguilar de Campoo,1600.0,Eolico,2002-12-04,Palencia
Carcedo de Burgos,24000.0,Eolico,2010-09-16,Burgos
Carcedo de Burgos,32000.0,Eolico,2010-09-16,Burgos
Carcedo de Burgos,38000.0,Eolico,2010-09-16,Burgos
Carcedo de Burgos,18000.0,Eolico,2010-09-16,Burgos
Altos (Los),9000.0,Eolico,2000-07-03,Burgos
Ávila,11880.0,Eolico,2000-08-04,Avila
Tábara,34000.0,Eolico,2003-06-12,Zamora
Merindad de Río Ubierna,9000.0,Eolico,2003-06-04,Burgos
Santa María del Cubillo,6600.0,Eolico,2005-01-27,Avila
Valle de Valdelucio,49600.0,Eolico,2007-12-26,Burgos
Valle de Sedano,10200.0,Eolico,2002-06-03,Burgos
Valle de Valdelucio,49600.0,Eolico,2007-12-26,Burgos
Lubián,29750.0,Eolico,2002-10-24,Zamora
Lubián,24950.0,Eolico,2002-10-24,Zamora
Villacastín,14520.0,Eolico,2001-01-22,Segovia
Villacastín,13750.0,Solar,2024-09-18,Segovia
Merindad de Valdeporres,33000.0,Eolico,2006-01-01,Burgos
Astudillo,49300.0,Eolico,2003-03-31,Palencia
Aldeanueva de la Serrezuela,34000.0,Eolico,2005-01-18,Segovia
Úrbel del Castillo,49600.0,Eolico,2006-06-13,Burgos
Gajates,5.0,Solar,2003-10-20,Salamanca
Villalba de los Alcores,3.4,Solar,2002-07-16,Valladolid
Velamazán,44350.0,Eolico,2005-07-08,Soria
Alfoz de Quintanadueñas,24000.0,Eolico,2010-11-03,Burgos
Torre del Bierzo,33750.0,Eolico,2003-05-19,Leon
Torre del Bierzo,5250.0,Eolico,2003-10-01,Leon
Torre del Bierzo,2250.0,Eolico,2005-03-29,Leon
Almazán,34000.0,Eolico,2006-12-22,Soria
Fuentes de Valdepero,30000.0,Eolico,2007-07-30,Palencia
Lubián,12000.0,Eolico,2003-11-19,Zamora
Santa Cristina de la Polvorosa,5.0,Solar,2001-06-21,Zamora
Santa Gadea del Cid,4.0,Solar,2002-01-29,Burgos
Sargentes de la Lora,24000.0,Eolico,2009-11-11,Burgos
Aguilar de Campoo,2000.0,Eolico,2013-05-30,Palencia
Requejo,39750.0,Eolico,2004-10-04,Zamora
Abezames,4.8,Solar,2001-06-14,Zamora
Abezames,4.8,Solar,2001-07-18,Zamora
Astudillo,33150.0,Eolico,2004-10-20,Palencia
Aguilar de Campoo,6000.0,Eolico,2013-03-01,Palencia
Malva,4.95,Solar,2001-09-13,Zamora
Fuentes de Valdepero,4500.0,Eolico,2012-04-17,Palencia
Magaz de Pisuerga,1600.0,Eolico,2004-02-10,Palencia
Melgar de Yuso,43350.0,Eolico,2004-02-13,Palencia
Tejado,36000.0,Eolico,2009-10-02,Soria
Castrojeriz,11100.0,Eolico,2003-04-08,Burgos
Fuenterrebollo,4.4,Solar,2003-08-14,Segovia
Pozoantiguo,5.0,Solar,2001-11-13,Zamora
Fuentesecas,4.5,Solar,2002-05-31,Zamora
Cebreros,5.0,Solar,2002-06-04,Avila
Alfoz de Quintanadueñas,46500.0,Eolico,2010-12-09,Burgos
Montejo de Tiermes,18700.0,Eolico,2005-07-22,Soria
Ayllón,27200.0,Eolico,2005-07-22,Segovia
Poza de la Sal,892.0,Eolico,2012-03-13,Burgos
Poza de la Sal,48020.0,Eolico,2002-06-27,Burgos
Poza de la Sal,48740.0,Eolico,2002-09-02,Burgos
Navas del Marqués (Las),10560.0,Eolico,2002-03-06,Avila
Sargentes de la Lora,5280.0,Eolico,2002-03-20,Burgos
Pedrosa del Príncipe,38550.0,Eolico,2003-04-08,Burgos
Burgos,66.0,Solar,2002-12-18,Burgos
Oncala,24750.0,Eolico,2001-12-28,Soria
Lubián,19800.0,Eolico,2001-08-02,Zamora
Valdefuentes del Páramo,4.4,Solar,2002-07-26,Leon
Cogollos,50000.0,Eolico,2011-02-16,Burgos
Suellacabras,12500.0,Eolico,2011-07-07,Soria
Suellacabras,12500.0,Eolico,2011-07-07,Soria
Suellacabras,12500.0,Eolico,2011-07-07,Soria
Suellacabras,12500.0,Eolico,2011-07-07,Soria
Santa Colomba de Somoza,22000.0,Eolico,2009-12-10,Leon
Villafranca Montes de Oca,30400.0,Eolico,2008-12-02,Burgos
Espinosa de los Monteros,0.0,Eolico,2006-08-21,Burgos
Espinosa de los Monteros,26400.0,Eolico,2006-02-16,Burgos
Béjar,4.4,Solar,2005-03-18,Salamanca
Madrigalejo del Monte,4.4,Solar,2002-11-27,Burgos
Santervás de la Vega,5.0,Solar,2004-01-02,Palencia
San Cebrián de Campos,4.4,Solar,2002-05-23,Palencia
Fuentes de Valdepero,4.4,Solar,2002-05-23,Palencia
Burgos,4.4,Solar,2005-02-14,Burgos
Valle de Sedano,15000.0,Eolico,2008-05-02,Burgos
Valle de Sedano,49500.0,Eolico,2007-12-28,Burgos
Frades de la Sierra,31450.0,Eolico,2005-07-07,Salamanca
Torremormojón,26720.0,Eolico,2009-09-18,Palencia
Santervás de la Vega,5.0,Solar,2004-01-02,Palencia
Valle de Losa,0.85,Solar,2005-03-18,Burgos
Villaciervos,12000.0,Eolico,2009-03-12,Soria
Hornillos de Cerrato,30000.0,Eolico,2007-05-15,Palencia
Hornillos de Cerrato,26000.0,Eolico,2007-12-26,Palencia
Hornillos de Cerrato,22000.0,Eolico,2007-12-26,Palencia
Herrera de Valdecañas,26000.0,Eolico,2010-07-15,Palencia
Palencia,5.0,Solar,2003-12-01,Palencia
Frómista,5.0,Solar,2003-12-01,Palencia
San Cristóbal de Segovia,4.4,Solar,2003-01-21,Segovia
Magaz de Pisuerga,30000.0,Eolico,2009-06-23,Palencia
Villamuriel de Cerrato,4.4,Solar,2002-12-10,Palencia
Hornillos de Cerrato,28000.0,Eolico,2007-05-15,Palencia
Fuentesecas,5.0,Solar,2002-09-03,Zamora
Medina de Pomar,4.5,Solar,2003-03-11,Burgos
Ampudia,49500.0,Eolico,2008-04-03,Palencia
Ampudia,40500.0,Eolico,2008-04-03,Palencia
Puebla de Valdavia (La),850.0,Eolico,2007-12-19,Palencia
Morón de Almazán,50000.0,Eolico,2007-12-28,Soria
Barruelo de Santullán,5.0,Solar,2004-02-17,Palencia
Melgar de Fernamental,5.0,Solar,2004-02-27,Burgos
León,5.0,Solar,2004-03-02,Leon
Marcilla de Campos,5.0,Solar,2004-02-17,Palencia
Boecillo,28.8,Solar,2003-08-01,Valladolid
Báscones de Ojeda,4.4,Solar,2004-07-01,Palencia
Villalonso,5.0,Solar,2002-12-12,Zamora
Villalonso,5.0,Solar,2002-12-12,Zamora
Itero de la Vega,5.0,Solar,2003-12-01,Palencia
Itero de la Vega,5.0,Solar,2003-12-01,Palencia
Sorihuela,11690.0,Eolico,2009-04-22,Salamanca
Huérmeces,50000.0,Eolico,2006-12-05,Burgos
Hornillos de Cerrato,26000.0,Eolico,2008-07-30,Palencia
Montamarta,22400.0,Eolico,2009-04-14,Zamora
Marugán,3.0,Solar,2003-06-03,Segovia
Brieva,4.4,Solar,2004-09-23,Segovia
Cubillo,2.2,Solar,2005-06-27,Segovia
Santiz,4000.0,Eolico,2012-06-19,Salamanca
Santiz,46000.0,Eolico,2011-09-20,Salamanca
Huérmeces,11690.0,Eolico,2006-08-21,Burgos
Villardondiego,4.4,Solar,2003-08-04,Zamora
San Cristóbal de Entreviñas,5.0,Solar,2003-08-01,Zamora
Cevico de la Torre,5.0,Solar,2003-08-01,Palencia
Villamor de los Escuderos,5.0,Solar,2003-05-30,Zamora
Villamor de los Escuderos,5.0,Solar,2003-05-30,Zamora
Tajahuerce,18480.0,Eolico,2003-03-20,Soria
Samboal,5.0,Solar,2003-10-15,Segovia
Villarrín de Campos,5.0,Solar,2003-10-20,Zamora
Cuéllar,5.0,Solar,2003-10-15,Segovia
Argujillo,4.4,Solar,2003-11-17,Zamora
Argujillo,4.4,Solar,2003-11-17,Zamora
Toro,4.0,Solar,2003-11-17,Zamora
San Pedro de Latarce,4.4,Solar,2003-11-17,Valladolid
Villamiel de la Sierra,17850.0,Eolico,2004-01-13,Burgos
Palazuelos de la Sierra,16150.0,Eolico,2004-01-13,Burgos
Villardondiego,4.4,Solar,2004-01-02,Zamora
Valladolid,4.4,Solar,2004-01-02,Valladolid
Riofrío de Aliste,4.4,Solar,2004-01-30,Zamora
Pinilla de Toro,4.4,Solar,2004-01-15,Zamora
Toro,5.0,Solar,2004-01-15,Zamora
Pinilla de Toro,4.4,Solar,2004-01-15,Zamora
Pinilla de Toro,5.0,Solar,2004-01-15,Zamora
Sahagún,4.4,Solar,2004-02-24,Leon
Bembibre,5.0,Solar,2005-05-31,Leon
Torre del Bierzo,3.7,Solar,2005-09-28,Leon
Priaranza del Bierzo,2.5,Solar,2005-07-04,Leon
Valdefuentes del Páramo,4.4,Solar,2004-11-04,Leon
San Andrés del Rabanedo,4.4,Solar,2004-03-01,Leon
Matanza,4.4,Solar,2005-01-31,Leon
Cistierna,5.0,Solar,2005-02-08,Leon
Sahagún,34000.0,Eolico,2010-10-29,Leon
Cea,46000.0,Eolico,2010-10-29,Leon
Zamora,4.4,Solar,2003-09-04,Zamora
Toro,5.0,Solar,2003-09-29,Zamora
Pinilla de Toro,4.4,Solar,2003-12-03,Zamora
Pinilla de Toro,4.4,Solar,2003-12-03,Zamora
Villardondiego,4.4,Solar,2003-12-16,Zamora
Santa Eufemia del Barco,35200.0,Eolico,2009-04-14,Zamora
Santa Eufemia del Barco,22400.0,Eolico,2009-04-14,Zamora
Ferreruela,20000.0,Eolico,2012-03-14,Zamora
Ferreruela,40000.0,Eolico,2009-12-21,Zamora
Ferreruela,20000.0,Eolico,2012-10-24,Zamora
Benavente,5.0,Solar,2004-02-17,Zamora
Pinilla de Toro,5.0,Solar,2006-05-10,Zamora
Benavente,4.0,Solar,2004-02-19,Zamora
Villar del Buey,4.4,Solar,2004-02-24,Zamora
Pajares de la Lampreana,4.0,Solar,2004-11-04,Zamora
Oncala,24750.0,Eolico,2003-08-22,Soria
San Pedro Manrique,24750.0,Eolico,2003-07-31,Soria
Merindad de Valdeporres,31450.0,Eolico,2004-02-24,Burgos
Cuéllar,5.0,Solar,2004-01-30,Segovia
Marcilla de Campos,4.4,Solar,2004-01-19,Palencia
Villamuriel de Cerrato,4.4,Solar,2004-02-13,Palencia
Palencia,4.4,Solar,2004-02-13,Palencia
San Cebrián de Mazote,4.4,Solar,2004-02-19,Valladolid
Maíllo (El),5.0,Solar,2004-01-02,Salamanca
Guijo de Ávila,5.0,Solar,2004-01-30,Salamanca
Sotillo de la Adrada,1.8,Solar,2004-03-05,Avila
Valladolid,2.2,Solar,2007-03-30,Valladolid
Serrada,2.2,Solar,2005-12-26,Valladolid
Valladolid,2.5,Solar,2006-08-09,Valladolid
Tiedra,5.0,Solar,2005-11-28,Valladolid
Valladolid,2.5,Solar,2005-02-15,Valladolid
Aguilar de Campos,5.0,Solar,2005-01-25,Valladolid
Aguilar de Campos,5.0,Solar,2005-01-25,Valladolid
Casasola de Arión,5.0,Solar,2005-05-09,Valladolid
Barruelo del Valle,5.0,Solar,2005-02-14,Valladolid
Barruelo del Valle,5.0,Solar,2005-02-14,Valladolid
Barruelo del Valle,5.0,Solar,2005-02-14,Valladolid
Casasola de Arión,5.0,Solar,2005-05-09,Valladolid
Ayllón,4.4,Solar,2004-12-28,Segovia
Salamanca,2.5,Solar,2006-04-19,Salamanca
Campaspero,2.2,Solar,2005-05-19,Valladolid
Briviesca,4.4,Solar,2005-07-08,Burgos
Valle de Valdebezana,13600.0,Eolico,2006-12-13,Burgos
Castellanos de Castro,43200.0,Eolico,2011-08-10,Burgos
Castellanos de Castro,1600.0,Eolico,2011-08-10,Burgos
Castellanos de Castro,1600.0,Eolico,2011-08-10,Burgos
Castrojeriz,3200.0,Eolico,2011-08-10,Burgos
Castrojeriz,8000.0,Eolico,2011-08-10,Burgos
Rebolledo de la Torre,5.0,Solar,2005-06-14,Burgos
Pedrosa de Río Úrbel,49500.0,Eolico,2007-02-22,Burgos
Pedrosa de Río Úrbel,49500.0,Eolico,2007-08-01,Burgos
Toro,4980.0,Eolico,2007-11-12,Zamora
Coreses,4.4,Solar,2004-11-17,Zamora
Santa María de la Vega,5.0,Solar,2005-09-01,Zamora
Santa María de la Vega,5.0,Solar,2005-05-30,Zamora
Santa María de la Vega,5.0,Solar,2005-09-01,Zamora
Santa María de la Vega,5.0,Solar,2005-09-01,Zamora
Santa María de la Vega,5.0,Solar,2005-09-01,Zamora
Santa María de la Vega,5.0,Solar,2005-05-30,Zamora
Santa María de la Vega,5.0,Solar,2005-09-01,Zamora
Santa María de la Vega,5.0,Solar,2005-09-01,Zamora
Santa María de la Vega,5.0,Solar,2005-09-01,Zamora
Santa María de la Vega,5.0,Solar,2005-05-30,Zamora
Benavente,5.2,Solar,2005-02-08,Zamora
Sahagún,8000.0,Eolico,2010-10-29,Leon
Santas Martas,4.4,Solar,2005-01-24,Leon
Santas Martas,4.4,Solar,2005-12-07,Leon
Ponferrada,4.4,Solar,2005-05-31,Leon
Cardeñosa de Volpejera,40000.0,Eolico,2011-08-10,Palencia
Aguilar de Campoo,2.0,Solar,2005-11-07,Palencia
Villoldo,4.4,Solar,2005-05-18,Palencia
Villarramiel,4.4,Solar,2004-12-28,Palencia
Villarramiel,4.4,Solar,2004-12-28,Palencia
Monzón de Campos,4000.0,Eolico,2012-05-29,Palencia
Palencia,4.6,Solar,2005-03-31,Palencia
Amusco,5.0,Solar,2005-01-18,Palencia
Palencia,4.6,Solar,2005-03-31,Palencia
