Year,Month,Day,IPC Diario
2007,11,30,84.77
2007,12,1,85.125
2007,12,2,85.125
2007,12,3,85.125
2007,12,4,85.125
2007,12,5,85.125
2007,12,6,85.125
2007,12,7,85.125
2007,12,8,85.125
2007,12,9,85.125
2007,12,10,85.125
2007,12,11,85.125
2007,12,12,85.125
2007,12,13,85.125
2007,12,14,85.125
2007,12,15,85.125
2007,12,16,85.125
2007,12,17,85.125
2007,12,18,85.125
2007,12,19,85.125
2007,12,20,85.125
2007,12,21,85.125
2007,12,22,85.125
2007,12,23,85.125
2007,12,24,85.125
2007,12,25,85.125
2007,12,26,85.125
2007,12,27,85.125
2007,12,28,85.125
2007,12,29,85.125
2007,12,30,85.125
2007,12,31,85.125
2006,1,1,79.234
2006,1,2,79.234
2006,1,3,79.234
2006,1,4,79.234
2006,1,5,79.234
2006,1,6,79.234
2006,1,7,79.234
2006,1,8,79.234
2006,1,9,79.234
2006,1,10,79.234
2006,1,11,79.234
2006,1,12,79.234
2006,1,13,79.234
2006,1,14,79.234
2006,1,15,79.234
2006,1,16,79.234
2006,1,17,79.234
2006,1,18,79.234
2006,1,19,79.234
2006,1,20,79.234
2006,1,21,79.234
2006,1,22,79.234
2006,1,23,79.234
2006,1,24,79.234
2006,1,25,79.234
2006,1,26,79.234
2006,1,27,79.234
2006,1,28,79.234
2006,1,29,79.234
2006,1,30,79.234
2006,1,31,79.234
2006,2,1,79.272
2006,2,2,79.272
2006,2,3,79.272
2006,2,4,79.272
2006,2,5,79.272
2006,2,6,79.272
2006,2,7,79.272
2006,2,8,79.272
2006,2,9,79.272
2006,2,10,79.272
2006,2,11,79.272
2006,2,12,79.272
2006,2,13,79.272
2006,2,14,79.272
2006,2,15,79.272
2006,2,16,79.272
2006,2,17,79.272
2006,2,18,79.272
2006,2,19,79.272
2006,2,20,79.272
2006,2,21,79.272
2006,2,22,79.272
2006,2,23,79.272
2006,2,24,79.272
2006,2,25,79.272
2006,2,26,79.272
2006,2,27,79.272
2006,2,28,79.272
2006,3,1,79.833
2006,3,2,79.833
2006,3,3,79.833
2006,3,4,79.833
2006,3,5,79.833
2006,3,6,79.833
2006,3,7,79.833
2006,3,8,79.833
2006,3,9,79.833
2006,3,10,79.833
2006,3,11,79.833
2006,3,12,79.833
2006,3,13,79.833
2006,3,14,79.833
2006,3,15,79.833
2006,3,16,79.833
2006,3,17,79.833
2006,3,18,79.833
2006,3,19,79.833
2006,3,20,79.833
2006,3,21,79.833
2006,3,22,79.833
2006,3,23,79.833
2006,3,24,79.833
2006,3,25,79.833
2006,3,26,79.833
2006,3,27,79.833
2006,3,28,79.833
2006,3,29,79.833
2006,3,30,79.833
2006,3,31,79.833
2006,4,1,80.959
2006,4,2,80.959
2006,4,3,80.959
2006,4,4,80.959
2006,4,5,80.959
2006,4,6,80.959
2006,4,7,80.959
2006,4,8,80.959
2006,4,9,80.959
2006,4,10,80.959
2006,4,11,80.959
2006,4,12,80.959
2006,4,13,80.959
2006,4,14,80.959
2006,4,15,80.959
2006,4,16,80.959
2006,4,17,80.959
2006,4,18,80.959
2006,4,19,80.959
2006,4,20,80.959
2006,4,21,80.959
2006,4,22,80.959
2006,4,23,80.959
2006,4,24,80.959
2006,4,25,80.959
2006,4,26,80.959
2006,4,27,80.959
2006,4,28,80.959
2006,4,29,80.959
2006,4,30,80.959
2006,5,1,81.251
2006,5,2,81.251
2006,5,3,81.251
2006,5,4,81.251
2006,5,5,81.251
2006,5,6,81.251
2006,5,7,81.251
2006,5,8,81.251
2006,5,9,81.251
2006,5,10,81.251
2006,5,11,81.251
2006,5,12,81.251
2006,5,13,81.251
2006,5,14,81.251
2006,5,15,81.251
2006,5,16,81.251
2006,5,17,81.251
2006,5,18,81.251
2006,5,19,81.251
2006,5,20,81.251
2006,5,21,81.251
2006,5,22,81.251
2006,5,23,81.251
2006,5,24,81.251
2006,5,25,81.251
2006,5,26,81.251
2006,5,27,81.251
2006,5,28,81.251
2006,5,29,81.251
2006,5,30,81.251
2006,5,31,81.251
2006,6,1,81.374
2006,6,2,81.374
2006,6,3,81.374
2006,6,4,81.374
2006,6,5,81.374
2006,6,6,81.374
2006,6,7,81.374
2006,6,8,81.374
2006,6,9,81.374
2006,6,10,81.374
2006,6,11,81.374
2006,6,12,81.374
2006,6,13,81.374
2006,6,14,81.374
2006,6,15,81.374
2006,6,16,81.374
2006,6,17,81.374
2006,6,18,81.374
2006,6,19,81.374
2006,6,20,81.374
2006,6,21,81.374
2006,6,22,81.374
2006,6,23,81.374
2006,6,24,81.374
2006,6,25,81.374
2006,6,26,81.374
2006,6,27,81.374
2006,6,28,81.374
2006,6,29,81.374
2006,6,30,81.374
2006,7,1,80.89
2006,7,2,80.89
2006,7,3,80.89
2006,7,4,80.89
2006,7,5,80.89
2006,7,6,80.89
2006,7,7,80.89
2006,7,8,80.89
2006,7,9,80.89
2006,7,10,80.89
2006,7,11,80.89
2006,7,12,80.89
2006,7,13,80.89
2006,7,14,80.89
2006,7,15,80.89
2006,7,16,80.89
2006,7,17,80.89
2006,7,18,80.89
2006,7,19,80.89
2006,7,20,80.89
2006,7,21,80.89
2006,7,22,80.89
2006,7,23,80.89
2006,7,24,80.89
2006,7,25,80.89
2006,7,26,80.89
2006,7,27,80.89
2006,7,28,80.89
2006,7,29,80.89
2006,7,30,80.89
2006,7,31,80.89
2006,8,1,81.055
2006,8,2,81.055
2006,8,3,81.055
2006,8,4,81.055
2006,8,5,81.055
2006,8,6,81.055
2006,8,7,81.055
2006,8,8,81.055
2006,8,9,81.055
2006,8,10,81.055
2006,8,11,81.055
2006,8,12,81.055
2006,8,13,81.055
2006,8,14,81.055
2006,8,15,81.055
2006,8,16,81.055
2006,8,17,81.055
2006,8,18,81.055
2006,8,19,81.055
2006,8,20,81.055
2006,8,21,81.055
2006,8,22,81.055
2006,8,23,81.055
2006,8,24,81.055
2006,8,25,81.055
2006,8,26,81.055
2006,8,27,81.055
2006,8,28,81.055
2006,8,29,81.055
2006,8,30,81.055
2006,8,31,81.055
2006,9,1,80.922
2006,9,2,80.922
2006,9,3,80.922
2006,9,4,80.922
2006,9,5,80.922
2006,9,6,80.922
2006,9,7,80.922
2006,9,8,80.922
2006,9,9,80.922
2006,9,10,80.922
2006,9,11,80.922
2006,9,12,80.922
2006,9,13,80.922
2006,9,14,80.922
2006,9,15,80.922
2006,9,16,80.922
2006,9,17,80.922
2006,9,18,80.922
2006,9,19,80.922
2006,9,20,80.922
2006,9,21,80.922
2006,9,22,80.922
2006,9,23,80.922
2006,9,24,80.922
2006,9,25,80.922
2006,9,26,80.922
2006,9,27,80.922
2006,9,28,80.922
2006,9,29,80.922
2006,9,30,80.922
2006,10,1,81.254
2006,10,2,81.254
2006,10,3,81.254
2006,10,4,81.254
2006,10,5,81.254
2006,10,6,81.254
2006,10,7,81.254
2006,10,8,81.254
2006,10,9,81.254
2006,10,10,81.254
2006,10,11,81.254
2006,10,12,81.254
2006,10,13,81.254
2006,10,14,81.254
2006,10,15,81.254
2006,10,16,81.254
2006,10,17,81.254
2006,10,18,81.254
2006,10,19,81.254
2006,10,20,81.254
2006,10,21,81.254
2006,10,22,81.254
2006,10,23,81.254
2006,10,24,81.254
2006,10,25,81.254
2006,10,26,81.254
2006,10,27,81.254
2006,10,28,81.254
2006,10,29,81.254
2006,10,30,81.254
2006,10,31,81.254
2006,11,1,81.455
2006,11,2,81.455
2006,11,3,81.455
2006,11,4,81.455
2006,11,5,81.455
2006,11,6,81.455
2006,11,7,81.455
2006,11,8,81.455
2006,11,9,81.455
2006,11,10,81.455
2006,11,11,81.455
2006,11,12,81.455
2006,11,13,81.455
2006,11,14,81.455
2006,11,15,81.455
2006,11,16,81.455
2006,11,17,81.455
2006,11,18,81.455
2006,11,19,81.455
2006,11,20,81.455
2006,11,21,81.455
2006,11,22,81.455
2006,11,23,81.455
2006,11,24,81.455
2006,11,25,81.455
2006,11,26,81.455
2006,11,27,81.455
2006,11,28,81.455
2006,11,29,81.455
2006,11,30,81.455
2006,12,1,81.678
2006,12,2,81.678
2006,12,3,81.678
2006,12,4,81.678
2006,12,5,81.678
2006,12,6,81.678
2006,12,7,81.678
2006,12,8,81.678
2006,12,9,81.678
2006,12,10,81.678
2006,12,11,81.678
2006,12,12,81.678
2006,12,13,81.678
2006,12,14,81.678
2006,12,15,81.678
2006,12,16,81.678
2006,12,17,81.678
2006,12,18,81.678
2006,12,19,81.678
2006,12,20,81.678
2006,12,21,81.678
2006,12,22,81.678
2006,12,23,81.678
2006,12,24,81.678
2006,12,25,81.678
2006,12,26,81.678
2006,12,27,81.678
2006,12,28,81.678
2006,12,29,81.678
2006,12,30,81.678
2006,12,31,81.678
2005,1,1,76.046
2005,1,2,76.046
2005,1,3,76.046
2005,1,4,76.046
2005,1,5,76.046
2005,1,6,76.046
2005,1,7,76.046
2005,1,8,76.046
2005,1,9,76.046
2005,1,10,76.046
2005,1,11,76.046
2005,1,12,76.046
2005,1,13,76.046
2005,1,14,76.046
2005,1,15,76.046
2005,1,16,76.046
2005,1,17,76.046
2005,1,18,76.046
2005,1,19,76.046
2005,1,20,76.046
2005,1,21,76.046
2005,1,22,76.046
2005,1,23,76.046
2005,1,24,76.046
2005,1,25,76.046
2005,1,26,76.046
2005,1,27,76.046
2005,1,28,76.046
2005,1,29,76.046
2005,1,30,76.046
2005,1,31,76.046
2005,2,1,76.243
2005,2,2,76.243
2005,2,3,76.243
2005,2,4,76.243
2005,2,5,76.243
2005,2,6,76.243
2005,2,7,76.243
2005,2,8,76.243
2005,2,9,76.243
2005,2,10,76.243
2005,2,11,76.243
2005,2,12,76.243
2005,2,13,76.243
2005,2,14,76.243
2005,2,15,76.243
2005,2,16,76.243
2005,2,17,76.243
2005,2,18,76.243
2005,2,19,76.243
2005,2,20,76.243
2005,2,21,76.243
2005,2,22,76.243
2005,2,23,76.243
2005,2,24,76.243
2005,2,25,76.243
2005,2,26,76.243
2005,2,27,76.243
2005,2,28,76.243
2005,3,1,76.846
2005,3,2,76.846
2005,3,3,76.846
2005,3,4,76.846
2005,3,5,76.846
2005,3,6,76.846
2005,3,7,76.846
2005,3,8,76.846
2005,3,9,76.846
2005,3,10,76.846
2005,3,11,76.846
2005,3,12,76.846
2005,3,13,76.846
2005,3,14,76.846
2005,3,15,76.846
2005,3,16,76.846
2005,3,17,76.846
2005,3,18,76.846
2005,3,19,76.846
2005,3,20,76.846
2005,3,21,76.846
2005,3,22,76.846
2005,3,23,76.846
2005,3,24,76.846
2005,3,25,76.846
2005,3,26,76.846
2005,3,27,76.846
2005,3,28,76.846
2005,3,29,76.846
2005,3,30,76.846
2005,3,31,76.846
2005,4,1,77.953
2005,4,2,77.953
2005,4,3,77.953
2005,4,4,77.953
2005,4,5,77.953
2005,4,6,77.953
2005,4,7,77.953
2005,4,8,77.953
2005,4,9,77.953
2005,4,10,77.953
2005,4,11,77.953
2005,4,12,77.953
2005,4,13,77.953
2005,4,14,77.953
2005,4,15,77.953
2005,4,16,77.953
2005,4,17,77.953
2005,4,18,77.953
2005,4,19,77.953
2005,4,20,77.953
2005,4,21,77.953
2005,4,22,77.953
2005,4,23,77.953
2005,4,24,77.953
2005,4,25,77.953
2005,4,26,77.953
2005,4,27,77.953
2005,4,28,77.953
2005,4,29,77.953
2005,4,30,77.953
2005,5,1,78.102
2005,5,2,78.102
2005,5,3,78.102
2005,5,4,78.102
2005,5,5,78.102
2005,5,6,78.102
2005,5,7,78.102
2005,5,8,78.102
2005,5,9,78.102
2005,5,10,78.102
2005,5,11,78.102
2005,5,12,78.102
2005,5,13,78.102
2005,5,14,78.102
2005,5,15,78.102
2005,5,16,78.102
2005,5,17,78.102
2005,5,18,78.102
2005,5,19,78.102
2005,5,20,78.102
2005,5,21,78.102
2005,5,22,78.102
2005,5,23,78.102
2005,5,24,78.102
2005,5,25,78.102
2005,5,26,78.102
2005,5,27,78.102
2005,5,28,78.102
2005,5,29,78.102
2005,5,30,78.102
2005,5,31,78.102
2005,6,1,78.284
2005,6,2,78.284
2005,6,3,78.284
2005,6,4,78.284
2005,6,5,78.284
2005,6,6,78.284
2005,6,7,78.284
2005,6,8,78.284
2005,6,9,78.284
2005,6,10,78.284
2005,6,11,78.284
2005,6,12,78.284
2005,6,13,78.284
2005,6,14,78.284
2005,6,15,78.284
2005,6,16,78.284
2005,6,17,78.284
2005,6,18,78.284
2005,6,19,78.284
2005,6,20,78.284
2005,6,21,78.284
2005,6,22,78.284
2005,6,23,78.284
2005,6,24,78.284
2005,6,25,78.284
2005,6,26,78.284
2005,6,27,78.284
2005,6,28,78.284
2005,6,29,78.284
2005,6,30,78.284
2005,7,1,77.805
2005,7,2,77.805
2005,7,3,77.805
2005,7,4,77.805
2005,7,5,77.805
2005,7,6,77.805
2005,7,7,77.805
2005,7,8,77.805
2005,7,9,77.805
2005,7,10,77.805
2005,7,11,77.805
2005,7,12,77.805
2005,7,13,77.805
2005,7,14,77.805
2005,7,15,77.805
2005,7,16,77.805
2005,7,17,77.805
2005,7,18,77.805
2005,7,19,77.805
2005,7,20,77.805
2005,7,21,77.805
2005,7,22,77.805
2005,7,23,77.805
2005,7,24,77.805
2005,7,25,77.805
2005,7,26,77.805
2005,7,27,77.805
2005,7,28,77.805
2005,7,29,77.805
2005,7,30,77.805
2005,7,31,77.805
2005,8,1,78.147
2005,8,2,78.147
2005,8,3,78.147
2005,8,4,78.147
2005,8,5,78.147
2005,8,6,78.147
2005,8,7,78.147
2005,8,8,78.147
2005,8,9,78.147
2005,8,10,78.147
2005,8,11,78.147
2005,8,12,78.147
2005,8,13,78.147
2005,8,14,78.147
2005,8,15,78.147
2005,8,16,78.147
2005,8,17,78.147
2005,8,18,78.147
2005,8,19,78.147
2005,8,20,78.147
2005,8,21,78.147
2005,8,22,78.147
2005,8,23,78.147
2005,8,24,78.147
2005,8,25,78.147
2005,8,26,78.147
2005,8,27,78.147
2005,8,28,78.147
2005,8,29,78.147
2005,8,30,78.147
2005,8,31,78.147
2005,9,1,78.627
2005,9,2,78.627
2005,9,3,78.627
2005,9,4,78.627
2005,9,5,78.627
2005,9,6,78.627
2005,9,7,78.627
2005,9,8,78.627
2005,9,9,78.627
2005,9,10,78.627
2005,9,11,78.627
2005,9,12,78.627
2005,9,13,78.627
2005,9,14,78.627
2005,9,15,78.627
2005,9,16,78.627
2005,9,17,78.627
2005,9,18,78.627
2005,9,19,78.627
2005,9,20,78.627
2005,9,21,78.627
2005,9,22,78.627
2005,9,23,78.627
2005,9,24,78.627
2005,9,25,78.627
2005,9,26,78.627
2005,9,27,78.627
2005,9,28,78.627
2005,9,29,78.627
2005,9,30,78.627
2005,10,1,79.266
2005,10,2,79.266
2005,10,3,79.266
2005,10,4,79.266
2005,10,5,79.266
2005,10,6,79.266
2005,10,7,79.266
2005,10,8,79.266
2005,10,9,79.266
2005,10,10,79.266
2005,10,11,79.266
2005,10,12,79.266
2005,10,13,79.266
2005,10,14,79.266
2005,10,15,79.266
2005,10,16,79.266
2005,10,17,79.266
2005,10,18,79.266
2005,10,19,79.266
2005,10,20,79.266
2005,10,21,79.266
2005,10,22,79.266
2005,10,23,79.266
2005,10,24,79.266
2005,10,25,79.266
2005,10,26,79.266
2005,10,27,79.266
2005,10,28,79.266
2005,10,29,79.266
2005,10,30,79.266
2005,10,31,79.266
2005,11,1,79.386
2005,11,2,79.386
2005,11,3,79.386
2005,11,4,79.386
2005,11,5,79.386
2005,11,6,79.386
2005,11,7,79.386
2005,11,8,79.386
2005,11,9,79.386
2005,11,10,79.386
2005,11,11,79.386
2005,11,12,79.386
2005,11,13,79.386
2005,11,14,79.386
2005,11,15,79.386
2005,11,16,79.386
2005,11,17,79.386
2005,11,18,79.386
2005,11,19,79.386
2005,11,20,79.386
2005,11,21,79.386
2005,11,22,79.386
2005,11,23,79.386
2005,11,24,79.386
2005,11,25,79.386
2005,11,26,79.386
2005,11,27,79.386
2005,11,28,79.386
2005,11,29,79.386
2005,11,30,79.386
2005,12,1,79.557
2005,12,2,79.557
2005,12,3,79.557
2005,12,4,79.557
2005,12,5,79.557
2005,12,6,79.557
2005,12,7,79.557
2005,12,8,79.557
2005,12,9,79.557
2005,12,10,79.557
2005,12,11,79.557
2005,12,12,79.557
2005,12,13,79.557
2005,12,14,79.557
2005,12,15,79.557
2005,12,16,79.557
2005,12,17,79.557
2005,12,18,79.557
2005,12,19,79.557
2005,12,20,79.557
2005,12,21,79.557
2005,12,22,79.557
2005,12,23,79.557
2005,12,24,79.557
2005,12,25,79.557
2005,12,26,79.557
2005,12,27,79.557
2005,12,28,79.557
2005,12,29,79.557
2005,12,30,79.557
2005,12,31,79.557
2004,1,1,73.773
2004,1,2,73.773
2004,1,3,73.773
2004,1,4,73.773
2004,1,5,73.773
2004,1,6,73.773
2004,1,7,73.773
2004,1,8,73.773
2004,1,9,73.773
2004,1,10,73.773
2004,1,11,73.773
2004,1,12,73.773
2004,1,13,73.773
2004,1,14,73.773
2004,1,15,73.773
2004,1,16,73.773
2004,1,17,73.773
2004,1,18,73.773
2004,1,19,73.773
2004,1,20,73.773
2004,1,21,73.773
2004,1,22,73.773
2004,1,23,73.773
2004,1,24,73.773
2004,1,25,73.773
2004,1,26,73.773
2004,1,27,73.773
2004,1,28,73.773
2004,1,29,73.773
2004,1,30,73.773
2004,1,31,73.773
2004,2,1,73.807
2004,2,2,73.807
2004,2,3,73.807
2004,2,4,73.807
2004,2,5,73.807
2004,2,6,73.807
2004,2,7,73.807
2004,2,8,73.807
2004,2,9,73.807
2004,2,10,73.807
2004,2,11,73.807
2004,2,12,73.807
2004,2,13,73.807
2004,2,14,73.807
2004,2,15,73.807
2004,2,16,73.807
2004,2,17,73.807
2004,2,18,73.807
2004,2,19,73.807
2004,2,20,73.807
2004,2,21,73.807
2004,2,22,73.807
2004,2,23,73.807
2004,2,24,73.807
2004,2,25,73.807
2004,2,26,73.807
2004,2,27,73.807
2004,2,28,73.807
2004,2,29,73.807
2004,3,1,74.322
2004,3,2,74.322
2004,3,3,74.322
2004,3,4,74.322
2004,3,5,74.322
2004,3,6,74.322
2004,3,7,74.322
2004,3,8,74.322
2004,3,9,74.322
2004,3,10,74.322
2004,3,11,74.322
2004,3,12,74.322
2004,3,13,74.322
2004,3,14,74.322
2004,3,15,74.322
2004,3,16,74.322
2004,3,17,74.322
2004,3,18,74.322
2004,3,19,74.322
2004,3,20,74.322
2004,3,21,74.322
2004,3,22,74.322
2004,3,23,74.322
2004,3,24,74.322
2004,3,25,74.322
2004,3,26,74.322
2004,3,27,74.322
2004,3,28,74.322
2004,3,29,74.322
2004,3,30,74.322
2004,3,31,74.322
2004,4,1,75.34
2004,4,2,75.34
2004,4,3,75.34
2004,4,4,75.34
2004,4,5,75.34
2004,4,6,75.34
2004,4,7,75.34
2004,4,8,75.34
2004,4,9,75.34
2004,4,10,75.34
2004,4,11,75.34
2004,4,12,75.34
2004,4,13,75.34
2004,4,14,75.34
2004,4,15,75.34
2004,4,16,75.34
2004,4,17,75.34
2004,4,18,75.34
2004,4,19,75.34
2004,4,20,75.34
2004,4,21,75.34
2004,4,22,75.34
2004,4,23,75.34
2004,4,24,75.34
2004,4,25,75.34
2004,4,26,75.34
2004,4,27,75.34
2004,4,28,75.34
2004,4,29,75.34
2004,4,30,75.34
2004,5,1,75.784
2004,5,2,75.784
2004,5,3,75.784
2004,5,4,75.784
2004,5,5,75.784
2004,5,6,75.784
2004,5,7,75.784
2004,5,8,75.784
2004,5,9,75.784
2004,5,10,75.784
2004,5,11,75.784
2004,5,12,75.784
2004,5,13,75.784
2004,5,14,75.784
2004,5,15,75.784
2004,5,16,75.784
2004,5,17,75.784
2004,5,18,75.784
2004,5,19,75.784
2004,5,20,75.784
2004,5,21,75.784
2004,5,22,75.784
2004,5,23,75.784
2004,5,24,75.784
2004,5,25,75.784
2004,5,26,75.784
2004,5,27,75.784
2004,5,28,75.784
2004,5,29,75.784
2004,5,30,75.784
2004,5,31,75.784
2004,6,1,75.904
2004,6,2,75.904
2004,6,3,75.904
2004,6,4,75.904
2004,6,5,75.904
2004,6,6,75.904
2004,6,7,75.904
2004,6,8,75.904
2004,6,9,75.904
2004,6,10,75.904
2004,6,11,75.904
2004,6,12,75.904
2004,6,13,75.904
2004,6,14,75.904
2004,6,15,75.904
2004,6,16,75.904
2004,6,17,75.904
2004,6,18,75.904
2004,6,19,75.904
2004,6,20,75.904
2004,6,21,75.904
2004,6,22,75.904
2004,6,23,75.904
2004,6,24,75.904
2004,6,25,75.904
2004,6,26,75.904
2004,6,27,75.904
2004,6,28,75.904
2004,6,29,75.904
2004,6,30,75.904
2004,7,1,75.328
2004,7,2,75.328
2004,7,3,75.328
2004,7,4,75.328
2004,7,5,75.328
2004,7,6,75.328
2004,7,7,75.328
2004,7,8,75.328
2004,7,9,75.328
2004,7,10,75.328
2004,7,11,75.328
2004,7,12,75.328
2004,7,13,75.328
2004,7,14,75.328
2004,7,15,75.328
2004,7,16,75.328
2004,7,17,75.328
2004,7,18,75.328
2004,7,19,75.328
2004,7,20,75.328
2004,7,21,75.328
2004,7,22,75.328
2004,7,23,75.328
2004,7,24,75.328
2004,7,25,75.328
2004,7,26,75.328
2004,7,27,75.328
2004,7,28,75.328
2004,7,29,75.328
2004,7,30,75.328
2004,7,31,75.328
2004,8,1,75.661
2004,8,2,75.661
2004,8,3,75.661
2004,8,4,75.661
2004,8,5,75.661
2004,8,6,75.661
2004,8,7,75.661
2004,8,8,75.661
2004,8,9,75.661
2004,8,10,75.661
2004,8,11,75.661
2004,8,12,75.661
2004,8,13,75.661
2004,8,14,75.661
2004,8,15,75.661
2004,8,16,75.661
2004,8,17,75.661
2004,8,18,75.661
2004,8,19,75.661
2004,8,20,75.661
2004,8,21,75.661
2004,8,22,75.661
2004,8,23,75.661
2004,8,24,75.661
2004,8,25,75.661
2004,8,26,75.661
2004,8,27,75.661
2004,8,28,75.661
2004,8,29,75.661
2004,8,30,75.661
2004,8,31,75.661
2004,9,1,75.796
2004,9,2,75.796
2004,9,3,75.796
2004,9,4,75.796
2004,9,5,75.796
2004,9,6,75.796
2004,9,7,75.796
2004,9,8,75.796
2004,9,9,75.796
2004,9,10,75.796
2004,9,11,75.796
2004,9,12,75.796
2004,9,13,75.796
2004,9,14,75.796
2004,9,15,75.796
2004,9,16,75.796
2004,9,17,75.796
2004,9,18,75.796
2004,9,19,75.796
2004,9,20,75.796
2004,9,21,75.796
2004,9,22,75.796
2004,9,23,75.796
2004,9,24,75.796
2004,9,25,75.796
2004,9,26,75.796
2004,9,27,75.796
2004,9,28,75.796
2004,9,29,75.796
2004,9,30,75.796
2004,10,1,76.575
2004,10,2,76.575
2004,10,3,76.575
2004,10,4,76.575
2004,10,5,76.575
2004,10,6,76.575
2004,10,7,76.575
2004,10,8,76.575
2004,10,9,76.575
2004,10,10,76.575
2004,10,11,76.575
2004,10,12,76.575
2004,10,13,76.575
2004,10,14,76.575
2004,10,15,76.575
2004,10,16,76.575
2004,10,17,76.575
2004,10,18,76.575
2004,10,19,76.575
2004,10,20,76.575
2004,10,21,76.575
2004,10,22,76.575
2004,10,23,76.575
2004,10,24,76.575
2004,10,25,76.575
2004,10,26,76.575
2004,10,27,76.575
2004,10,28,76.575
2004,10,29,76.575
2004,10,30,76.575
2004,10,31,76.575
2004,11,1,76.767
2004,11,2,76.767
2004,11,3,76.767
2004,11,4,76.767
2004,11,5,76.767
2004,11,6,76.767
2004,11,7,76.767
2004,11,8,76.767
2004,11,9,76.767
2004,11,10,76.767
2004,11,11,76.767
2004,11,12,76.767
2004,11,13,76.767
2004,11,14,76.767
2004,11,15,76.767
2004,11,16,76.767
2004,11,17,76.767
2004,11,18,76.767
2004,11,19,76.767
2004,11,20,76.767
2004,11,21,76.767
2004,11,22,76.767
2004,11,23,76.767
2004,11,24,76.767
2004,11,25,76.767
2004,11,26,76.767
2004,11,27,76.767
2004,11,28,76.767
2004,11,29,76.767
2004,11,30,76.767
2004,12,1,76.692
2004,12,2,76.692
2004,12,3,76.692
2004,12,4,76.692
2004,12,5,76.692
2004,12,6,76.692
2004,12,7,76.692
2004,12,8,76.692
2004,12,9,76.692
2004,12,10,76.692
2004,12,11,76.692
2004,12,12,76.692
2004,12,13,76.692
2004,12,14,76.692
2004,12,15,76.692
2004,12,16,76.692
2004,12,17,76.692
2004,12,18,76.692
2004,12,19,76.692
2004,12,20,76.692
2004,12,21,76.692
2004,12,22,76.692
2004,12,23,76.692
2004,12,24,76.692
2004,12,25,76.692
2004,12,26,76.692
2004,12,27,76.692
2004,12,28,76.692
2004,12,29,76.692
2004,12,30,76.692
2004,12,31,76.692
2003,1,1,72.111
2003,1,2,72.111
2003,1,3,72.111
2003,1,4,72.111
2003,1,5,72.111
2003,1,6,72.111
2003,1,7,72.111
2003,1,8,72.111
2003,1,9,72.111
2003,1,10,72.111
2003,1,11,72.111
2003,1,12,72.111
2003,1,13,72.111
2003,1,14,72.111
2003,1,15,72.111
2003,1,16,72.111
2003,1,17,72.111
2003,1,18,72.111
2003,1,19,72.111
2003,1,20,72.111
2003,1,21,72.111
2003,1,22,72.111
2003,1,23,72.111
2003,1,24,72.111
2003,1,25,72.111
2003,1,26,72.111
2003,1,27,72.111
2003,1,28,72.111
2003,1,29,72.111
2003,1,30,72.111
2003,1,31,72.111
2003,2,1,72.264
2003,2,2,72.264
2003,2,3,72.264
2003,2,4,72.264
2003,2,5,72.264
2003,2,6,72.264
2003,2,7,72.264
2003,2,8,72.264
2003,2,9,72.264
2003,2,10,72.264
2003,2,11,72.264
2003,2,12,72.264
2003,2,13,72.264
2003,2,14,72.264
2003,2,15,72.264
2003,2,16,72.264
2003,2,17,72.264
2003,2,18,72.264
2003,2,19,72.264
2003,2,20,72.264
2003,2,21,72.264
2003,2,22,72.264
2003,2,23,72.264
2003,2,24,72.264
2003,2,25,72.264
2003,2,26,72.264
2003,2,27,72.264
2003,2,28,72.264
2003,3,1,72.765
2003,3,2,72.765
2003,3,3,72.765
2003,3,4,72.765
2003,3,5,72.765
2003,3,6,72.765
2003,3,7,72.765
2003,3,8,72.765
2003,3,9,72.765
2003,3,10,72.765
2003,3,11,72.765
2003,3,12,72.765
2003,3,13,72.765
2003,3,14,72.765
2003,3,15,72.765
2003,3,16,72.765
2003,3,17,72.765
2003,3,18,72.765
2003,3,19,72.765
2003,3,20,72.765
2003,3,21,72.765
2003,3,22,72.765
2003,3,23,72.765
2003,3,24,72.765
2003,3,25,72.765
2003,3,26,72.765
2003,3,27,72.765
2003,3,28,72.765
2003,3,29,72.765
2003,3,30,72.765
2003,3,31,72.765
2003,4,1,73.357
2003,4,2,73.357
2003,4,3,73.357
2003,4,4,73.357
2003,4,5,73.357
2003,4,6,73.357
2003,4,7,73.357
2003,4,8,73.357
2003,4,9,73.357
2003,4,10,73.357
2003,4,11,73.357
2003,4,12,73.357
2003,4,13,73.357
2003,4,14,73.357
2003,4,15,73.357
2003,4,16,73.357
2003,4,17,73.357
2003,4,18,73.357
2003,4,19,73.357
2003,4,20,73.357
2003,4,21,73.357
2003,4,22,73.357
2003,4,23,73.357
2003,4,24,73.357
2003,4,25,73.357
2003,4,26,73.357
2003,4,27,73.357
2003,4,28,73.357
2003,4,29,73.357
2003,4,30,73.357
2003,5,1,73.289
2003,5,2,73.289
2003,5,3,73.289
2003,5,4,73.289
2003,5,5,73.289
2003,5,6,73.289
2003,5,7,73.289
2003,5,8,73.289
2003,5,9,73.289
2003,5,10,73.289
2003,5,11,73.289
2003,5,12,73.289
2003,5,13,73.289
2003,5,14,73.289
2003,5,15,73.289
2003,5,16,73.289
2003,5,17,73.289
2003,5,18,73.289
2003,5,19,73.289
2003,5,20,73.289
2003,5,21,73.289
2003,5,22,73.289
2003,5,23,73.289
