Year,Month,Day,IPC Diario
2003,5,24,73.289
2003,5,25,73.289
2003,5,26,73.289
2003,5,27,73.289
2003,5,28,73.289
2003,5,29,73.289
2003,5,30,73.289
2003,5,31,73.289
2003,6,1,73.338
2003,6,2,73.338
2003,6,3,73.338
2003,6,4,73.338
2003,6,5,73.338
2003,6,6,73.338
2003,6,7,73.338
2003,6,8,73.338
2003,6,9,73.338
2003,6,10,73.338
2003,6,11,73.338
2003,6,12,73.338
2003,6,13,73.338
2003,6,14,73.338
2003,6,15,73.338
2003,6,16,73.338
2003,6,17,73.338
2003,6,18,73.338
2003,6,19,73.338
2003,6,20,73.338
2003,6,21,73.338
2003,6,22,73.338
2003,6,23,73.338
2003,6,24,73.338
2003,6,25,73.338
2003,6,26,73.338
2003,6,27,73.338
2003,6,28,73.338
2003,6,29,73.338
2003,6,30,73.338
2003,7,1,72.878
2003,7,2,72.878
2003,7,3,72.878
2003,7,4,72.878
2003,7,5,72.878
2003,7,6,72.878
2003,7,7,72.878
2003,7,8,72.878
2003,7,9,72.878
2003,7,10,72.878
2003,7,11,72.878
2003,7,12,72.878
2003,7,13,72.878
2003,7,14,72.878
2003,7,15,72.878
2003,7,16,72.878
2003,7,17,72.878
2003,7,18,72.878
2003,7,19,72.878
2003,7,20,72.878
2003,7,21,72.878
2003,7,22,72.878
2003,7,23,72.878
2003,7,24,72.878
2003,7,25,72.878
2003,7,26,72.878
2003,7,27,72.878
2003,7,28,72.878
2003,7,29,72.878
2003,7,30,72.878
2003,7,31,72.878
2003,8,1,73.213
2003,8,2,73.213
2003,8,3,73.213
2003,8,4,73.213
2003,8,5,73.213
2003,8,6,73.213
2003,8,7,73.213
2003,8,8,73.213
2003,8,9,73.213
2003,8,10,73.213
2003,8,11,73.213
2003,8,12,73.213
2003,8,13,73.213
2003,8,14,73.213
2003,8,15,73.213
2003,8,16,73.213
2003,8,17,73.213
2003,8,18,73.213
2003,8,19,73.213
2003,8,20,73.213
2003,8,21,73.213
2003,8,22,73.213
2003,8,23,73.213
2003,8,24,73.213
2003,8,25,73.213
2003,8,26,73.213
2003,8,27,73.213
2003,8,28,73.213
2003,8,29,73.213
2003,8,30,73.213
2003,8,31,73.213
2003,9,1,73.431
2003,9,2,73.431
2003,9,3,73.431
2003,9,4,73.431
2003,9,5,73.431
2003,9,6,73.431
2003,9,7,73.431
2003,9,8,73.431
2003,9,9,73.431
2003,9,10,73.431
2003,9,11,73.431
2003,9,12,73.431
2003,9,13,73.431
2003,9,14,73.431
2003,9,15,73.431
2003,9,16,73.431
2003,9,17,73.431
2003,9,18,73.431
2003,9,19,73.431
2003,9,20,73.431
2003,9,21,73.431
2003,9,22,73.431
2003,9,23,73.431
2003,9,24,73.431
2003,9,25,73.431
2003,9,26,73.431
2003,9,27,73.431
2003,9,28,73.431
2003,9,29,73.431
2003,9,30,73.431
2003,10,1,73.926
2003,10,2,73.926
2003,10,3,73.926
2003,10,4,73.926
2003,10,5,73.926
2003,10,6,73.926
2003,10,7,73.926
2003,10,8,73.926
2003,10,9,73.926
2003,10,10,73.926
2003,10,11,73.926
2003,10,12,73.926
2003,10,13,73.926
2003,10,14,73.926
2003,10,15,73.926
2003,10,16,73.926
2003,10,17,73.926
2003,10,18,73.926
2003,10,19,73.926
2003,10,20,73.926
2003,10,21,73.926
2003,10,22,73.926
2003,10,23,73.926
2003,10,24,73.926
2003,10,25,73.926
2003,10,26,73.926
2003,10,27,73.926
2003,10,28,73.926
2003,10,29,73.926
2003,10,30,73.926
2003,10,31,73.926
2003,11,1,74.167
2003,11,2,74.167
2003,11,3,74.167
2003,11,4,74.167
2003,11,5,74.167
2003,11,6,74.167
2003,11,7,74.167
2003,11,8,74.167
2003,11,9,74.167
2003,11,10,74.167
2003,11,11,74.167
2003,11,12,74.167
2003,11,13,74.167
2003,11,14,74.167
2003,11,15,74.167
2003,11,16,74.167
2003,11,17,74.167
2003,11,18,74.167
2003,11,19,74.167
2003,11,20,74.167
2003,11,21,74.167
2003,11,22,74.167
2003,11,23,74.167
2003,11,24,74.167
2003,11,25,74.167
2003,11,26,74.167
2003,11,27,74.167
2003,11,28,74.167
2003,11,29,74.167
2003,11,30,74.167
2003,12,1,74.294
2003,12,2,74.294
2003,12,3,74.294
2003,12,4,74.294
2003,12,5,74.294
2003,12,6,74.294
2003,12,7,74.294
2003,12,8,74.294
2003,12,9,74.294
2003,12,10,74.294
2003,12,11,74.294
2003,12,12,74.294
2003,12,13,74.294
2003,12,14,74.294
2003,12,15,74.294
2003,12,16,74.294
2003,12,17,74.294
2003,12,18,74.294
2003,12,19,74.294
2003,12,20,74.294
2003,12,21,74.294
2003,12,22,74.294
2003,12,23,74.294
2003,12,24,74.294
2003,12,25,74.294
2003,12,26,74.294
2003,12,27,74.294
2003,12,28,74.294
2003,12,29,74.294
2003,12,30,74.294
2003,12,31,74.294
2002,1,1,69.53
2002,1,2,69.53
2002,1,3,69.53
2002,1,4,69.53
2002,1,5,69.53
2002,1,6,69.53
2002,1,7,69.53
2002,1,8,69.53
2002,1,9,69.53
2002,1,10,69.53
2002,1,11,69.53
2002,1,12,69.53
2002,1,13,69.53
2002,1,14,69.53
2002,1,15,69.53
2002,1,16,69.53
2002,1,17,69.53
2002,1,18,69.53
2002,1,19,69.53
2002,1,20,69.53
2002,1,21,69.53
2002,1,22,69.53
2002,1,23,69.53
2002,1,24,69.53
2002,1,25,69.53
2002,1,26,69.53
2002,1,27,69.53
2002,1,28,69.53
2002,1,29,69.53
2002,1,30,69.53
2002,1,31,69.53
2002,2,1,69.59
2002,2,2,69.59
2002,2,3,69.59
2002,2,4,69.59
2002,2,5,69.59
2002,2,6,69.59
2002,2,7,69.59
2002,2,8,69.59
2002,2,9,69.59
2002,2,10,69.59
2002,2,11,69.59
2002,2,12,69.59
2002,2,13,69.59
2002,2,14,69.59
2002,2,15,69.59
2002,2,16,69.59
2002,2,17,69.59
2002,2,18,69.59
2002,2,19,69.59
2002,2,20,69.59
2002,2,21,69.59
2002,2,22,69.59
2002,2,23,69.59
2002,2,24,69.59
2002,2,25,69.59
2002,2,26,69.59
2002,2,27,69.59
2002,2,28,69.59
2002,3,1,70.165
2002,3,2,70.165
2002,3,3,70.165
2002,3,4,70.165
2002,3,5,70.165
2002,3,6,70.165
2002,3,7,70.165
2002,3,8,70.165
2002,3,9,70.165
2002,3,10,70.165
2002,3,11,70.165
2002,3,12,70.165
2002,3,13,70.165
2002,3,14,70.165
2002,3,15,70.165
2002,3,16,70.165
2002,3,17,70.165
2002,3,18,70.165
2002,3,19,70.165
2002,3,20,70.165
2002,3,21,70.165
2002,3,22,70.165
2002,3,23,70.165
2002,3,24,70.165
2002,3,25,70.165
2002,3,26,70.165
2002,3,27,70.165
2002,3,28,70.165
2002,3,29,70.165
2002,3,30,70.165
2002,3,31,70.165
2002,4,1,71.118
2002,4,2,71.118
2002,4,3,71.118
2002,4,4,71.118
2002,4,5,71.118
2002,4,6,71.118
2002,4,7,71.118
2002,4,8,71.118
2002,4,9,71.118
2002,4,10,71.118
2002,4,11,71.118
2002,4,12,71.118
2002,4,13,71.118
2002,4,14,71.118
2002,4,15,71.118
2002,4,16,71.118
2002,4,17,71.118
2002,4,18,71.118
2002,4,19,71.118
2002,4,20,71.118
2002,4,21,71.118
2002,4,22,71.118
2002,4,23,71.118
2002,4,24,71.118
2002,4,25,71.118
2002,4,26,71.118
2002,4,27,71.118
2002,4,28,71.118
2002,4,29,71.118
2002,4,30,71.118
2002,5,1,71.374
2002,5,2,71.374
2002,5,3,71.374
2002,5,4,71.374
2002,5,5,71.374
2002,5,6,71.374
2002,5,7,71.374
2002,5,8,71.374
2002,5,9,71.374
2002,5,10,71.374
2002,5,11,71.374
2002,5,12,71.374
2002,5,13,71.374
2002,5,14,71.374
2002,5,15,71.374
2002,5,16,71.374
2002,5,17,71.374
2002,5,18,71.374
2002,5,19,71.374
2002,5,20,71.374
2002,5,21,71.374
2002,5,22,71.374
2002,5,23,71.374
2002,5,24,71.374
2002,5,25,71.374
2002,5,26,71.374
2002,5,27,71.374
2002,5,28,71.374
2002,5,29,71.374
2002,5,30,71.374
2002,5,31,71.374
2002,6,1,71.377
2002,6,2,71.377
2002,6,3,71.377
2002,6,4,71.377
2002,6,5,71.377
2002,6,6,71.377
2002,6,7,71.377
2002,6,8,71.377
2002,6,9,71.377
2002,6,10,71.377
2002,6,11,71.377
2002,6,12,71.377
2002,6,13,71.377
2002,6,14,71.377
2002,6,15,71.377
2002,6,16,71.377
2002,6,17,71.377
2002,6,18,71.377
2002,6,19,71.377
2002,6,20,71.377
2002,6,21,71.377
2002,6,22,71.377
2002,6,23,71.377
2002,6,24,71.377
2002,6,25,71.377
2002,6,26,71.377
2002,6,27,71.377
2002,6,28,71.377
2002,6,29,71.377
2002,6,30,71.377
2002,7,1,70.882
2002,7,2,70.882
2002,7,3,70.882
2002,7,4,70.882
2002,7,5,70.882
2002,7,6,70.882
2002,7,7,70.882
2002,7,8,70.882
2002,7,9,70.882
2002,7,10,70.882
2002,7,11,70.882
2002,7,12,70.882
2002,7,13,70.882
2002,7,14,70.882
2002,7,15,70.882
2002,7,16,70.882
2002,7,17,70.882
2002,7,18,70.882
2002,7,19,70.882
2002,7,20,70.882
2002,7,21,70.882
2002,7,22,70.882
2002,7,23,70.882
2002,7,24,70.882
2002,7,25,70.882
2002,7,26,70.882
2002,7,27,70.882
2002,7,28,70.882
2002,7,29,70.882
2002,7,30,70.882
2002,7,31,70.882
2002,8,1,71.085
2002,8,2,71.085
2002,8,3,71.085
2002,8,4,71.085
2002,8,5,71.085
2002,8,6,71.085
2002,8,7,71.085
2002,8,8,71.085
2002,8,9,71.085
2002,8,10,71.085
2002,8,11,71.085
2002,8,12,71.085
2002,8,13,71.085
2002,8,14,71.085
2002,8,15,71.085
2002,8,16,71.085
2002,8,17,71.085
2002,8,18,71.085
2002,8,19,71.085
2002,8,20,71.085
2002,8,21,71.085
2002,8,22,71.085
2002,8,23,71.085
2002,8,24,71.085
2002,8,25,71.085
2002,8,26,71.085
2002,8,27,71.085
2002,8,28,71.085
2002,8,29,71.085
2002,8,30,71.085
2002,8,31,71.085
2002,9,1,71.351
2002,9,2,71.351
2002,9,3,71.351
2002,9,4,71.351
2002,9,5,71.351
2002,9,6,71.351
2002,9,7,71.351
2002,9,8,71.351
2002,9,9,71.351
2002,9,10,71.351
2002,9,11,71.351
2002,9,12,71.351
2002,9,13,71.351
2002,9,14,71.351
2002,9,15,71.351
2002,9,16,71.351
2002,9,17,71.351
2002,9,18,71.351
2002,9,19,71.351
2002,9,20,71.351
2002,9,21,71.351
2002,9,22,71.351
2002,9,23,71.351
2002,9,24,71.351
2002,9,25,71.351
2002,9,26,71.351
2002,9,27,71.351
2002,9,28,71.351
2002,9,29,71.351
2002,9,30,71.351
2002,10,1,72.058
2002,10,2,72.058
2002,10,3,72.058
2002,10,4,72.058
2002,10,5,72.058
2002,10,6,72.058
2002,10,7,72.058
2002,10,8,72.058
2002,10,9,72.058
2002,10,10,72.058
2002,10,11,72.058
2002,10,12,72.058
2002,10,13,72.058
2002,10,14,72.058
2002,10,15,72.058
2002,10,16,72.058
2002,10,17,72.058
2002,10,18,72.058
2002,10,19,72.058
2002,10,20,72.058
2002,10,21,72.058
2002,10,22,72.058
2002,10,23,72.058
2002,10,24,72.058
2002,10,25,72.058
2002,10,26,72.058
2002,10,27,72.058
2002,10,28,72.058
2002,10,29,72.058
2002,10,30,72.058
2002,10,31,72.058
2002,11,1,72.169
2002,11,2,72.169
2002,11,3,72.169
2002,11,4,72.169
2002,11,5,72.169
2002,11,6,72.169
2002,11,7,72.169
2002,11,8,72.169
2002,11,9,72.169
2002,11,10,72.169
2002,11,11,72.169
2002,11,12,72.169
2002,11,13,72.169
2002,11,14,72.169
2002,11,15,72.169
2002,11,16,72.169
2002,11,17,72.169
2002,11,18,72.169
2002,11,19,72.169
2002,11,20,72.169
2002,11,21,72.169
2002,11,22,72.169
2002,11,23,72.169
2002,11,24,72.169
2002,11,25,72.169
2002,11,26,72.169
2002,11,27,72.169
2002,11,28,72.169
2002,11,29,72.169
2002,11,30,72.169
2002,12,1,72.409
2002,12,2,72.409
2002,12,3,72.409
2002,12,4,72.409
2002,12,5,72.409
2002,12,6,72.409
2002,12,7,72.409
2002,12,8,72.409
2002,12,9,72.409
2002,12,10,72.409
2002,12,11,72.409
2002,12,12,72.409
2002,12,13,72.409
2002,12,14,72.409
2002,12,15,72.409
2002,12,16,72.409
2002,12,17,72.409
2002,12,18,72.409
2002,12,19,72.409
2002,12,20,72.409
2002,12,21,72.409
2002,12,22,72.409
2002,12,23,72.409
2002,12,24,72.409
2002,12,25,72.409
2002,12,26,72.409
2002,12,27,72.409
2002,12,28,72.409
2002,12,29,72.409
2002,12,30,72.409
2002,12,31,72.409
