Year,Month,Day,Pot_Eolica_GW
2026,3,19,42.2294186
2026,3,20,42.2294186
2026,3,21,42.2294186
2026,3,22,42.2294186
2026,3,23,42.2294186
2026,3,24,42.2294186
2026,3,25,42.2294186
2026,3,26,42.2294186
2026,3,27,42.2294186
2026,3,28,42.2294186
2026,3,29,42.2294186
2026,3,30,42.2294186
2026,3,31,42.2294186
2026,4,1,42.2294186
2026,4,2,42.2294186
2026,4,3,42.2294186
2026,4,4,42.2294186
2026,4,5,42.2294186
2026,4,6,42.2294186
2026,4,7,42.2294186
2026,4,8,42.2294186
2026,4,9,42.2294186
2026,4,10,42.2294186
2026,4,11,42.2294186
2026,4,12,42.2294186
2026,4,13,42.2294186
2026,4,14,42.2294186
2026,4,15,42.2294186
2026,4,16,42.2294186
2026,4,17,42.2294186
2026,4,18,42.2294186
2026,4,19,42.2294186
2026,4,20,42.2294186
2026,4,21,42.2294186
2026,4,22,42.2294186
2026,4,23,42.2294186
2026,4,24,42.2294186
2026,4,25,42.2294186
2026,4,26,42.2294186
2026,4,27,42.2294186
2026,4,28,42.2294186
2026,4,29,42.2294186
2026,4,30,42.2294186
2026,5,1,42.2294186
2026,5,2,42.2294186
2026,5,3,42.2294186
2026,5,4,42.2294186
2026,5,5,42.2294186
2026,5,6,42.2294186
2026,5,7,42.2294186
2026,5,8,42.2294186
2026,5,9,42.2294186
2026,5,10,42.2294186
2026,5,11,42.2294186
2026,5,12,42.2294186
