lat,lon,date_local,Temp_min_C,Temp_max_C,Temp_media_C,RadiacionGlobal_media_Wm2,Viento_media_ms
43.01008776,-9.188413044333332,2019-01-01,6.85,12.88,9.5,95.0,1.3
43.01008776,-9.188413044333332,2019-01-02,7.02,11.48,8.64,91.8,5.5
43.01008776,-9.188413044333332,2019-01-03,4.4,11.82,7.99,93.0,2.26
43.01008776,-9.188413044333332,2019-01-04,4.69,12.26,8.2,93.7,0.99
43.01008776,-9.188413044333332,2019-01-05,4.41,12.34,8.12,96.0,1.44
43.01008776,-9.188413044333332,2019-01-06,3.25,12.93,7.33,96.3,3.44
43.01008776,-9.188413044333332,2019-01-07,6.39,11.69,8.29,95.4,5.71
43.01008776,-9.188413044333332,2019-01-08,6.54,12.38,8.82,94.3,6.12
43.01008776,-9.188413044333332,2019-01-09,8.13,12.11,9.63,53.9,6.79
43.01008776,-9.188413044333332,2019-01-10,7.25,11.4,8.57,95.9,7.38
43.01008776,-9.188413044333332,2019-01-11,5.79,11.12,7.88,97.3,6.54
43.01008776,-9.188413044333332,2019-01-12,7.05,11.26,8.62,67.5,6.07
43.01008776,-9.188413044333332,2019-01-13,7.57,12.01,9.33,71.1,4.74
43.01008776,-9.188413044333332,2019-01-14,8.5,11.93,9.8,80.6,4.94
43.01008776,-9.188413044333332,2019-01-15,5.58,11.96,8.82,92.4,3.04
43.01008776,-9.188413044333332,2019-01-16,8.64,11.75,9.8,60.2,3.47
43.01008776,-9.188413044333332,2019-01-17,6.11,9.73,8.28,82.3,3.72
43.01008776,-9.188413044333332,2019-01-18,5.19,10.17,8.08,36.5,3.16
43.01008776,-9.188413044333332,2019-01-19,6.69,12.35,10.07,14.3,5.92
43.01008776,-9.188413044333332,2019-01-20,8.34,9.8,9.02,60.3,6.55
43.01008776,-9.188413044333332,2019-01-21,7.94,10.53,8.87,51.5,3.9
43.01008776,-9.188413044333332,2019-01-22,8.61,9.92,9.27,34.4,6.03
43.01008776,-9.188413044333332,2019-01-23,9.64,11.63,10.93,29.2,8.99
43.01008776,-9.188413044333332,2019-01-24,10.15,11.92,11.17,29.7,7.15
43.01008776,-9.188413044333332,2019-01-25,8.76,11.82,10.1,50.0,5.52
43.01008776,-9.188413044333332,2019-01-26,7.73,11.83,9.53,103.5,4.01
43.01008776,-9.188413044333332,2019-01-27,9.15,10.87,9.7,95.5,6.66
43.01008776,-9.188413044333332,2019-01-28,8.46,10.76,10.06,53.3,5.41
43.01008776,-9.188413044333332,2019-01-29,7.69,10.62,9.32,63.7,6.6
43.01008776,-9.188413044333332,2019-01-30,7.51,11.57,9.34,30.8,6.21
43.01008776,-9.188413044333332,2019-01-31,8.2,11.7,10.78,43.3,8.07
43.01008776,-9.188413044333332,2019-02-01,6.4,8.75,7.62,41.1,9.95
43.01008776,-9.188413044333332,2019-02-02,6.47,8.76,7.26,95.6,7.02
43.01008776,-9.188413044333332,2019-02-03,4.37,9.29,6.89,110.3,2.5
43.01008776,-9.188413044333332,2019-02-04,7.77,10.98,9.86,32.5,5.52
43.01008776,-9.188413044333332,2019-02-05,9.48,12.44,10.74,70.6,4.07
43.01008776,-9.188413044333332,2019-02-06,8.82,11.64,10.22,29.8,4.89
43.01008776,-9.188413044333332,2019-02-07,7.46,11.2,9.5,105.8,2.95
43.01008776,-9.188413044333332,2019-02-08,8.22,11.72,10.23,36.4,7.08
43.01008776,-9.188413044333332,2019-02-09,10.96,12.17,11.48,35.9,8.28
43.01008776,-9.188413044333332,2019-02-10,7.88,12.15,10.34,105.4,5.87
43.01008776,-9.188413044333332,2019-02-11,4.37,12.05,8.24,143.1,2.68
43.01008776,-9.188413044333332,2019-02-12,3.57,14.42,9.04,147.4,1.41
43.01008776,-9.188413044333332,2019-02-13,3.96,14.39,8.84,149.3,2.44
43.01008776,-9.188413044333332,2019-02-14,4.6,16.42,10.68,150.4,3.76
43.01008776,-9.188413044333332,2019-02-15,11.52,15.0,13.1,130.9,4.32
43.01008776,-9.188413044333332,2019-02-16,5.44,16.12,10.17,154.5,2.83
43.01008776,-9.188413044333332,2019-02-17,7.9,11.31,10.13,28.4,4.4
43.01008776,-9.188413044333332,2019-02-18,6.72,10.85,8.66,119.6,3.18
43.01008776,-9.188413044333332,2019-02-19,4.39,10.38,7.53,157.0,1.76
43.01008776,-9.188413044333332,2019-02-20,4.42,11.63,8.81,147.5,5.16
43.01008776,-9.188413044333332,2019-02-21,9.67,15.55,12.24,109.6,6.11
43.01008776,-9.188413044333332,2019-02-22,10.93,17.12,13.5,135.2,5.69
43.01008776,-9.188413044333332,2019-02-23,11.45,15.9,13.22,145.2,4.15
43.01008776,-9.188413044333332,2019-02-24,7.22,19.08,12.9,152.5,2.12
43.01008776,-9.188413044333332,2019-02-25,8.34,17.93,12.8,174.3,2.26
43.01008776,-9.188413044333332,2019-02-26,7.25,18.27,12.22,175.5,2.44
43.01008776,-9.188413044333332,2019-02-27,10.0,13.05,11.59,87.2,5.63
43.01008776,-9.188413044333332,2019-02-28,8.37,14.15,10.82,110.4,2.44
43.01008776,-9.188413044333332,2019-03-01,9.09,13.86,11.46,82.2,2.93
43.01008776,-9.188413044333332,2019-03-02,9.97,13.5,11.57,82.6,5.3
43.01008776,-9.188413044333332,2019-03-03,10.69,12.7,11.66,30.1,10.15
43.01008776,-9.188413044333332,2019-03-04,8.85,11.08,9.94,116.1,6.71
43.01008776,-9.188413044333332,2019-03-05,9.35,13.06,11.29,50.7,9.44
43.01008776,-9.188413044333332,2019-03-06,8.48,11.99,9.76,63.6,8.76
43.01008776,-9.188413044333332,2019-03-07,8.13,11.68,9.44,77.8,6.08
43.01008776,-9.188413044333332,2019-03-08,7.14,12.11,9.99,96.2,3.59
43.01008776,-9.188413044333332,2019-03-09,10.99,13.79,12.1,57.9,4.07
43.01008776,-9.188413044333332,2019-03-10,9.4,13.48,11.67,76.7,4.08
43.01008776,-9.188413044333332,2019-03-11,8.03,14.26,10.37,203.6,3.64
43.01008776,-9.188413044333332,2019-03-12,5.62,12.6,9.09,50.2,4.71
43.01008776,-9.188413044333332,2019-03-13,7.42,10.47,8.86,138.2,5.33
43.01008776,-9.188413044333332,2019-03-14,7.03,12.09,9.47,105.2,3.37
43.01008776,-9.188413044333332,2019-03-15,6.57,12.84,9.62,206.3,3.26
43.01008776,-9.188413044333332,2019-03-16,4.69,10.96,8.49,163.9,3.74
43.01008776,-9.188413044333332,2019-03-17,7.79,10.66,9.33,152.7,5.67
43.01008776,-9.188413044333332,2019-03-18,7.3,11.26,8.95,149.9,5.54
43.01008776,-9.188413044333332,2019-03-19,8.07,11.87,9.78,132.5,6.32
43.01008776,-9.188413044333332,2019-03-20,8.29,14.98,10.92,227.7,6.57
43.01008776,-9.188413044333332,2019-03-21,6.86,15.41,11.03,230.7,2.93
43.01008776,-9.188413044333332,2019-03-22,5.28,15.1,10.25,234.9,2.07
43.01008776,-9.188413044333332,2019-03-23,5.4,17.43,11.42,237.1,2.46
43.01008776,-9.188413044333332,2019-03-24,10.06,17.27,12.92,237.3,5.75
43.01008776,-9.188413044333332,2019-03-25,9.44,16.66,12.17,242.8,7.84
43.01008776,-9.188413044333332,2019-03-26,8.77,16.68,11.84,247.7,7.94
43.01008776,-9.188413044333332,2019-03-27,8.27,17.78,12.34,253.5,5.74
43.01008776,-9.188413044333332,2019-03-28,8.44,18.15,12.65,253.0,5.51
43.01008776,-9.188413044333332,2019-03-29,7.66,17.17,12.3,252.3,2.38
43.01008776,-9.188413044333332,2019-03-30,6.23,15.75,11.2,255.5,2.22
43.01008776,-9.188413044333332,2019-03-31,6.69,16.42,11.85,225.9,3.57
43.01008776,-9.188413044333332,2019-04-01,9.6,17.15,12.91,243.8,4.13
43.01008776,-9.188413044333332,2019-04-02,9.45,12.24,10.64,166.0,5.13
43.01008776,-9.188413044333332,2019-04-03,7.55,9.98,8.65,168.2,6.53
43.01008776,-9.188413044333332,2019-04-04,6.24,9.07,7.79,60.1,5.25
43.01008776,-9.188413044333332,2019-04-05,6.15,9.61,7.72,122.5,5.06
43.01008776,-9.188413044333332,2019-04-06,6.85,10.55,8.27,136.3,6.49
43.01008776,-9.188413044333332,2019-04-07,6.95,11.47,9.13,84.9,5.27
43.01008776,-9.188413044333332,2019-04-08,9.29,12.3,10.42,187.0,7.12
43.01008776,-9.188413044333332,2019-04-09,8.32,11.07,9.86,115.2,6.74
43.01008776,-9.188413044333332,2019-04-10,9.46,12.96,10.78,161.0,4.81
43.01008776,-9.188413044333332,2019-04-11,5.65,13.97,9.89,254.6,2.31
43.01008776,-9.188413044333332,2019-04-12,5.75,14.7,10.68,278.0,2.51
43.01008776,-9.188413044333332,2019-04-13,9.71,13.59,11.82,99.9,4.98
43.01008776,-9.188413044333332,2019-04-14,12.66,15.59,13.83,82.0,5.54
43.01008776,-9.188413044333332,2019-04-15,10.75,13.42,12.58,132.6,6.28
43.01008776,-9.188413044333332,2019-04-16,9.89,14.62,11.94,216.1,4.78
43.01008776,-9.188413044333332,2019-04-17,10.41,13.58,11.9,115.8,5.35
43.01008776,-9.188413044333332,2019-04-18,10.44,15.21,12.45,156.0,4.08
43.01008776,-9.188413044333332,2019-04-19,10.67,16.33,13.1,190.5,6.73
43.01008776,-9.188413044333332,2019-04-20,11.64,18.53,14.74,289.3,6.9
43.01008776,-9.188413044333332,2019-04-21,10.93,17.68,14.02,304.6,5.36
43.01008776,-9.188413044333332,2019-04-22,8.66,14.14,11.52,137.1,4.08
43.01008776,-9.188413044333332,2019-04-23,6.74,10.4,8.76,163.8,3.8
43.01008776,-9.188413044333332,2019-04-24,7.9,11.52,9.25,112.1,7.34
43.01008776,-9.188413044333332,2019-04-25,8.44,11.97,9.85,123.7,8.76
43.01008776,-9.188413044333332,2019-04-26,8.81,12.36,10.62,152.3,4.9
43.01008776,-9.188413044333332,2019-04-27,10.07,14.63,12.02,123.8,3.08
43.01008776,-9.188413044333332,2019-04-28,8.54,18.77,13.07,317.2,4.16
43.01008776,-9.188413044333332,2019-04-29,9.94,16.36,13.05,278.8,2.57
43.01008776,-9.188413044333332,2019-04-30,11.18,16.01,12.96,287.8,4.12
43.01008776,-9.188413044333332,2019-05-01,10.5,13.55,11.79,67.0,7.56
43.01008776,-9.188413044333332,2019-05-02,9.78,14.5,11.64,305.3,8.88
43.01008776,-9.188413044333332,2019-05-03,9.58,14.93,11.88,318.2,6.83
43.01008776,-9.188413044333332,2019-05-04,9.85,16.18,12.74,322.5,6.46
43.01008776,-9.188413044333332,2019-05-05,9.34,19.21,13.93,313.9,4.09
43.01008776,-9.188413044333332,2019-05-06,11.85,14.9,12.99,163.4,4.78
43.01008776,-9.188413044333332,2019-05-07,12.31,14.02,12.95,113.9,7.52
43.01008776,-9.188413044333332,2019-05-08,11.23,13.83,12.46,160.7,9.2
43.01008776,-9.188413044333332,2019-05-09,11.42,14.41,12.77,42.9,6.62
43.01008776,-9.188413044333332,2019-05-10,11.83,14.54,13.6,71.5,5.96
43.01008776,-9.188413044333332,2019-05-11,9.73,16.73,13.22,331.3,3.32
43.01008776,-9.188413044333332,2019-05-12,10.62,23.48,16.82,340.0,4.2
43.01008776,-9.188413044333332,2019-05-13,13.06,24.08,18.73,341.7,2.85
43.01008776,-9.188413044333332,2019-05-14,13.58,22.66,18.15,343.7,2.53
43.01008776,-9.188413044333332,2019-05-15,12.88,18.26,15.1,253.1,2.24
43.01008776,-9.188413044333332,2019-05-16,11.53,13.26,12.55,94.5,6.15
43.01008776,-9.188413044333332,2019-05-17,10.42,12.87,11.49,200.6,6.88
43.01008776,-9.188413044333332,2019-05-18,9.57,12.75,11.04,245.6,4.41
43.01008776,-9.188413044333332,2019-05-19,7.51,14.33,11.13,295.4,2.58
43.01008776,-9.188413044333332,2019-05-20,9.05,15.4,12.21,195.8,1.74
43.01008776,-9.188413044333332,2019-05-21,10.53,18.27,14.77,327.4,2.26
43.01008776,-9.188413044333332,2019-05-22,10.54,18.04,14.76,321.7,2.39
43.01008776,-9.188413044333332,2019-05-23,12.03,16.13,14.01,246.4,3.12
43.01008776,-9.188413044333332,2019-05-24,11.6,16.07,13.63,223.7,4.93
43.01008776,-9.188413044333332,2019-05-25,12.01,16.88,14.07,340.7,6.09
43.01008776,-9.188413044333332,2019-05-26,12.43,17.68,14.56,334.9,5.23
43.01008776,-9.188413044333332,2019-05-27,11.95,15.77,13.96,143.4,4.94
43.01008776,-9.188413044333332,2019-05-28,11.76,16.37,13.78,339.3,6.45
43.01008776,-9.188413044333332,2019-05-29,11.81,20.35,15.75,351.4,5.23
43.01008776,-9.188413044333332,2019-05-30,13.95,23.88,18.97,353.3,3.39
43.01008776,-9.188413044333332,2019-05-31,15.81,24.86,20.52,358.0,2.48
43.01008776,-9.188413044333332,2019-06-01,17.03,23.51,20.09,359.2,1.42
43.01008776,-9.188413044333332,2019-06-02,13.16,18.38,15.93,212.7,3.03
43.01008776,-9.188413044333332,2019-06-03,14.22,17.03,15.59,120.8,2.42
43.01008776,-9.188413044333332,2019-06-04,11.62,15.65,14.26,202.0,5.29
43.01008776,-9.188413044333332,2019-06-05,10.44,13.97,12.19,238.7,4.43
43.01008776,-9.188413044333332,2019-06-06,10.56,13.39,11.75,81.3,7.44
43.01008776,-9.188413044333332,2019-06-07,10.07,13.95,12.03,264.5,5.11
43.01008776,-9.188413044333332,2019-06-08,10.46,14.78,12.54,179.7,1.8
43.01008776,-9.188413044333332,2019-06-09,10.76,14.91,12.65,246.3,3.29
43.01008776,-9.188413044333332,2019-06-10,9.77,15.39,12.79,232.1,2.87
43.01008776,-9.188413044333332,2019-06-11,11.38,14.65,12.88,287.1,6.13
43.01008776,-9.188413044333332,2019-06-12,10.66,14.11,12.46,234.6,3.77
43.01008776,-9.188413044333332,2019-06-13,8.89,14.48,12.18,218.4,2.27
43.01008776,-9.188413044333332,2019-06-14,10.57,15.19,13.15,209.4,2.15
43.01008776,-9.188413044333332,2019-06-15,11.54,15.67,13.72,167.5,3.31
43.01008776,-9.188413044333332,2019-06-16,9.03,17.65,14.18,361.6,2.26
43.01008776,-9.188413044333332,2019-06-17,12.18,17.67,14.47,122.4,2.56
43.01008776,-9.188413044333332,2019-06-18,12.79,17.01,14.91,59.6,5.76
43.01008776,-9.188413044333332,2019-06-19,14.39,17.39,15.66,108.9,3.54
43.01008776,-9.188413044333332,2019-06-20,13.66,16.55,14.78,273.2,4.57
43.01008776,-9.188413044333332,2019-06-21,12.69,18.8,15.52,300.8,4.34
43.01008776,-9.188413044333332,2019-06-22,12.86,17.81,15.24,183.2,4.65
43.01008776,-9.188413044333332,2019-06-23,14.72,18.2,16.1,171.8,5.26
43.01008776,-9.188413044333332,2019-06-24,13.23,18.38,16.0,319.3,2.53
43.01008776,-9.188413044333332,2019-06-25,12.11,19.78,16.69,273.1,2.28
43.01008776,-9.188413044333332,2019-06-26,15.3,18.6,16.69,203.1,3.28
43.01008776,-9.188413044333332,2019-06-27,14.09,19.27,16.81,276.7,2.24
43.01008776,-9.188413044333332,2019-06-28,13.37,20.94,17.18,360.4,2.59
43.01008776,-9.188413044333332,2019-06-29,15.32,19.35,16.88,291.6,3.53
43.01008776,-9.188413044333332,2019-06-30,14.63,18.43,16.48,99.0,4.91
43.01008776,-9.188413044333332,2019-07-01,14.92,18.55,16.52,114.5,6.66
43.01008776,-9.188413044333332,2019-07-02,15.02,19.16,16.67,66.7,8.88
43.01008776,-9.188413044333332,2019-07-03,15.68,23.45,18.93,260.1,5.77
43.01008776,-9.188413044333332,2019-07-04,17.14,19.98,18.4,311.3,2.72
43.01008776,-9.188413044333332,2019-07-05,15.6,19.74,17.67,310.0,2.01
43.01008776,-9.188413044333332,2019-07-06,13.75,19.6,16.97,170.2,1.68
43.01008776,-9.188413044333332,2019-07-07,14.9,20.02,17.34,115.9,3.88
43.01008776,-9.188413044333332,2019-07-08,15.81,19.73,17.5,75.4,6.9
43.01008776,-9.188413044333332,2019-07-09,15.91,20.85,17.82,317.8,5.72
43.01008776,-9.188413044333332,2019-07-10,15.61,22.85,18.92,353.6,5.12
43.01008776,-9.188413044333332,2019-07-11,15.36,21.66,18.25,354.8,4.84
43.01008776,-9.188413044333332,2019-07-12,15.84,23.86,19.43,308.3,5.93
43.01008776,-9.188413044333332,2019-07-13,17.92,23.94,20.4,170.7,5.38
43.01008776,-9.188413044333332,2019-07-14,16.81,22.86,19.32,279.6,4.83
43.01008776,-9.188413044333332,2019-07-15,16.55,20.38,17.94,75.7,5.65
43.01008776,-9.188413044333332,2019-07-16,16.35,19.51,17.55,172.2,7.98
43.01008776,-9.188413044333332,2019-07-17,15.62,18.95,17.16,280.3,6.74
43.01008776,-9.188413044333332,2019-07-18,13.7,20.93,17.42,182.8,3.07
43.01008776,-9.188413044333332,2019-07-19,15.68,21.78,18.35,334.5,3.32
43.01008776,-9.188413044333332,2019-07-20,17.03,20.77,18.36,272.0,2.71
43.01008776,-9.188413044333332,2019-07-21,15.6,21.56,18.19,265.0,4.36
43.01008776,-9.188413044333332,2019-07-22,17.01,24.75,20.24,331.1,5.51
43.01008776,-9.188413044333332,2019-07-23,17.51,21.76,19.15,241.7,2.76
43.01008776,-9.188413044333332,2019-07-24,16.65,22.32,19.21,150.2,4.54
43.01008776,-9.188413044333332,2019-07-25,17.0,19.9,18.3,157.4,5.41
43.01008776,-9.188413044333332,2019-07-26,14.55,19.06,16.89,204.2,2.6
43.01008776,-9.188413044333332,2019-07-27,15.68,19.59,17.23,240.1,4.89
43.01008776,-9.188413044333332,2019-07-28,14.85,20.79,17.39,332.1,3.39
43.01008776,-9.188413044333332,2019-07-29,15.52,17.74,16.79,234.8,6.06
43.01008776,-9.188413044333332,2019-07-30,14.6,18.3,16.23,305.7,3.48
43.01008776,-9.188413044333332,2019-07-31,13.48,20.22,16.76,263.4,4.37
43.01008776,-9.188413044333332,2019-08-01,15.62,21.08,18.06,234.3,6.06
43.01008776,-9.188413044333332,2019-08-02,16.37,22.44,18.85,309.0,3.48
43.01008776,-9.188413044333332,2019-08-03,15.78,21.59,18.67,298.0,1.92
43.01008776,-9.188413044333332,2019-08-04,17.35,20.91,18.6,260.7,2.8
43.01008776,-9.188413044333332,2019-08-05,15.06,21.33,18.21,212.0,2.79
43.01008776,-9.188413044333332,2019-08-06,17.14,19.74,18.29,81.1,2.9
43.01008776,-9.188413044333332,2019-08-07,17.03,19.96,18.31,115.5,5.96
43.01008776,-9.188413044333332,2019-08-08,18.5,21.07,19.42,82.9,7.93
43.01008776,-9.188413044333332,2019-08-09,17.25,19.61,18.49,150.1,8.37
43.01008776,-9.188413044333332,2019-08-10,15.63,19.15,17.3,221.4,3.31
43.01008776,-9.188413044333332,2019-08-11,13.24,18.17,15.9,189.8,2.98
43.01008776,-9.188413044333332,2019-08-12,13.68,18.2,16.15,243.1,3.55
43.01008776,-9.188413044333332,2019-08-13,14.19,19.9,16.68,312.0,3.77
43.01008776,-9.188413044333332,2019-08-14,14.8,19.87,17.54,103.2,2.5
43.01008776,-9.188413044333332,2019-08-15,15.62,21.78,18.23,303.4,3.26
43.01008776,-9.188413044333332,2019-08-16,14.91,21.2,18.3,199.9,2.71
43.01008776,-9.188413044333332,2019-08-17,18.04,20.83,19.24,93.6,5.81
43.01008776,-9.188413044333332,2019-08-18,16.17,18.97,17.79,237.2,4.75
43.01008776,-9.188413044333332,2019-08-19,14.9,18.86,16.67,226.6,5.26
43.01008776,-9.188413044333332,2019-08-20,15.53,21.36,17.86,280.7,7.33
43.01008776,-9.188413044333332,2019-08-21,16.37,22.5,18.86,287.7,7.26
43.01008776,-9.188413044333332,2019-08-22,16.65,27.14,21.23,295.5,3.94
43.01008776,-9.188413044333332,2019-08-23,17.25,24.3,20.87,284.4,2.39
43.01008776,-9.188413044333332,2019-08-24,16.05,20.45,17.82,227.4,2.66
43.01008776,-9.188413044333332,2019-08-25,16.11,21.33,18.28,173.3,5.28
43.01008776,-9.188413044333332,2019-08-26,17.02,22.26,18.98,175.3,6.02
43.01008776,-9.188413044333332,2019-08-27,17.32,21.77,18.84,189.8,4.21
43.01008776,-9.188413044333332,2019-08-28,16.77,21.05,18.38,258.8,1.95
43.01008776,-9.188413044333332,2019-08-29,15.65,22.69,18.52,276.6,3.55
43.01008776,-9.188413044333332,2019-08-30,17.91,23.91,20.22,264.1,3.3
43.01008776,-9.188413044333332,2019-08-31,17.07,20.49,18.64,160.8,4.06
43.01008776,-9.188413044333332,2019-09-01,16.43,18.67,17.38,229.4,7.29
43.01008776,-9.188413044333332,2019-09-02,15.63,22.99,18.53,277.1,8.8
43.01008776,-9.188413044333332,2019-09-03,15.54,25.54,19.85,272.9,5.07
43.01008776,-9.188413044333332,2019-09-04,16.09,20.25,17.87,254.1,7.75
43.01008776,-9.188413044333332,2019-09-05,14.86,19.93,16.8,240.3,9.28
43.01008776,-9.188413044333332,2019-09-06,14.21,21.19,17.19,269.7,8.81
43.01008776,-9.188413044333332,2019-09-07,14.51,20.13,16.86,263.1,8.46
43.01008776,-9.188413044333332,2019-09-08,15.39,21.49,17.54,257.2,7.41
43.01008776,-9.188413044333332,2019-09-09,14.63,18.37,16.0,191.3,4.98
43.01008776,-9.188413044333332,2019-09-10,13.82,17.22,15.24,197.7,6.14
43.01008776,-9.188413044333332,2019-09-11,13.52,19.7,16.03,253.2,6.06
43.01008776,-9.188413044333332,2019-09-12,13.82,24.08,18.18,252.0,5.34
43.01008776,-9.188413044333332,2019-09-13,15.55,25.08,19.44,247.3,6.84
43.01008776,-9.188413044333332,2019-09-14,16.18,24.46,19.6,238.7,5.77
43.01008776,-9.188413044333332,2019-09-15,16.64,24.42,19.75,230.8,5.51
43.01008776,-9.188413044333332,2019-09-16,16.78,23.13,19.35,209.3,5.19
43.01008776,-9.188413044333332,2019-09-17,16.85,23.63,19.93,173.5,2.55
43.01008776,-9.188413044333332,2019-09-18,16.27,21.57,18.69,165.3,1.85
43.01008776,-9.188413044333332,2019-09-19,15.7,21.87,18.17,182.9,1.37
43.01008776,-9.188413044333332,2019-09-20,15.61,18.67,16.87,99.4,3.8
43.01008776,-9.188413044333332,2019-09-21,15.16,17.65,16.68,80.1,7.11
43.01008776,-9.188413044333332,2019-09-22,14.23,17.69,15.74,126.8,5.23
43.01008776,-9.188413044333332,2019-09-23,14.66,16.92,16.02,55.9,8.0
43.01008776,-9.188413044333332,2019-09-24,15.26,17.79,16.75,121.4,5.99
43.01008776,-9.188413044333332,2019-09-25,14.54,17.6,15.79,107.3,4.1
43.01008776,-9.188413044333332,2019-09-26,15.07,18.31,16.47,122.2,5.08
43.01008776,-9.188413044333332,2019-09-27,14.0,17.79,16.32,130.3,3.51
43.01008776,-9.188413044333332,2019-09-28,12.56,17.96,15.58,200.7,2.44
43.01008776,-9.188413044333332,2019-09-29,15.07,17.32,16.39,45.1,5.59
43.01008776,-9.188413044333332,2019-09-30,16.32,18.68,17.29,66.3,4.86
43.01008776,-9.188413044333332,2019-10-01,15.28,17.95,16.55,127.6,4.4
43.01008776,-9.188413044333332,2019-10-02,13.85,17.54,15.57,152.3,2.07
43.01008776,-9.188413044333332,2019-10-03,11.63,17.39,15.16,78.3,3.83
43.01008776,-9.188413044333332,2019-10-04,13.53,17.31,16.01,129.4,1.6
43.01008776,-9.188413044333332,2019-10-05,13.14,18.0,15.68,128.3,1.94
43.01008776,-9.188413044333332,2019-10-06,14.91,19.19,16.81,183.3,2.41
43.01008776,-9.188413044333332,2019-10-07,12.67,19.5,16.72,115.0,1.73
43.01008776,-9.188413044333332,2019-10-08,15.12,17.94,17.05,119.1,3.54
43.01008776,-9.188413044333332,2019-10-09,13.39,17.06,15.11,173.4,3.05
43.01008776,-9.188413044333332,2019-10-10,12.04,18.55,15.0,182.7,2.82
43.01008776,-9.188413044333332,2019-10-11,12.91,18.46,15.33,147.7,2.62
43.01008776,-9.188413044333332,2019-10-12,13.83,17.74,15.52,128.8,6.59
43.01008776,-9.188413044333332,2019-10-13,13.9,15.97,14.88,31.5,4.78
43.01008776,-9.188413044333332,2019-10-14,12.47,13.98,13.09,125.2,5.33
43.01008776,-9.188413044333332,2019-10-15,12.83,15.45,14.03,70.5,6.53
43.01008776,-9.188413044333332,2019-10-16,14.9,15.96,15.51,23.5,7.35
43.01008776,-9.188413044333332,2019-10-17,13.54,15.82,14.72,121.6,3.78
43.01008776,-9.188413044333332,2019-10-18,13.31,14.74,13.97,48.8,4.71
43.01008776,-9.188413044333332,2019-10-19,11.94,13.5,12.75,47.0,3.4
43.01008776,-9.188413044333332,2019-10-20,10.8,13.51,11.88,101.5,4.16
43.01008776,-9.188413044333332,2019-10-21,10.11,12.37,11.25,122.7,3.66
43.01008776,-9.188413044333332,2019-10-22,9.99,15.21,12.25,159.8,5.47
43.01008776,-9.188413044333332,2019-10-23,12.02,14.48,13.03,113.4,4.46
43.01008776,-9.188413044333332,2019-10-24,12.2,15.38,14.36,49.3,5.47
43.01008776,-9.188413044333332,2019-10-25,13.63,16.56,14.71,112.2,6.99
43.01008776,-9.188413044333332,2019-10-26,14.02,16.97,15.23,98.4,7.11
43.01008776,-9.188413044333332,2019-10-27,14.91,18.26,16.15,99.9,5.19
43.01008776,-9.188413044333332,2019-10-28,14.91,17.04,15.81,32.2,6.64
43.01008776,-9.188413044333332,2019-10-29,15.13,16.71,15.81,60.5,5.78
43.01008776,-9.188413044333332,2019-10-30,15.52,17.49,16.18,45.6,5.02
43.01008776,-9.188413044333332,2019-10-31,15.29,17.33,16.34,45.1,4.59
43.01008776,-9.188413044333332,2019-11-01,15.39,17.24,16.71,23.2,6.73
43.01008776,-9.188413044333332,2019-11-02,13.72,14.99,14.33,32.4,7.12
43.01008776,-9.188413044333332,2019-11-03,12.99,15.26,14.24,37.1,8.44
43.01008776,-9.188413044333332,2019-11-04,9.98,14.24,12.62,74.2,8.56
43.01008776,-9.188413044333332,2019-11-05,10.89,14.2,12.56,65.1,6.58
43.01008776,-9.188413044333332,2019-11-06,11.55,14.0,12.53,33.7,4.49
43.01008776,-9.188413044333332,2019-11-07,8.4,11.12,9.69,76.2,7.27
43.01008776,-9.188413044333332,2019-11-08,8.44,12.27,10.61,89.5,5.84
43.01008776,-9.188413044333332,2019-11-09,11.06,13.24,12.11,50.4,6.08
43.01008776,-9.188413044333332,2019-11-10,10.57,11.53,10.94,32.3,5.22
43.01008776,-9.188413044333332,2019-11-11,10.91,13.86,12.1,79.5,5.04
43.01008776,-9.188413044333332,2019-11-12,10.21,14.22,12.4,16.4,5.13
43.01008776,-9.188413044333332,2019-11-13,9.32,14.2,11.87,59.3,6.2
43.01008776,-9.188413044333332,2019-11-14,6.82,10.47,8.94,36.0,10.04
43.01008776,-9.188413044333332,2019-11-15,7.56,8.98,8.38,90.3,8.37
43.01008776,-9.188413044333332,2019-11-16,8.27,10.9,9.6,67.9,4.28
43.01008776,-9.188413044333332,2019-11-17,8.96,11.43,10.63,64.3,5.79
43.01008776,-9.188413044333332,2019-11-18,8.57,11.59,9.74,70.6,2.8
43.01008776,-9.188413044333332,2019-11-19,9.04,10.92,9.92,32.6,4.85
43.01008776,-9.188413044333332,2019-11-20,8.48,10.63,9.47,59.6,4.13
43.01008776,-9.188413044333332,2019-11-21,8.25,11.84,10.18,83.6,4.62
43.01008776,-9.188413044333332,2019-11-22,9.5,12.71,11.19,23.0,9.89
43.01008776,-9.188413044333332,2019-11-23,9.69,12.24,10.82,65.8,6.21
43.01008776,-9.188413044333332,2019-11-24,10.01,14.1,12.08,29.6,6.63
43.01008776,-9.188413044333332,2019-11-25,12.12,13.85,13.2,56.6,6.97
43.01008776,-9.188413044333332,2019-11-26,11.7,14.23,13.14,27.5,9.47
43.01008776,-9.188413044333332,2019-11-27,11.62,12.38,12.02,33.4,6.36
