_id,fecha_de_negociacion,producto_de_mibgas,precios_de_los_productos_mibgas
1,2015-12-16,Producto diario D+1,19.67000
2,2015-12-18,Producto diario D+1,19.40000
3,2015-12-21,Producto intradiario WD,18.55000
4,2015-12-29,Producto diario D+1,19.25000
5,2016-01-05,Producto intradiario WD,19.00000
6,2016-01-05,Producto diario D+1,19.00000
7,2016-01-07,Producto intradiario WD,17.00000
8,2016-01-07,Producto diario D+1,18.75000
9,2016-01-11,Producto intradiario WD,18.50000
10,2016-01-12,Producto diario D+1,18.50000
11,2016-01-13,Producto intradiario WD,18.00000
12,2016-01-14,Producto diario D+1,17.69000
13,2016-01-15,Producto diario D+1,17.52000
14,2016-01-16,Producto diario D+1,17.49000
15,2016-01-17,Producto diario D+1,17.38000
16,2016-01-18,Producto diario D+1,17.31000
17,2016-01-19,Producto intradiario WD,17.70000
18,2016-01-19,Producto diario D+1,17.69000
19,2016-01-20,Producto intradiario WD,17.52000
20,2016-01-20,Producto diario D+1,17.47000
21,2016-01-21,Producto intradiario WD,17.51000
22,2016-01-21,Producto diario D+1,16.94000
23,2016-01-22,Producto intradiario WD,17.50000
24,2016-01-22,Producto diario D+1,16.89000
25,2016-01-23,Producto diario D+1,16.62000
26,2016-01-24,Producto diario D+1,16.79000
27,2016-01-25,Producto intradiario WD,17.00000
28,2016-01-25,Producto diario D+1,16.76000
29,2016-01-26,Producto intradiario WD,17.00000
30,2016-01-26,Producto diario D+1,16.79000
31,2016-01-27,Producto intradiario WD,17.03000
32,2016-01-27,Producto diario D+1,16.98000
33,2016-01-28,Producto diario D+1,16.98000
34,2016-01-29,Producto diario D+1,16.97000
35,2016-01-30,Producto diario D+1,16.83000
36,2016-01-31,Producto diario D+1,16.93000
37,2016-02-01,Producto diario D+1,16.93000
38,2016-02-02,Producto intradiario WD,16.70000
39,2016-02-02,Producto diario D+1,16.93000
40,2016-02-03,Producto diario D+1,16.81000
41,2016-02-04,Producto diario D+1,16.89000
42,2016-02-05,Producto diario D+1,16.19000
43,2016-02-06,Producto diario D+1,16.00000
44,2016-02-07,Producto diario D+1,16.24000
45,2016-02-08,Producto intradiario WD,16.65000
46,2016-02-08,Producto diario D+1,16.54000
47,2016-02-09,Producto diario D+1,16.73000
48,2016-02-10,Producto diario D+1,16.60000
49,2016-02-11,Producto intradiario WD,16.30000
50,2016-02-11,Producto diario D+1,16.27000
51,2016-02-12,Producto diario D+1,15.98000
52,2016-02-13,Producto diario D+1,15.97000
53,2016-02-14,Producto diario D+1,16.62000
54,2016-02-15,Producto intradiario WD,16.11000
55,2016-02-15,Producto diario D+1,16.11000
56,2016-02-16,Producto intradiario WD,16.15000
57,2016-02-16,Producto diario D+1,16.13000
58,2016-02-17,Producto intradiario WD,16.36000
59,2016-02-17,Producto diario D+1,16.34000
60,2016-02-18,Producto intradiario WD,16.00000
61,2016-02-18,Producto diario D+1,16.26000
62,2016-02-19,Producto intradiario WD,16.00000
63,2016-02-19,Producto diario D+1,16.04000
64,2016-02-20,Producto intradiario WD,16.20000
65,2016-02-20,Producto diario D+1,16.04000
66,2016-02-21,Producto diario D+1,16.24000
67,2016-02-22,Producto intradiario WD,16.35000
68,2016-02-22,Producto diario D+1,16.29000
69,2016-02-23,Producto intradiario WD,16.53000
70,2016-02-23,Producto diario D+1,16.18000
71,2016-02-24,Producto diario D+1,16.21000
72,2016-02-25,Producto intradiario WD,16.20000
73,2016-02-25,Producto diario D+1,16.18000
74,2016-02-26,Producto diario D+1,16.18000
75,2016-02-27,Producto diario D+1,16.04000
76,2016-02-28,Producto diario D+1,16.20000
77,2016-02-29,Producto intradiario WD,15.82000
78,2016-02-29,Producto diario D+1,16.24000
79,2016-03-01,Producto intradiario WD,15.99000
80,2016-03-01,Producto diario D+1,16.21000
81,2016-03-02,Producto diario D+1,16.10000
82,2016-03-03,Producto diario D+1,15.89000
83,2016-03-04,Producto intradiario WD,15.13000
84,2016-03-04,Producto diario D+1,15.69000
85,2016-03-05,Producto intradiario WD,16.00000
86,2016-03-05,Producto diario D+1,16.40000
87,2016-03-06,Producto intradiario WD,16.04000
88,2016-03-06,Producto diario D+1,16.38000
89,2016-03-07,Producto intradiario WD,15.60000
90,2016-03-07,Producto diario D+1,16.04000
91,2016-03-08,Producto intradiario WD,16.27000
92,2016-03-08,Producto diario D+1,15.91000
93,2016-03-09,Producto intradiario WD,16.36000
94,2016-03-09,Producto diario D+1,16.19000
95,2016-03-10,Producto intradiario WD,16.07000
96,2016-03-10,Producto diario D+1,16.09000
97,2016-03-11,Producto intradiario WD,16.07000
98,2016-03-11,Producto diario D+1,16.04000
99,2016-03-12,Producto diario D+1,16.15000
100,2016-03-13,Producto intradiario WD,16.15000
101,2016-03-13,Producto diario D+1,16.35000
102,2016-03-14,Producto intradiario WD,16.06000
103,2016-03-14,Producto diario D+1,16.21000
104,2016-03-15,Producto intradiario WD,16.08000
105,2016-03-15,Producto diario D+1,16.14000
106,2016-03-16,Producto intradiario WD,16.08000
107,2016-03-16,Producto diario D+1,16.15000
108,2016-03-17,Producto intradiario WD,15.83000
109,2016-03-17,Producto diario D+1,16.04000
110,2016-03-18,Producto intradiario WD,15.76000
111,2016-03-18,Producto diario D+1,15.93000
112,2016-03-19,Producto intradiario WD,16.05000
113,2016-03-19,Producto diario D+1,15.94000
114,2016-03-20,Producto diario D+1,16.14000
115,2016-03-21,Producto intradiario WD,15.80000
116,2016-03-21,Producto diario D+1,15.94000
117,2016-03-22,Producto intradiario WD,15.70000
118,2016-03-22,Producto diario D+1,15.83000
119,2016-03-23,Producto intradiario WD,15.78000
120,2016-03-23,Producto diario D+1,15.76000
121,2016-03-24,Producto diario D+1,15.69000
122,2016-03-25,Producto diario D+1,15.54000
123,2016-03-26,Producto diario D+1,15.52000
124,2016-03-27,Producto diario D+1,15.39000
125,2016-03-28,Producto diario D+1,15.00000
126,2016-03-29,Producto intradiario WD,15.05000
127,2016-03-29,Producto diario D+1,14.99000
128,2016-03-30,Producto intradiario WD,14.50000
129,2016-03-30,Producto diario D+1,14.89000
130,2016-03-31,Producto diario D+1,14.50000
131,2016-04-01,Producto intradiario WD,13.51000
132,2016-04-01,Producto diario D+1,13.85000
133,2016-04-02,Producto intradiario WD,13.55000
134,2016-04-02,Producto diario D+1,13.54000
135,2016-04-03,Producto diario D+1,13.73000
136,2016-04-04,Producto intradiario WD,13.57000
137,2016-04-04,Producto diario D+1,13.64000
138,2016-04-05,Producto intradiario WD,13.76000
139,2016-04-05,Producto diario D+1,13.50000
140,2016-04-06,Producto intradiario WD,13.50000
141,2016-04-06,Producto diario D+1,13.55000
142,2016-04-07,Producto intradiario WD,13.46000
143,2016-04-07,Producto diario D+1,13.49000
144,2016-04-08,Producto intradiario WD,13.26000
145,2016-04-08,Producto diario D+1,13.24000
146,2016-04-09,Producto diario D+1,13.10000
147,2016-04-10,Producto diario D+1,13.00000
148,2016-04-11,Producto intradiario WD,12.94000
149,2016-04-11,Producto diario D+1,13.05000
150,2016-04-12,Producto intradiario WD,12.94000
151,2016-04-12,Producto diario D+1,13.04000
152,2016-04-13,Producto intradiario WD,12.95000
153,2016-04-13,Producto diario D+1,13.10000
154,2016-04-14,Producto intradiario WD,13.00000
155,2016-04-14,Producto diario D+1,13.04000
156,2016-04-15,Producto intradiario WD,13.00000
157,2016-04-15,Producto diario D+1,12.88000
158,2016-04-16,Producto diario D+1,12.74000
159,2016-04-17,Producto diario D+1,12.78000
160,2016-04-18,Producto intradiario WD,12.50000
161,2016-04-18,Producto diario D+1,12.59000
162,2016-04-19,Producto intradiario WD,12.78000
163,2016-04-19,Producto diario D+1,12.56000
164,2016-04-20,Producto intradiario WD,13.00000
165,2016-04-20,Producto diario D+1,12.90000
166,2016-04-21,Producto intradiario WD,13.18000
167,2016-04-21,Producto diario D+1,13.33000
168,2016-04-22,Producto intradiario WD,13.55000
169,2016-04-22,Producto diario D+1,13.74000
170,2016-04-23,Producto diario D+1,13.45000
171,2016-04-24,Producto diario D+1,13.65000
172,2016-04-25,Producto intradiario WD,13.62000
173,2016-04-25,Producto diario D+1,13.57000
174,2016-04-26,Producto intradiario WD,13.78000
175,2016-04-26,Producto diario D+1,14.16000
176,2016-04-27,Producto intradiario WD,14.50000
177,2016-04-27,Producto diario D+1,14.67000
178,2016-04-28,Producto intradiario WD,14.55000
179,2016-04-28,Producto diario D+1,14.62000
180,2016-04-29,Producto intradiario WD,13.63000
181,2016-04-29,Producto diario D+1,13.53000
182,2016-04-30,Producto diario D+1,13.70000
183,2016-05-01,Producto diario D+1,13.80000
184,2016-05-02,Producto intradiario WD,14.30000
185,2016-05-02,Producto diario D+1,13.90000
186,2016-05-03,Producto intradiario WD,13.40000
187,2016-05-03,Producto diario D+1,13.50000
188,2016-05-04,Producto intradiario WD,12.49000
189,2016-05-04,Producto diario D+1,12.97000
190,2016-05-05,Producto intradiario WD,12.28000
191,2016-05-05,Producto diario D+1,12.48000
192,2016-05-06,Producto intradiario WD,12.59000
193,2016-05-06,Producto diario D+1,12.47000
194,2016-05-07,Producto diario D+1,13.20000
195,2016-05-08,Producto diario D+1,12.50000
196,2016-05-09,Producto intradiario WD,12.73000
197,2016-05-09,Producto diario D+1,12.72000
198,2016-05-10,Producto intradiario WD,12.72000
199,2016-05-10,Producto diario D+1,12.68000
200,2016-05-11,Producto intradiario WD,13.31000
201,2016-05-11,Producto diario D+1,12.78000
202,2016-05-12,Producto intradiario WD,13.67000
203,2016-05-12,Producto diario D+1,13.25000
204,2016-05-13,Producto intradiario WD,13.36000
205,2016-05-13,Producto diario D+1,13.19000
206,2016-05-14,Producto intradiario WD,13.00000
207,2016-05-14,Producto diario D+1,12.74000
208,2016-05-15,Producto diario D+1,12.70000
209,2016-05-16,Producto intradiario WD,11.90000
210,2016-05-16,Producto diario D+1,12.70000
211,2016-05-17,Producto intradiario WD,13.29000
212,2016-05-17,Producto diario D+1,13.25000
213,2016-05-18,Producto intradiario WD,13.45000
214,2016-05-18,Producto diario D+1,13.25000
215,2016-05-19,Producto intradiario WD,13.46000
216,2016-05-19,Producto diario D+1,13.36000
217,2016-05-20,Producto intradiario WD,13.49000
218,2016-05-20,Producto diario D+1,13.29000
219,2016-05-20,Producto mensual M+1,13.23000
220,2016-05-21,Producto intradiario WD,13.55000
221,2016-05-21,Producto diario D+1,13.60000
222,2016-05-22,Producto intradiario WD,13.45000
223,2016-05-22,Producto diario D+1,13.74000
224,2016-05-23,Producto intradiario WD,13.49000
225,2016-05-23,Producto diario D+1,13.30000
226,2016-05-24,Producto intradiario WD,13.62000
227,2016-05-24,Producto diario D+1,13.45000
228,2016-05-25,Producto intradiario WD,13.65000
229,2016-05-25,Producto diario D+1,13.63000
230,2016-05-26,Producto intradiario WD,13.79000
231,2016-05-26,Producto diario D+1,13.77000
232,2016-05-27,Producto intradiario WD,13.85000
233,2016-05-27,Producto diario D+1,13.78000
234,2016-05-28,Producto intradiario WD,14.14000
235,2016-05-28,Producto diario D+1,14.20000
236,2016-05-29,Producto intradiario WD,14.00000
237,2016-05-29,Producto diario D+1,13.95000
238,2016-05-30,Producto intradiario WD,14.00000
239,2016-05-30,Producto diario D+1,14.07000
240,2016-05-31,Producto intradiario WD,14.28000
241,2016-05-31,Producto diario D+1,14.27000
242,2016-06-01,Producto intradiario WD,14.12000
243,2016-06-01,Producto diario D+1,14.05000
244,2016-06-02,Producto intradiario WD,14.06000
245,2016-06-02,Producto diario D+1,14.05000
246,2016-06-03,Producto intradiario WD,14.10000
247,2016-06-03,Producto diario D+1,14.36000
248,2016-06-04,Producto diario D+1,14.25000
249,2016-06-05,Producto diario D+1,14.30000
250,2016-06-06,Producto intradiario WD,14.36000
251,2016-06-06,Producto diario D+1,14.36000
252,2016-06-07,Producto intradiario WD,14.43000
253,2016-06-07,Producto diario D+1,14.54000
254,2016-06-08,Producto intradiario WD,14.50000
255,2016-06-08,Producto diario D+1,14.55000
256,2016-06-09,Producto intradiario WD,14.54000
257,2016-06-09,Producto diario D+1,14.53000
258,2016-06-10,Producto intradiario WD,14.56000
259,2016-06-10,Producto diario D+1,15.05000
260,2016-06-11,Producto diario D+1,15.22000
261,2016-06-12,Producto diario D+1,14.55000
262,2016-06-13,Producto intradiario WD,14.35000
263,2016-06-13,Producto diario D+1,14.46000
264,2016-06-14,Producto diario D+1,14.09000
265,2016-06-14,Producto mensual M+1,14.50000
266,2016-06-15,Producto intradiario WD,14.04000
267,2016-06-15,Producto diario D+1,14.02000
268,2016-06-16,Producto intradiario WD,14.05000
269,2016-06-16,Producto diario D+1,13.89000
270,2016-06-17,Producto intradiario WD,13.93000
271,2016-06-17,Producto diario D+1,14.10000
272,2016-06-18,Producto diario D+1,15.00000
273,2016-06-19,Producto diario D+1,14.90000
274,2016-06-20,Producto intradiario WD,14.88000
275,2016-06-20,Producto diario D+1,14.76000
276,2016-06-21,Producto intradiario WD,15.01000
277,2016-06-21,Producto diario D+1,15.12000
278,2016-06-22,Producto intradiario WD,14.99000
279,2016-06-22,Producto diario D+1,15.04000
280,2016-06-23,Producto intradiario WD,15.00000
281,2016-06-23,Producto diario D+1,15.04000
282,2016-06-24,Producto intradiario WD,14.98000
283,2016-06-24,Producto diario D+1,15.16000
284,2016-06-25,Producto intradiario WD,15.30000
285,2016-06-25,Producto diario D+1,15.35000
286,2016-06-26,Producto intradiario WD,15.29000
287,2016-06-26,Producto diario D+1,15.35000
288,2016-06-27,Producto intradiario WD,15.28000
289,2016-06-27,Producto diario D+1,15.31000
290,2016-06-28,Producto intradiario WD,14.95000
291,2016-06-28,Producto diario D+1,15.02000
292,2016-06-29,Producto intradiario WD,15.00000
293,2016-06-29,Producto diario D+1,15.07000
294,2016-06-30,Producto intradiario WD,15.26000
295,2016-06-30,Producto diario D+1,15.28000
296,2016-06-30,Producto mensual M+1,15.04000
297,2016-07-01,Producto intradiario WD,15.17000
298,2016-07-01,Producto diario D+1,15.22000
299,2016-07-02,Producto intradiario WD,15.19000
300,2016-07-02,Producto diario D+1,15.24000
301,2016-07-03,Producto intradiario WD,15.18000
302,2016-07-03,Producto diario D+1,15.21000
303,2016-07-04,Producto intradiario WD,14.88000
304,2016-07-04,Producto diario D+1,14.93000
305,2016-07-05,Producto intradiario WD,14.84000
306,2016-07-05,Producto diario D+1,14.93000
307,2016-07-06,Producto intradiario WD,14.76000
308,2016-07-06,Producto diario D+1,14.80000
309,2016-07-07,Producto intradiario WD,14.71000
310,2016-07-07,Producto diario D+1,14.79000
311,2016-07-07,Producto mensual M+1,14.80000
312,2016-07-08,Producto intradiario WD,14.69000
313,2016-07-08,Producto diario D+1,14.71000
314,2016-07-09,Producto intradiario WD,14.69000
315,2016-07-09,Producto diario D+1,14.79000
316,2016-07-10,Producto intradiario WD,14.70000
317,2016-07-10,Producto diario D+1,14.94000
318,2016-07-11,Producto intradiario WD,14.65000
319,2016-07-11,Producto diario D+1,14.93000
320,2016-07-12,Producto intradiario WD,14.65000
321,2016-07-12,Producto diario D+1,14.90000
322,2016-07-13,Producto intradiario WD,14.79000
323,2016-07-13,Producto diario D+1,14.67000
324,2016-07-14,Producto intradiario WD,14.95000
325,2016-07-14,Producto diario D+1,14.65000
326,2016-07-14,Producto mensual M+1,15.10000
327,2016-07-15,Producto intradiario WD,14.94000
328,2016-07-15,Producto diario D+1,14.83000
329,2016-07-16,Producto intradiario WD,15.34000
330,2016-07-16,Producto diario D+1,15.15000
331,2016-07-17,Producto intradiario WD,15.49000
332,2016-07-17,Producto diario D+1,15.30000
333,2016-07-18,Producto intradiario WD,15.61000
334,2016-07-18,Producto diario D+1,15.25000
335,2016-07-19,Producto intradiario WD,15.61000
336,2016-07-19,Producto diario D+1,14.86000
337,2016-07-20,Producto intradiario WD,15.91000
338,2016-07-20,Producto diario D+1,15.04000
339,2016-07-21,Producto intradiario WD,15.65000
340,2016-07-21,Producto diario D+1,15.20000
341,2016-07-21,Producto mensual M+1,15.50000
342,2016-07-22,Producto intradiario WD,15.90000
343,2016-07-22,Producto diario D+1,15.75000
344,2016-07-23,Producto intradiario WD,16.11000
345,2016-07-23,Producto diario D+1,16.10000
346,2016-07-24,Producto intradiario WD,16.19000
347,2016-07-24,Producto diario D+1,16.26000
348,2016-07-25,Producto intradiario WD,16.19000
349,2016-07-25,Producto diario D+1,16.42000
350,2016-07-26,Producto intradiario WD,16.00000
351,2016-07-26,Producto diario D+1,16.42000
352,2016-07-27,Producto intradiario WD,16.03000
353,2016-07-27,Producto diario D+1,16.00000
354,2016-07-28,Producto intradiario WD,16.00000
355,2016-07-28,Producto diario D+1,15.97000
356,2016-07-28,Producto mensual M+1,15.70000
357,2016-07-29,Producto intradiario WD,16.00000
358,2016-07-29,Producto diario D+1,15.90000
359,2016-07-29,Producto mensual M+1,15.68000
360,2016-07-30,Producto intradiario WD,16.12000
361,2016-07-30,Producto diario D+1,16.00000
362,2016-07-31,Producto intradiario WD,16.32000
363,2016-07-31,Producto diario D+1,16.16000
364,2016-08-01,Producto intradiario WD,16.30000
365,2016-08-01,Producto diario D+1,16.19000
366,2016-08-02,Producto intradiario WD,16.32000
367,2016-08-02,Producto diario D+1,15.79000
368,2016-08-03,Producto intradiario WD,16.00000
369,2016-08-03,Producto diario D+1,15.62000
370,2016-08-04,Producto intradiario WD,15.68000
371,2016-08-04,Producto diario D+1,15.60000
372,2016-08-05,Producto intradiario WD,15.00000
373,2016-08-05,Producto diario D+1,15.52000
374,2016-08-05,Producto mensual M+1,15.50000
375,2016-08-06,Producto intradiario WD,15.80000
376,2016-08-06,Producto diario D+1,15.60000
377,2016-08-07,Producto intradiario WD,15.96000
378,2016-08-07,Producto diario D+1,15.76000
379,2016-08-08,Producto intradiario WD,15.67000
380,2016-08-08,Producto diario D+1,15.30000
381,2016-08-09,Producto intradiario WD,14.96000
382,2016-08-09,Producto diario D+1,15.05000
383,2016-08-10,Producto intradiario WD,14.87000
384,2016-08-10,Producto diario D+1,14.89000
385,2016-08-11,Producto intradiario WD,15.10000
386,2016-08-11,Producto diario D+1,14.92000
387,2016-08-11,Producto mensual M+1,15.54000
388,2016-08-12,Producto intradiario WD,15.25000
389,2016-08-12,Producto diario D+1,15.17000
390,2016-08-13,Producto intradiario WD,15.56000
391,2016-08-13,Producto diario D+1,15.40000
392,2016-08-14,Producto intradiario WD,15.56000
393,2016-08-14,Producto diario D+1,15.71000
394,2016-08-15,Producto intradiario WD,15.69000
395,2016-08-15,Producto diario D+1,15.87000
396,2016-08-16,Producto intradiario WD,15.24000
397,2016-08-16,Producto diario D+1,15.49000
398,2016-08-17,Producto intradiario WD,15.30000
399,2016-08-17,Producto diario D+1,15.34000
400,2016-08-18,Producto intradiario WD,15.70000
401,2016-08-18,Producto diario D+1,15.66000
402,2016-08-18,Producto mensual M+1,15.85000
403,2016-08-19,Producto intradiario WD,15.83000
404,2016-08-19,Producto diario D+1,15.84000
405,2016-08-20,Producto intradiario WD,15.20000
406,2016-08-20,Producto diario D+1,15.82000
407,2016-08-21,Producto intradiario WD,15.47000
408,2016-08-21,Producto diario D+1,15.82000
409,2016-08-22,Producto intradiario WD,15.68000
410,2016-08-22,Producto diario D+1,15.85000
411,2016-08-23,Producto intradiario WD,15.83000
412,2016-08-23,Producto diario D+1,16.03000
413,2016-08-24,Producto intradiario WD,15.97000
414,2016-08-24,Producto diario D+1,16.05000
415,2016-08-24,Producto mensual M+1,15.95000
416,2016-08-25,Producto intradiario WD,15.87000
417,2016-08-25,Producto diario D+1,15.88000
418,2016-08-25,Producto mensual M+1,15.97000
419,2016-08-26,Producto intradiario WD,16.07000
420,2016-08-26,Producto diario D+1,15.90000
421,2016-08-27,Producto intradiario WD,16.13000
422,2016-08-27,Producto diario D+1,15.90000
423,2016-08-28,Producto intradiario WD,16.13000
424,2016-08-28,Producto diario D+1,15.90000
425,2016-08-29,Producto intradiario WD,16.13000
426,2016-08-29,Producto diario D+1,15.85000
427,2016-08-30,Producto intradiario WD,16.05000
428,2016-08-30,Producto diario D+1,15.88000
429,2016-08-30,Producto mensual M+1,16.00000
430,2016-08-31,Producto intradiario WD,15.99000
431,2016-08-31,Producto diario D+1,16.05000
432,2016-09-01,Producto intradiario WD,16.09000
433,2016-09-01,Producto diario D+1,16.15000
434,2016-09-01,Producto mensual M+1,16.48000
435,2016-09-02,Producto intradiario WD,16.37000
436,2016-09-02,Producto diario D+1,16.48000
437,2016-09-03,Producto intradiario WD,16.48000
438,2016-09-03,Producto diario D+1,16.65000
439,2016-09-04,Producto intradiario WD,16.49000
440,2016-09-04,Producto diario D+1,16.59000
441,2016-09-05,Producto intradiario WD,16.51000
442,2016-09-05,Producto diario D+1,16.45000
443,2016-09-06,Producto intradiario WD,16.55000
444,2016-09-06,Producto diario D+1,16.43000
445,2016-09-07,Producto intradiario WD,16.64000
446,2016-09-07,Producto diario D+1,16.56000
447,2016-09-08,Producto intradiario WD,17.13000
448,2016-09-08,Producto diario D+1,16.95000
449,2016-09-08,Producto mensual M+1,16.60000
450,2016-09-09,Producto intradiario WD,16.85000
451,2016-09-09,Producto diario D+1,16.78000
452,2016-09-10,Producto intradiario WD,16.91000
453,2016-09-10,Producto diario D+1,16.80000
454,2016-09-11,Producto intradiario WD,17.07000
455,2016-09-11,Producto diario D+1,16.79000
456,2016-09-12,Producto intradiario WD,17.23000
457,2016-09-12,Producto diario D+1,17.10000
458,2016-09-13,Producto intradiario WD,17.70000
459,2016-09-13,Producto diario D+1,17.27000
460,2016-09-14,Producto intradiario WD,17.89000
461,2016-09-14,Producto diario D+1,17.60000
462,2016-09-15,Producto intradiario WD,17.46000
463,2016-09-15,Producto diario D+1,17.58000
464,2016-09-15,Producto mensual M+1,16.60000
465,2016-09-16,Producto intradiario WD,16.79000
466,2016-09-16,Producto diario D+1,17.33000
467,2016-09-17,Producto intradiario WD,16.63000
468,2016-09-17,Producto diario D+1,16.90000
469,2016-09-18,Producto intradiario WD,16.60000
470,2016-09-18,Producto diario D+1,16.80000
471,2016-09-19,Producto intradiario WD,16.79000
472,2016-09-19,Producto diario D+1,16.95000
473,2016-09-20,Producto intradiario WD,16.82000
474,2016-09-20,Producto diario D+1,16.82000
475,2016-09-21,Producto intradiario WD,16.64000
476,2016-09-21,Producto diario D+1,16.75000
477,2016-09-22,Producto intradiario WD,16.78000
478,2016-09-22,Producto diario D+1,16.89000
479,2016-09-22,Producto mensual M+1,16.58000
480,2016-09-23,Producto intradiario WD,16.46000
481,2016-09-23,Producto diario D+1,16.83000
482,2016-09-24,Producto intradiario WD,16.67000
483,2016-09-24,Producto diario D+1,16.80000
484,2016-09-25,Producto intradiario WD,16.70000
485,2016-09-25,Producto diario D+1,16.80000
486,2016-09-26,Producto intradiario WD,16.59000
487,2016-09-26,Producto diario D+1,16.83000
488,2016-09-27,Producto intradiario WD,16.77000
489,2016-09-27,Producto diario D+1,16.78000
490,2016-09-28,Producto intradiario WD,16.80000
491,2016-09-28,Producto diario D+1,16.79000
492,2016-09-28,Producto mensual M+1,16.70000
493,2016-09-29,Producto intradiario WD,16.96000
494,2016-09-29,Producto diario D+1,16.82000
495,2016-09-29,Producto mensual M+1,16.74000
496,2016-09-30,Producto intradiario WD,16.99000
497,2016-09-30,Producto diario D+1,16.94000
498,2016-10-01,Producto intradiario WD,17.26000
499,2016-10-01,Producto diario D+1,17.19000
500,2016-10-02,Producto intradiario WD,17.20000
501,2016-10-02,Producto diario D+1,16.73000
502,2016-10-03,Producto intradiario WD,16.80000
503,2016-10-03,Producto diario D+1,16.79000
504,2016-10-03,Producto mensual M+1,17.25000
505,2016-10-04,Producto intradiario WD,17.37000
506,2016-10-04,Producto diario D+1,17.09000
507,2016-10-05,Producto intradiario WD,17.46000
508,2016-10-05,Producto diario D+1,17.21000
509,2016-10-05,Producto mensual M+1,17.39000
510,2016-10-06,Producto intradiario WD,17.93000
511,2016-10-06,Producto diario D+1,17.92000
512,2016-10-06,Producto mensual M+1,17.77000
513,2016-10-07,Producto intradiario WD,19.71000
514,2016-10-07,Producto diario D+1,19.55000
515,2016-10-08,Producto intradiario WD,19.06000
516,2016-10-08,Producto diario D+1,18.00000
517,2016-10-09,Producto intradiario WD,18.00000
518,2016-10-09,Producto diario D+1,19.08000
519,2016-10-10,Producto intradiario WD,19.06000
520,2016-10-10,Producto diario D+1,19.16000
521,2016-10-11,Producto intradiario WD,19.09000
522,2016-10-11,Producto diario D+1,17.57000
523,2016-10-11,Producto mensual M+1,17.10000
524,2016-10-12,Producto intradiario WD,17.63000
525,2016-10-12,Producto diario D+1,18.16000
526,2016-10-13,Producto intradiario WD,19.51000
527,2016-10-13,Producto diario D+1,18.80000
528,2016-10-14,Producto intradiario WD,19.12000
529,2016-10-14,Producto diario D+1,18.40000
530,2016-10-15,Producto intradiario WD,17.36000
531,2016-10-15,Producto diario D+1,17.33000
532,2016-10-16,Producto intradiario WD,17.30000
533,2016-10-16,Producto diario D+1,19.30000
534,2016-10-17,Producto intradiario WD,19.83000
535,2016-10-17,Producto diario D+1,19.41000
536,2016-10-18,Producto intradiario WD,20.74000
537,2016-10-18,Producto diario D+1,19.90000
538,2016-10-19,Producto intradiario WD,21.38000
539,2016-10-19,Producto diario D+1,21.73000
540,2016-10-20,Producto intradiario WD,21.47000
541,2016-10-20,Producto diario D+1,21.75000
542,2016-10-20,Producto mensual M+1,18.80000
543,2016-10-21,Producto intradiario WD,21.38000
544,2016-10-21,Producto diario D+1,19.04000
545,2016-10-22,Producto intradiario WD,18.02000
546,2016-10-22,Producto diario D+1,18.90000
547,2016-10-23,Producto intradiario WD,18.80000
548,2016-10-23,Producto diario D+1,21.70000
549,2016-10-24,Producto intradiario WD,21.73000
550,2016-10-24,Producto diario D+1,21.74000
551,2016-10-25,Producto intradiario WD,21.80000
552,2016-10-25,Producto diario D+1,21.79000
553,2016-10-25,Producto mensual M+1,20.20000
554,2016-10-26,Producto intradiario WD,21.83000
555,2016-10-26,Producto diario D+1,21.90000
556,2016-10-27,Producto intradiario WD,21.72000
557,2016-10-27,Producto diario D+1,21.87000
558,2016-10-28,Producto intradiario WD,21.52000
559,2016-10-28,Producto diario D+1,19.88000
560,2016-10-28,Producto mensual M+1,19.51000
561,2016-10-29,Producto intradiario WD,21.11000
562,2016-10-29,Producto diario D+1,20.20000
563,2016-10-30,Producto intradiario WD,20.00000
564,2016-10-30,Producto diario D+1,21.15000
565,2016-10-31,Producto intradiario WD,21.29000
566,2016-10-31,Producto diario D+1,19.45000
567,2016-11-01,Producto intradiario WD,19.06000
568,2016-11-01,Producto diario D+1,21.44000
569,2016-11-02,Producto intradiario WD,21.57000
570,2016-11-02,Producto diario D+1,21.85000
571,2016-11-03,Producto intradiario WD,21.58000
572,2016-11-03,Producto diario D+1,21.50000
573,2016-11-04,Producto intradiario WD,21.52000
574,2016-11-04,Producto diario D+1,19.52000
575,2016-11-05,Producto intradiario WD,19.62000
576,2016-11-05,Producto diario D+1,20.80000
577,2016-11-06,Producto intradiario WD,21.00000
578,2016-11-06,Producto diario D+1,21.25000
579,2016-11-07,Producto intradiario WD,21.54000
580,2016-11-07,Producto diario D+1,21.51000
581,2016-11-08,Producto intradiario WD,21.75000
582,2016-11-08,Producto diario D+1,21.52000
583,2016-11-08,Producto mensual M+1,20.20000
584,2016-11-09,Producto intradiario WD,22.41000
585,2016-11-09,Producto diario D+1,22.33000
586,2016-11-10,Producto intradiario WD,22.32000
587,2016-11-10,Producto diario D+1,22.24000
588,2016-11-11,Producto intradiario WD,22.11000
589,2016-11-11,Producto diario D+1,21.93000
590,2016-11-12,Producto intradiario WD,22.03000
591,2016-11-12,Producto diario D+1,20.70000
592,2016-11-13,Producto intradiario WD,20.48000
593,2016-11-13,Producto diario D+1,21.80000
594,2016-11-14,Producto intradiario WD,21.77000
