_id,fecha_de_negociacion,producto_de_mibgas,precios_de_los_productos_mibgas
5549,2021-05-29,Producto intradiario WD,24.60000
5550,2021-05-29,Producto diario D+1,24.46000
5551,2021-05-30,Producto intradiario WD,24.58000
5552,2021-05-30,Producto diario D+1,26.74000
5553,2021-05-31,Producto intradiario WD,26.79000
5554,2021-05-31,Producto diario D+1,26.30000
5555,2021-05-31,Producto mensual M+1,25.84000
5556,2021-06-01,Producto intradiario WD,25.63000
5557,2021-06-01,Producto diario D+1,26.25000
5558,2021-06-01,Producto mensual M+1,26.76000
5559,2021-06-02,Producto intradiario WD,26.40000
5560,2021-06-02,Producto diario D+1,25.88000
5561,2021-06-02,Producto mensual M+1,26.38000
5562,2021-06-03,Producto intradiario WD,25.20000
5563,2021-06-03,Producto diario D+1,25.42000
5564,2021-06-03,Producto mensual M+1,26.67000
5565,2021-06-04,Producto intradiario WD,24.93000
5566,2021-06-04,Producto diario D+1,24.89000
5567,2021-06-04,Producto mensual M+1,26.50000
5568,2021-06-05,Producto intradiario WD,26.23000
5569,2021-06-05,Producto diario D+1,26.06000
5570,2021-06-06,Producto intradiario WD,25.46000
5571,2021-06-06,Producto diario D+1,26.46000
5572,2021-06-07,Producto intradiario WD,26.37000
5573,2021-06-07,Producto diario D+1,26.31000
5574,2021-06-07,Producto mensual M+1,27.19000
5575,2021-06-07,Producto mensual M+2,27.30000
5576,2021-06-07,Producto trimestral Q+1,26.99000
5577,2021-06-08,Producto intradiario WD,27.40000
5578,2021-06-08,Producto diario D+1,27.43000
5579,2021-06-08,Producto mensual M+1,28.41000
5580,2021-06-08,Producto trimestral Q+1,28.28000
5581,2021-06-09,Producto intradiario WD,28.09000
5582,2021-06-09,Producto diario D+1,28.05000
5583,2021-06-09,Producto mensual M+1,29.12000
5584,2021-06-09,Producto trimestral Q+3,30.00000
5585,2021-06-10,Producto intradiario WD,28.45000
5586,2021-06-10,Producto diario D+1,28.28000
5587,2021-06-10,Producto mensual M+1,29.17000
5588,2021-06-10,Producto trimestral Q+1,29.36000
5589,2021-06-10,Producto trimestral Q+2,29.88000
5590,2021-06-11,Producto intradiario WD,27.87000
5591,2021-06-11,Producto diario D+1,27.54000
5592,2021-06-11,Producto mensual M+1,29.47000
5593,2021-06-12,Producto intradiario WD,26.88000
5594,2021-06-12,Producto diario D+1,27.07000
5595,2021-06-13,Producto intradiario WD,26.75000
5596,2021-06-13,Producto diario D+1,29.18000
5597,2021-06-14,Producto intradiario WD,28.98000
5598,2021-06-14,Producto diario D+1,29.28000
5599,2021-06-14,Producto mensual M+1,29.83000
5600,2021-06-14,Producto trimestral Q+1,30.05000
5601,2021-06-14,Producto anual Y+1,23.45000
5602,2021-06-15,Producto intradiario WD,29.37000
5603,2021-06-15,Producto diario D+1,29.18000
5604,2021-06-15,Producto mensual M+1,29.44000
5605,2021-06-15,Producto mensual M+2,29.30000
5606,2021-06-16,Producto intradiario WD,29.05000
5607,2021-06-16,Producto diario D+1,28.85000
5608,2021-06-16,Producto mensual M+1,29.22000
5609,2021-06-16,Producto mensual M+2,29.12000
5610,2021-06-16,Producto trimestral Q+1,29.20000
5611,2021-06-17,Producto intradiario WD,30.43000
5612,2021-06-17,Producto diario D+1,29.27000
5613,2021-06-17,Producto mensual M+1,29.08000
5614,2021-06-17,Producto trimestral Q+1,29.40000
5615,2021-06-18,Producto intradiario WD,29.63000
5616,2021-06-18,Producto diario D+1,28.77000
5617,2021-06-18,Producto mensual M+1,30.06000
5618,2021-06-18,Producto mensual M+2,29.94000
5619,2021-06-18,Producto trimestral Q+1,30.00000
5620,2021-06-19,Producto intradiario WD,29.07000
5621,2021-06-19,Producto diario D+1,28.03000
5622,2021-06-20,Producto intradiario WD,27.14000
5623,2021-06-20,Producto diario D+1,29.81000
5624,2021-06-21,Producto intradiario WD,29.82000
5625,2021-06-21,Producto diario D+1,29.84000
5626,2021-06-21,Producto mensual M+1,30.48000
5627,2021-06-21,Producto mensual M+2,31.00000
5628,2021-06-21,Producto anual Y+1,24.00000
5629,2021-06-22,Producto intradiario WD,29.88000
5630,2021-06-22,Producto diario D+1,29.99000
5631,2021-06-22,Producto mensual M+1,30.91000
5632,2021-06-22,Producto mensual M+2,31.20000
5633,2021-06-22,Producto trimestral Q+1,31.10000
5634,2021-06-22,Producto anual Y+1,24.05000
5635,2021-06-23,Producto intradiario WD,31.10000
5636,2021-06-23,Producto diario D+1,31.25000
5637,2021-06-23,Producto mensual M+1,31.88000
5638,2021-06-23,Producto mensual M+2,31.45000
5639,2021-06-24,Producto intradiario WD,30.38000
5640,2021-06-24,Producto diario D+1,31.07000
5641,2021-06-24,Producto mensual M+1,32.18000
5642,2021-06-24,Producto mensual M+2,32.30000
5643,2021-06-24,Producto anual Y+1,24.70000
5644,2021-06-25,Producto intradiario WD,31.39000
5645,2021-06-25,Producto diario D+1,30.92000
5646,2021-06-25,Producto mensual M+1,32.47000
5647,2021-06-25,Producto mensual M+2,32.70000
5648,2021-06-25,Producto trimestral Q+1,32.52000
5649,2021-06-26,Producto intradiario WD,31.31000
5650,2021-06-26,Producto diario D+1,31.77000
5651,2021-06-27,Producto intradiario WD,31.49000
5652,2021-06-27,Producto diario D+1,31.91000
5653,2021-06-28,Producto intradiario WD,31.98000
5654,2021-06-28,Producto diario D+1,32.05000
5655,2021-06-28,Producto mensual M+1,32.56000
5656,2021-06-29,Producto intradiario WD,32.91000
5657,2021-06-29,Producto diario D+1,33.38000
5658,2021-06-29,Producto mensual M+1,34.05000
5659,2021-06-29,Producto trimestral Q+1,34.00000
5660,2021-06-29,Producto anual Y+1,25.70000
5661,2021-06-30,Producto intradiario WD,34.66000
5662,2021-06-30,Producto diario D+1,34.74000
5663,2021-06-30,Producto mensual M+1,35.06000
5664,2021-06-30,Producto mensual M+2,35.25000
5665,2021-07-01,Producto intradiario WD,37.49000
5666,2021-07-01,Producto diario D+1,37.73000
5667,2021-07-01,Producto mensual M+1,37.41000
5668,2021-07-01,Producto trimestral Q+1,37.25000
5669,2021-07-01,Producto anual Y+1,27.07000
5670,2021-07-02,Producto intradiario WD,38.51000
5671,2021-07-02,Producto diario D+1,36.46000
5672,2021-07-02,Producto mensual M+1,36.85000
5673,2021-07-02,Producto trimestral Q+1,37.40000
5674,2021-07-02,Producto anual Y+1,26.75000
5675,2021-07-03,Producto intradiario WD,34.46000
5676,2021-07-03,Producto diario D+1,34.68000
5677,2021-07-04,Producto intradiario WD,34.77000
5678,2021-07-04,Producto diario D+1,37.90000
5679,2021-07-05,Producto intradiario WD,36.75000
5680,2021-07-05,Producto diario D+1,37.24000
5681,2021-07-05,Producto mensual M+1,38.66000
5682,2021-07-05,Producto mensual M+2,38.75000
5683,2021-07-05,Producto trimestral Q+1,39.01000
5684,2021-07-06,Producto intradiario WD,36.50000
5685,2021-07-06,Producto diario D+1,36.99000
5686,2021-07-06,Producto mensual M+1,37.42000
5687,2021-07-07,Producto intradiario WD,36.62000
5688,2021-07-07,Producto diario D+1,35.89000
5689,2021-07-07,Producto mensual M+1,35.78000
5690,2021-07-07,Producto anual Y+1,26.59000
5691,2021-07-08,Producto intradiario WD,34.39000
5692,2021-07-08,Producto diario D+1,33.59000
5693,2021-07-08,Producto mensual M+1,33.08000
5694,2021-07-08,Producto mensual M+2,33.10000
5695,2021-07-08,Producto anual Y+1,26.00000
5696,2021-07-09,Producto intradiario WD,35.83000
5697,2021-07-09,Producto diario D+1,35.27000
5698,2021-07-09,Producto mensual M+1,36.59000
5699,2021-07-09,Producto mensual M+2,37.10000
5700,2021-07-09,Producto trimestral Q+1,37.90000
5701,2021-07-09,Producto anual Y+1,27.35000
5702,2021-07-10,Producto intradiario WD,37.26000
5703,2021-07-10,Producto diario D+1,36.89000
5704,2021-07-11,Producto intradiario WD,37.00000
5705,2021-07-11,Producto diario D+1,37.23000
5706,2021-07-12,Producto intradiario WD,34.91000
5707,2021-07-12,Producto diario D+1,35.72000
5708,2021-07-12,Producto mensual M+1,36.07000
5709,2021-07-13,Producto intradiario WD,35.10000
5710,2021-07-13,Producto diario D+1,35.03000
5711,2021-07-13,Producto mensual M+1,35.62000
5712,2021-07-13,Producto mensual M+2,35.80000
5713,2021-07-14,Producto intradiario WD,34.58000
5714,2021-07-14,Producto diario D+1,34.55000
5715,2021-07-14,Producto mensual M+1,35.16000
5716,2021-07-14,Producto trimestral Q+1,36.08000
5717,2021-07-15,Producto intradiario WD,33.78000
5718,2021-07-15,Producto diario D+1,34.13000
5719,2021-07-15,Producto mensual M+1,34.59000
5720,2021-07-16,Producto intradiario WD,34.43000
5721,2021-07-16,Producto diario D+1,34.28000
5722,2021-07-16,Producto mensual M+1,35.41000
5723,2021-07-17,Producto intradiario WD,35.55000
5724,2021-07-17,Producto diario D+1,35.67000
5725,2021-07-18,Producto intradiario WD,34.63000
5726,2021-07-18,Producto diario D+1,36.35000
5727,2021-07-19,Producto intradiario WD,37.10000
5728,2021-07-19,Producto diario D+1,37.39000
5729,2021-07-19,Producto mensual M+1,36.78000
5730,2021-07-19,Producto trimestral Q+1,37.98000
5731,2021-07-20,Producto intradiario WD,38.31000
5732,2021-07-20,Producto diario D+1,37.19000
5733,2021-07-20,Producto mensual M+1,35.42000
5734,2021-07-21,Producto intradiario WD,37.71000
5735,2021-07-21,Producto diario D+1,37.36000
5736,2021-07-21,Producto mensual M+1,36.38000
5737,2021-07-22,Producto intradiario WD,38.08000
5738,2021-07-22,Producto diario D+1,37.21000
5739,2021-07-22,Producto mensual M+1,36.59000
5740,2021-07-23,Producto intradiario WD,35.77000
5741,2021-07-23,Producto diario D+1,35.88000
5742,2021-07-23,Producto mensual M+1,35.92000
5743,2021-07-23,Producto mensual M+2,36.40000
5744,2021-07-24,Producto intradiario WD,34.48000
5745,2021-07-24,Producto diario D+1,35.40000
5746,2021-07-25,Producto intradiario WD,35.18000
5747,2021-07-25,Producto diario D+1,38.31000
5748,2021-07-26,Producto intradiario WD,38.45000
5749,2021-07-26,Producto diario D+1,37.46000
5750,2021-07-26,Producto mensual M+1,37.13000
5751,2021-07-27,Producto intradiario WD,38.37000
5752,2021-07-27,Producto diario D+1,38.08000
5753,2021-07-27,Producto mensual M+1,37.92000
5754,2021-07-28,Producto intradiario WD,38.38000
5755,2021-07-28,Producto diario D+1,38.89000
5756,2021-07-28,Producto mensual M+1,39.45000
5757,2021-07-28,Producto mensual M+2,39.80000
5758,2021-07-28,Producto trimestral Q+1,40.15000
5759,2021-07-29,Producto intradiario WD,39.96000
5760,2021-07-29,Producto diario D+1,40.18000
5761,2021-07-29,Producto mensual M+1,41.04000
5762,2021-07-29,Producto mensual M+2,41.48000
5763,2021-07-29,Producto anual Y+1,27.65000
5764,2021-07-30,Producto intradiario WD,40.42000
5765,2021-07-30,Producto diario D+1,39.22000
5766,2021-07-30,Producto mensual M+1,40.78000
5767,2021-07-30,Producto mensual M+2,40.55000
5768,2021-07-30,Producto trimestral Q+1,41.02000
5769,2021-07-31,Producto intradiario WD,38.49000
5770,2021-07-31,Producto diario D+1,39.22000
5771,2021-08-01,Producto intradiario WD,40.30000
5772,2021-08-01,Producto diario D+1,40.93000
5773,2021-08-02,Producto intradiario WD,42.19000
5774,2021-08-02,Producto diario D+1,42.31000
5775,2021-08-02,Producto mensual M+1,43.23000
5776,2021-08-02,Producto anual Y+1,28.95000
5777,2021-08-03,Producto intradiario WD,41.40000
5778,2021-08-03,Producto diario D+1,41.91000
5779,2021-08-03,Producto mensual M+1,42.78000
5780,2021-08-03,Producto trimestral Q+1,43.15000
5781,2021-08-03,Producto anual Y+1,28.90000
5782,2021-08-04,Producto intradiario WD,42.04000
5783,2021-08-04,Producto diario D+1,41.87000
5784,2021-08-04,Producto mensual M+1,42.91000
5785,2021-08-04,Producto mensual M+2,43.13000
5786,2021-08-05,Producto intradiario WD,41.64000
5787,2021-08-05,Producto diario D+1,41.48000
5788,2021-08-05,Producto mensual M+1,42.88000
5789,2021-08-05,Producto trimestral Q+1,42.95000
5790,2021-08-06,Producto intradiario WD,43.55000
5791,2021-08-06,Producto diario D+1,42.82000
5792,2021-08-06,Producto mensual M+1,44.40000
5793,2021-08-07,Producto intradiario WD,43.14000
5794,2021-08-07,Producto diario D+1,43.56000
5795,2021-08-08,Producto intradiario WD,43.41000
5796,2021-08-08,Producto diario D+1,43.84000
5797,2021-08-09,Producto intradiario WD,42.20000
5798,2021-08-09,Producto diario D+1,42.88000
5799,2021-08-09,Producto mensual M+1,43.75000
5800,2021-08-10,Producto intradiario WD,44.16000
5801,2021-08-10,Producto diario D+1,44.53000
5802,2021-08-10,Producto mensual M+1,45.24000
5803,2021-08-10,Producto mensual M+2,45.71000
5804,2021-08-10,Producto trimestral Q+1,46.00000
5805,2021-08-10,Producto anual Y+1,31.80000
5806,2021-08-11,Producto intradiario WD,45.16000
5807,2021-08-11,Producto diario D+1,45.46000
5808,2021-08-11,Producto mensual M+1,46.08000
5809,2021-08-11,Producto mensual M+2,46.30000
5810,2021-08-11,Producto trimestral Q+1,46.13000
5811,2021-08-11,Producto anual Y+1,32.53000
5812,2021-08-12,Producto intradiario WD,46.26000
5813,2021-08-12,Producto diario D+1,46.30000
5814,2021-08-12,Producto mensual M+1,46.75000
5815,2021-08-12,Producto mensual M+2,46.63000
5816,2021-08-12,Producto anual Y+1,33.20000
5817,2021-08-13,Producto intradiario WD,46.49000
5818,2021-08-13,Producto diario D+1,45.36000
5819,2021-08-13,Producto mensual M+1,45.84000
5820,2021-08-13,Producto trimestral Q+1,45.88000
5821,2021-08-14,Producto intradiario WD,50.54000
5822,2021-08-14,Producto diario D+1,47.61000
5823,2021-08-15,Producto intradiario WD,44.94000
5824,2021-08-15,Producto diario D+1,45.75000
5825,2021-08-16,Producto intradiario WD,46.44000
5826,2021-08-16,Producto diario D+1,47.23000
5827,2021-08-16,Producto mensual M+1,48.12000
5828,2021-08-16,Producto mensual M+2,48.48000
5829,2021-08-17,Producto intradiario WD,47.25000
5830,2021-08-17,Producto diario D+1,47.50000
5831,2021-08-17,Producto mensual M+1,48.04000
5832,2021-08-17,Producto trimestral Q+1,48.50000
5833,2021-08-17,Producto anual Y+1,34.36000
5834,2021-08-18,Producto intradiario WD,47.08000
5835,2021-08-18,Producto diario D+1,46.87000
5836,2021-08-18,Producto mensual M+1,46.48000
5837,2021-08-18,Producto mensual M+2,46.30000
5838,2021-08-19,Producto intradiario WD,43.23000
5839,2021-08-19,Producto diario D+1,42.79000
5840,2021-08-19,Producto mensual M+1,44.13000
5841,2021-08-20,Producto intradiario WD,43.15000
5842,2021-08-20,Producto diario D+1,42.31000
5843,2021-08-20,Producto mensual M+1,42.08000
5844,2021-08-21,Producto intradiario WD,41.82000
5845,2021-08-21,Producto diario D+1,41.60000
5846,2021-08-22,Producto intradiario WD,41.13000
5847,2021-08-22,Producto diario D+1,42.06000
5848,2021-08-23,Producto intradiario WD,41.87000
5849,2021-08-23,Producto diario D+1,42.30000
5850,2021-08-23,Producto mensual M+1,43.53000
5851,2021-08-23,Producto anual Y+1,31.58000
5852,2021-08-24,Producto intradiario WD,44.05000
5853,2021-08-24,Producto diario D+1,44.20000
5854,2021-08-24,Producto mensual M+1,44.91000
5855,2021-08-24,Producto mensual M+2,46.15000
5856,2021-08-24,Producto trimestral Q+1,46.08000
5857,2021-08-25,Producto intradiario WD,47.68000
5858,2021-08-25,Producto diario D+1,46.94000
5859,2021-08-25,Producto mensual M+1,46.45000
5860,2021-08-25,Producto mensual M+2,47.29000
5861,2021-08-26,Producto intradiario WD,47.93000
5862,2021-08-26,Producto diario D+1,47.03000
5863,2021-08-26,Producto mensual M+1,45.56000
5864,2021-08-27,Producto intradiario WD,46.18000
5865,2021-08-27,Producto diario D+1,46.06000
5866,2021-08-27,Producto mensual M+1,47.51000
5867,2021-08-28,Producto intradiario WD,46.81000
5868,2021-08-28,Producto diario D+1,46.42000
5869,2021-08-29,Producto intradiario WD,48.68000
5870,2021-08-29,Producto diario D+1,49.35000
5871,2021-08-30,Producto intradiario WD,52.47000
5872,2021-08-30,Producto diario D+1,51.50000
5873,2021-08-30,Producto mensual M+1,49.53000
5874,2021-08-30,Producto anual Y+1,34.40000
5875,2021-08-31,Producto intradiario WD,52.33000
5876,2021-08-31,Producto diario D+1,51.78000
5877,2021-08-31,Producto mensual M+1,49.83000
5878,2021-08-31,Producto mensual M+2,49.85000
5879,2021-08-31,Producto trimestral Q+1,52.35000
5880,2021-09-01,Producto intradiario WD,53.32000
5881,2021-09-01,Producto diario D+1,53.96000
5882,2021-09-01,Producto mensual M+1,53.63000
5883,2021-09-01,Producto anual Y+1,34.25000
5884,2021-09-02,Producto intradiario WD,53.36000
5885,2021-09-02,Producto diario D+1,53.49000
5886,2021-09-02,Producto mensual M+1,52.19000
5887,2021-09-02,Producto anual Y+1,34.41000
5888,2021-09-03,Producto intradiario WD,52.39000
5889,2021-09-03,Producto diario D+1,52.38000
5890,2021-09-03,Producto mensual M+1,53.56000
5891,2021-09-04,Producto intradiario WD,51.58000
5892,2021-09-04,Producto diario D+1,51.54000
5893,2021-09-05,Producto intradiario WD,51.16000
5894,2021-09-05,Producto diario D+1,53.00000
5895,2021-09-06,Producto intradiario WD,54.01000
5896,2021-09-06,Producto diario D+1,53.93000
5897,2021-09-06,Producto mensual M+1,54.54000
5898,2021-09-06,Producto mensual M+2,53.65000
5899,2021-09-07,Producto intradiario WD,54.31000
5900,2021-09-07,Producto diario D+1,53.98000
5901,2021-09-07,Producto mensual M+1,53.88000
5902,2021-09-07,Producto mensual M+2,56.45000
5903,2021-09-08,Producto intradiario WD,56.28000
5904,2021-09-08,Producto diario D+1,56.37000
5905,2021-09-08,Producto mensual M+1,56.33000
5906,2021-09-09,Producto intradiario WD,60.37000
5907,2021-09-09,Producto diario D+1,59.17000
5908,2021-09-09,Producto mensual M+1,57.98000
5909,2021-09-10,Producto intradiario WD,58.69000
5910,2021-09-10,Producto diario D+1,58.50000
5911,2021-09-10,Producto mensual M+1,58.99000
5912,2021-09-10,Producto mensual M+2,59.60000
5913,2021-09-11,Producto intradiario WD,60.85000
5914,2021-09-11,Producto diario D+1,59.78000
5915,2021-09-12,Producto intradiario WD,59.35000
5916,2021-09-12,Producto diario D+1,61.68000
5917,2021-09-13,Producto intradiario WD,63.21000
5918,2021-09-13,Producto diario D+1,63.60000
5919,2021-09-13,Producto mensual M+1,62.59000
5920,2021-09-13,Producto mensual M+2,63.58000
5921,2021-09-13,Producto trimestral Q+1,64.15000
5922,2021-09-13,Producto trimestral Q+2,61.85000
5923,2021-09-14,Producto intradiario WD,69.94000
5924,2021-09-14,Producto diario D+1,69.32000
5925,2021-09-14,Producto mensual M+1,68.02000
5926,2021-09-14,Producto trimestral Q+1,68.72000
5927,2021-09-15,Producto intradiario WD,76.02000
5928,2021-09-15,Producto diario D+1,75.62000
5929,2021-09-15,Producto mensual M+1,72.26000
5930,2021-09-16,Producto intradiario WD,67.05000
5931,2021-09-16,Producto diario D+1,67.42000
5932,2021-09-16,Producto mensual M+1,67.90000
5933,2021-09-17,Producto intradiario WD,65.69000
5934,2021-09-17,Producto diario D+1,66.63000
5935,2021-09-17,Producto mensual M+1,67.41000
5936,2021-09-18,Producto intradiario WD,64.81000
5937,2021-09-18,Producto diario D+1,65.22000
5938,2021-09-19,Producto intradiario WD,60.88000
5939,2021-09-19,Producto diario D+1,66.60000
5940,2021-09-20,Producto intradiario WD,68.65000
5941,2021-09-20,Producto diario D+1,70.36000
5942,2021-09-20,Producto mensual M+1,72.43000
5943,2021-09-21,Producto intradiario WD,72.95000
5944,2021-09-21,Producto diario D+1,73.49000
5945,2021-09-21,Producto mensual M+1,75.91000
5946,2021-09-21,Producto mensual M+2,77.75000
5947,2021-09-22,Producto intradiario WD,72.21000
5948,2021-09-22,Producto diario D+1,71.54000
5949,2021-09-22,Producto mensual M+1,72.71000
5950,2021-09-22,Producto anual Y+1,43.85000
5951,2021-09-23,Producto intradiario WD,68.88000
5952,2021-09-23,Producto diario D+1,69.71000
5953,2021-09-23,Producto mensual M+1,70.02000
5954,2021-09-23,Producto trimestral Q+2,70.00000
5955,2021-09-24,Producto intradiario WD,70.25000
5956,2021-09-24,Producto diario D+1,68.82000
5957,2021-09-24,Producto mensual M+1,70.92000
5958,2021-09-25,Producto intradiario WD,69.23000
5959,2021-09-25,Producto diario D+1,70.48000
5960,2021-09-26,Producto intradiario WD,69.67000
5961,2021-09-26,Producto diario D+1,72.31000
5962,2021-09-27,Producto intradiario WD,72.36000
5963,2021-09-27,Producto diario D+1,75.57000
5964,2021-09-27,Producto mensual M+1,75.84000
5965,2021-09-27,Producto mensual M+2,78.70000
5966,2021-09-28,Producto intradiario WD,82.90000
5967,2021-09-28,Producto diario D+1,83.23000
5968,2021-09-28,Producto mensual M+1,83.08000
5969,2021-09-29,Producto intradiario WD,81.59000
5970,2021-09-29,Producto diario D+1,82.68000
5971,2021-09-29,Producto mensual M+1,85.26000
5972,2021-09-29,Producto trimestral Q+1,85.50000
5973,2021-09-30,Producto intradiario WD,93.86000
5974,2021-09-30,Producto diario D+1,93.43000
5975,2021-09-30,Producto mensual M+1,90.00000
5976,2021-10-01,Producto intradiario WD,99.68000
5977,2021-10-01,Producto diario D+1,91.92000
5978,2021-10-01,Producto mensual M+1,98.50000
5979,2021-10-01,Producto mensual M+2,98.75000
5980,2021-10-02,Producto intradiario WD,74.38000
5981,2021-10-02,Producto diario D+1,88.89000
5982,2021-10-03,Producto intradiario WD,73.66000
5983,2021-10-03,Producto diario D+1,82.34000
5984,2021-10-04,Producto intradiario WD,89.26000
5985,2021-10-04,Producto diario D+1,91.32000
5986,2021-10-04,Producto mensual M+1,99.87000
5987,2021-10-04,Producto mensual M+2,100.63000
5988,2021-10-05,Producto intradiario WD,108.08000
5989,2021-10-05,Producto diario D+1,109.98000
5990,2021-10-05,Producto mensual M+1,107.89000
5991,2021-10-06,Producto intradiario WD,122.16000
5992,2021-10-06,Producto diario D+1,117.79000
5993,2021-10-07,Producto intradiario WD,98.66000
5994,2021-10-07,Producto diario D+1,100.86000
5995,2021-10-07,Producto mensual M+1,101.50000
5996,2021-10-08,Producto intradiario WD,91.05000
5997,2021-10-08,Producto diario D+1,96.41000
5998,2021-10-08,Producto mensual M+1,97.50000
5999,2021-10-09,Producto intradiario WD,86.06000
6000,2021-10-09,Producto diario D+1,95.07000
6001,2021-10-10,Producto intradiario WD,78.86000
6002,2021-10-10,Producto diario D+1,90.42000
6003,2021-10-11,Producto intradiario WD,81.76000
6004,2021-10-11,Producto diario D+1,84.61000
6005,2021-10-11,Producto mensual M+1,88.43000
6006,2021-10-12,Producto intradiario WD,83.77000
6007,2021-10-12,Producto diario D+1,85.48000
6008,2021-10-12,Producto mensual M+1,87.28000
6009,2021-10-13,Producto intradiario WD,89.63000
6010,2021-10-13,Producto diario D+1,90.69000
6011,2021-10-13,Producto mensual M+1,92.55000
6012,2021-10-14,Producto intradiario WD,97.58000
6013,2021-10-14,Producto diario D+1,97.88000
6014,2021-10-14,Producto mensual M+1,101.13000
6015,2021-10-15,Producto intradiario WD,97.02000
6016,2021-10-15,Producto diario D+1,93.70000
6017,2021-10-15,Producto mensual M+1,95.58000
6018,2021-10-16,Producto intradiario WD,88.26000
6019,2021-10-16,Producto diario D+1,89.92000
6020,2021-10-17,Producto intradiario WD,90.19000
6021,2021-10-17,Producto diario D+1,93.90000
6022,2021-10-18,Producto intradiario WD,94.62000
6023,2021-10-18,Producto diario D+1,92.53000
6024,2021-10-18,Producto mensual M+1,93.15000
6025,2021-10-18,Producto mensual M+2,107.00000
6026,2021-10-19,Producto intradiario WD,88.12000
6027,2021-10-19,Producto diario D+1,88.04000
6028,2021-10-19,Producto mensual M+1,93.33000
6029,2021-10-19,Producto trimestral Q+1,93.00000
6030,2021-10-20,Producto intradiario WD,86.57000
6031,2021-10-20,Producto diario D+1,89.76000
6032,2021-10-20,Producto mensual M+1,95.37000
6033,2021-10-21,Producto intradiario WD,89.01000
6034,2021-10-21,Producto diario D+1,88.38000
6035,2021-10-21,Producto mensual M+1,91.71000
6036,2021-10-21,Producto mensual M+2,91.00000
6037,2021-10-22,Producto intradiario WD,87.40000
6038,2021-10-22,Producto diario D+1,87.74000
6039,2021-10-22,Producto mensual M+1,89.80000
6040,2021-10-23,Producto intradiario WD,94.77000
6041,2021-10-23,Producto diario D+1,90.39000
6042,2021-10-24,Producto intradiario WD,92.72000
6043,2021-10-24,Producto diario D+1,94.12000
6044,2021-10-25,Producto intradiario WD,93.66000
6045,2021-10-25,Producto diario D+1,92.86000
6046,2021-10-25,Producto mensual M+1,92.18000
6047,2021-10-25,Producto mensual M+2,93.25000
6048,2021-10-26,Producto intradiario WD,94.13000
6049,2021-10-26,Producto diario D+1,91.32000
6050,2021-10-26,Producto mensual M+1,92.07000
6051,2021-10-26,Producto mensual M+2,92.50000
6052,2021-10-27,Producto intradiario WD,88.25000
6053,2021-10-27,Producto diario D+1,86.07000
6054,2021-10-27,Producto mensual M+1,87.30000
6055,2021-10-27,Producto mensual M+2,89.17000
6056,2021-10-28,Producto intradiario WD,75.55000
6057,2021-10-28,Producto diario D+1,76.49000
6058,2021-10-28,Producto mensual M+1,79.26000
6059,2021-10-28,Producto mensual M+2,82.25000
6060,2021-10-29,Producto intradiario WD,64.64000
6061,2021-10-29,Producto diario D+1,67.82000
6062,2021-10-29,Producto mensual M+1,71.14000
6063,2021-10-29,Producto mensual M+2,70.26000
6064,2021-10-30,Producto intradiario WD,61.86000
6065,2021-10-30,Producto diario D+1,60.40000
6066,2021-10-31,Producto intradiario WD,60.76000
6067,2021-10-31,Producto diario D+1,59.66000
6068,2021-11-01,Producto intradiario WD,61.27000
6069,2021-11-01,Producto diario D+1,63.95000
6070,2021-11-01,Producto mensual M+1,70.66000
6071,2021-11-02,Producto intradiario WD,63.51000
6072,2021-11-02,Producto diario D+1,66.21000
6073,2021-11-02,Producto mensual M+1,68.05000
6074,2021-11-03,Producto intradiario WD,74.79000
6075,2021-11-03,Producto diario D+1,74.63000
6076,2021-11-03,Producto mensual M+1,76.55000
6077,2021-11-04,Producto intradiario WD,76.37000
6078,2021-11-04,Producto diario D+1,73.77000
6079,2021-11-04,Producto mensual M+1,76.66000
6080,2021-11-05,Producto intradiario WD,71.71000
6081,2021-11-05,Producto diario D+1,72.47000
6082,2021-11-05,Producto mensual M+1,74.00000
6083,2021-11-06,Producto intradiario WD,71.32000
6084,2021-11-06,Producto diario D+1,71.24000
6085,2021-11-07,Producto intradiario WD,70.10000
6086,2021-11-07,Producto diario D+1,73.24000
6087,2021-11-08,Producto intradiario WD,76.71000
6088,2021-11-08,Producto diario D+1,76.93000
6089,2021-11-08,Producto mensual M+1,78.41000
6090,2021-11-09,Producto intradiario WD,76.62000
6091,2021-11-09,Producto diario D+1,76.59000
6092,2021-11-09,Producto mensual M+1,78.18000
6093,2021-11-10,Producto intradiario WD,67.94000
6094,2021-11-10,Producto diario D+1,68.04000
6095,2021-11-10,Producto mensual M+1,68.37000
6096,2021-11-11,Producto intradiario WD,77.72000
6097,2021-11-11,Producto diario D+1,74.43000
6098,2021-11-11,Producto mensual M+1,74.22000
6099,2021-11-12,Producto intradiario WD,78.77000
6100,2021-11-12,Producto diario D+1,76.72000
6101,2021-11-12,Producto mensual M+1,77.26000
6102,2021-11-13,Producto intradiario WD,77.66000
6103,2021-11-13,Producto diario D+1,77.79000
6104,2021-11-14,Producto intradiario WD,74.23000
6105,2021-11-14,Producto diario D+1,79.01000
6106,2021-11-15,Producto intradiario WD,80.91000
6107,2021-11-15,Producto diario D+1,80.80000
6108,2021-11-16,Producto intradiario WD,89.44000
6109,2021-11-16,Producto diario D+1,89.08000
6110,2021-11-16,Producto mensual M+1,90.57000
