lat,lon,date_utc,Temp_min_C,Temp_max_C,Temp_media_C,RadiacionGlobal_media_Wm2,Viento_media_ms
38.03343402121848,-3.4943284926764706,2023-01-17,5.99,11.22,8.815833333333334,59.625,4.94625
38.03343402121848,-3.4943284926764706,2023-01-18,1.81,7.34,4.548333333333333,102.04166666666667,3.40875
38.03343402121848,-3.4943284926764706,2023-01-19,-0.49,7.93,4.364166666666667,133.79166666666666,1.9483333333333333
38.03343402121848,-3.4943284926764706,2023-01-20,6.71,11.42,8.570416666666667,45.791666666666664,1.7383333333333333
38.03343402121848,-3.4943284926764706,2023-01-21,3.84,11.96,8.734583333333333,76.41666666666667,1.1841666666666668
38.03343402121848,-3.4943284926764706,2023-01-22,0.54,7.49,3.8979166666666667,146.875,1.1458333333333333
38.03343402121848,-3.4943284926764706,2023-01-23,1.15,7.68,3.8983333333333334,146.875,1.2954166666666667
38.03343402121848,-3.4943284926764706,2023-01-24,-2.82,8.6,2.3691666666666666,142.29166666666666,1.39125
38.03343402121848,-3.4943284926764706,2023-01-25,-1.77,9.31,3.4604166666666667,144.95833333333334,1.1500000000000001
38.03343402121848,-3.4943284926764706,2023-01-26,1.34,7.0,4.130833333333333,113.79166666666667,0.7795833333333334
38.03343402121848,-3.4943284926764706,2023-01-27,0.36,8.31,3.9825,144.125,1.2841666666666667
38.03343402121848,-3.4943284926764706,2023-01-28,-1.19,7.92,3.2145833333333336,151.875,1.17875
38.03343402121848,-3.4943284926764706,2023-01-29,-2.15,9.07,3.15875,152.75,1.08375
38.03343402121848,-3.4943284926764706,2023-01-30,-1.44,10.84,3.9499999999999997,153.70833333333334,1.4579166666666667
38.03343402121848,-3.4943284926764706,2023-01-31,-1.87,11.78,4.689583333333333,157.95833333333334,0.8820833333333334
38.095268199430606,-5.974638156576512,2009-02-01,3.22,9.87,7.3879166666666665,51.833333333333336,5.045
38.095268199430606,-5.974638156576512,2009-02-02,4.62,10.12,7.2195833333333335,84.625,2.5695833333333336
38.095268199430606,-5.974638156576512,2009-02-03,3.69,9.62,6.827916666666667,63.458333333333336,3.6491666666666664
38.095268199430606,-5.974638156576512,2009-02-04,5.62,9.93,7.214166666666666,52.166666666666664,3.830833333333333
38.095268199430606,-5.974638156576512,2009-02-05,4.07,9.01,6.817083333333334,73.41666666666667,3.0729166666666665
38.095268199430606,-5.974638156576512,2009-02-06,3.62,8.22,5.31625,147.29166666666666,4.492916666666667
38.095268199430606,-5.974638156576512,2009-02-07,2.04,9.15,5.03375,147.66666666666666,3.5520833333333335
38.095268199430606,-5.974638156576512,2009-02-08,1.43,11.46,6.7441666666666675,114.25,3.4195833333333336
38.095268199430606,-5.974638156576512,2009-02-09,8.53,13.7,10.554166666666667,94.20833333333333,2.4654166666666666
